 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--, 
 存货的减少(万元),--,-408,768,--,454,360,520, 
 经营性应收项目的减少(万元),--,1388,-1784,--,-4037,-3770,-1430, 
 经营性应付项目的增加(万元),--,436,-2983,--,1693,1613,1596, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,4142,2505,--,3290,3173,5176, 
 债务转为资本(万元),--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--, 
 现金的期末余额(万元),4024,5802,4248,3832,3945,4936,4858, 
 现金的期初余额(万元),4248,4248,3945,5045,4936,4858,2258, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-224,1554,302,-1213,-990,78,2600, 

