 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2854,2567,739,483,2775,1766,996,473,2077,1673,1057,389,3157,2555,1736,661,1487,991,490,319,1209,--,592,129,342,314,4954,399, 
 投资所支付的现金(万元),12672,3920,3920,20,57140,11740,9040,7740,2840,--,--,--,1800,3800,3800,2000,--,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,1846,--,--,--,--,--,--,--,--,--,--,--,--,--,--,200, 
 支付的其他与投资活动有关的现金(万元),35000,--,--,--,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),50526,6487,4659,503,59918,13506,10036,8213,4917,1673,1057,389,6804,6355,5536,2661,1487,991,490,319,1209,--,592,129,342,314,4954,599, 
 投资活动产生的现金流量净额(万元),-6615,36563,38391,42497,-54890,-13499,-10029,-8212,-4917,-1673,-1057,-389,-6799,-6350,-5534,-2661,-1486,-990,-490,-319,-1206,--,-591,-129,-338,-313,-4954,-508, 
 吸收投资收到的现金(万元),8134,8134,8134,--,73818,73701,30,30,520,520,380,50,3116,3116,3092,--,23180,23180,23180,23180,--,--,--,--,--,--,3203,50, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,205,90,30,30,190,--,--,50,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),12077,6000,6000,--,21261,18261,13832,2000,14680,6780,6780,2780,2000,--,--,--,--,--,--,--,3010,--,1300,--,2500,2300,2500,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25014,25014,25014,25014,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),20210,14134,14134,0,95079,91962,13862,2030,15200,7300,7160,2830,5116,3116,3092,0,48194,48194,48194,48194,3010,--,1300,0,2500,2300,5703,50, 
 偿还债务支付的现金(万元),12200,12200,12200,12200,16735,13835,13780,2780,2000,--,0,--,1100,1100,1100,1100,1910,1860,1810,1760,2400,--,1000,950,3600,1200,100,--, 
 分配股利、利润或偿付利息所支付的现金(万元),4322,4177,4084,93,1959,1787,1631,174,1241,1109,995,32,877,875,875,6,646,321,58,35,193,--,73,30,205,779,62,100, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),172,172,--,--,2736,30,--,--,2659,59,--,--,--,--,--,--,25114,25114,25014,25014,50,--,30,--,--,33,144,59, 
 筹资活动现金流出小计(万元),16694,16549,16284,12293,21430,15652,15411,2954,5900,1167,995,32,1977,1975,1975,1106,27670,27295,26881,26809,2643,--,1103,980,3805,2011,306,159, 
 筹资活动产生的现金流量净额(万元),3516,-2415,-2151,-12293,73649,76310,-1549,-924,9300,6133,6166,2798,3140,1141,1116,-1106,20524,20899,21312,21385,367,--,197,-980,-1305,289,5397,-109, 
 汇率变动对现金及现金等价物的影响(万元),162,20,4,-1,-17,-13,-14,--,8,0,0,-0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-6350,22098,29436,18541,14729,51900,-19523,-15444,5838,-4809,-851,-2446,-4247,-11540,-9154,-8120,21328,15942,19033,20809,-549,--,-3574,-3077,506,1473,1836,41, 
 加:期初现金及现金等价物余额(万元),41463,41463,41463,41463,26735,26735,26735,26735,20897,20897,20897,20897,25144,25297,25297,25297,3816,3816,3816,3816,4365,--,4365,4365,3859,2386,551,509, 
 期末现金及现金等价物余额(万元),35113,63561,70899,60004,41463,78634,7212,11291,26735,16088,20046,18451,20897,13757,16144,17177,25144,19757,22848,24625,3816,--,791,1288,4365,3859,2386,551, 
 净利润(万元),27241,--,7313,--,19213,--,4862,--,13433,--,3350,--,9108,--,2255,--,6062,--,1470,--,5950,--,1344,--,5301,4116,3011,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),2858,--,961,--,3000,--,979,--,1064,--,194,--,553,--,355,--,177,--,254,--,370,--,243,--,-4,153,78,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1190,--,559,--,1112,--,547,--,1030,--,499,--,792,--,322,--,544,--,248,--,407,--,195,--,362,317,172,--, 
 无形资产摊销(万元),143,--,70,--,95,--,46,--,87,--,41,--,83,--,41,--,82,--,41,--,82,--,41,--,82,83,82,--, 
 长期待摊费用摊销(万元),1414,--,831,--,1176,--,--,--,1119,--,--,--,753,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,--,--,--,-1,--,-3,--,-3,--,-1,--,-1,--,-0,--,--,--,1,--,2,--,0,-1,--,--, 
 固定资产报废损失(万元),2,--,1,--,28,--,5,--,--,--,--,--,6,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),389,--,138,--,1113,--,425,--,372,--,116,--,7,--,6,--,100,--,58,--,193,--,73,--,205,191,5,--, 
 投资损失(万元),-651,--,350,--,161,--,-259,--,-220,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),-488,--,-97,--,-269,--,-100,--,51,--,-19,--,-230,--,-37,--,-36,--,-26,--,-27,--,-36,--,-14,-35,-34,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),-5207,--,-7620,--,-3147,--,-5634,--,792,--,-8119,--,351,--,-4860,--,-2879,--,-4090,--,-1768,--,-2677,--,-1053,-1205,3,--, 
 经营性应收项目的减少(万元),-49581,--,-16413,--,-35899,--,-10288,--,-23613,--,-2264,--,-16437,--,-3233,--,-2552,--,489,--,-5530,--,-2265,--,-3436,-1650,-3139,--, 
 经营性应付项目的增加(万元),19278,--,7098,--,9405,--,1490,--,7335,--,246,--,4428,--,416,--,791,--,-233,--,611,--,-100,--,705,-472,1215,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),-3413,--,-6808,--,-4013,--,-7930,--,1446,--,-5960,--,-588,--,-4736,--,2290,--,-1790,--,290,--,-3180,--,2149,1497,1392,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),35113,63561,70899,60004,41463,78634,7212,11291,26735,16088,--,18451,20897,13757,16144,17177,25144,19757,22848,24625,3816,--,791,1288,4365,3859,2386,551, 
 现金的期初余额(万元),41463,41463,41463,41463,26735,26735,26735,26735,20897,20897,--,20897,25144,25297,25297,25297,3816,3816,3816,3816,4365,--,4365,4365,3859,2386,551,509, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,20046,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,20897,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-6350,22098,29436,18541,14729,51900,-19523,-15444,5838,-4809,-851,-2446,-4247,-11540,-9154,-8120,21328,15942,19033,20809,-549,--,-3574,-3077,506,1473,1836,41, 

