 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-03-31,2006-12-31,2005-12-31, 
 支付的其他与经营活动有关的现金(万元),8191,17776,16093,10615,4727,18418,14650,9352,4696,16140,9576,6937,3233,12418,9688,6680,3206,10082,8935,5974,2951,9022,9598,6331,3315,7303,12269,9837,7617,6433,6033,3924,1828,7313,5872,3295,1500,6255,4936,3187,2018,6384,2838,6466,4876, 
 经营活动现金流出小计(万元),36169,125803,103671,69352,34758,119738,97193,70330,33279,127510,61635,41499,24154,79639,48639,31774,15031,60809,47750,33518,17636,58708,47296,29452,14319,55170,46830,32193,19715,48686,38707,25276,12013,45223,34564,22866,10620,43111,29282,19161,9859,40295,11919,33464,27840, 
 经营活动产生的现金流量净额(万元),6870,54352,33359,16401,5526,65053,41952,24653,9980,71592,46806,32109,10375,67000,27512,15892,7386,34864,21761,13348,3021,36125,25910,17412,7137,34521,21163,12088,4694,32343,21122,12696,7371,31314,20936,14577,5761,28534,24317,15221,6741,27475,9051,23639,22575, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,382,382,113,113,801,801,0,--,--,--,0,0,0,0,0,0, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,78,--,--,--,--,--,--,--,--,63,--,--,--,--,--,--,--,--,--,--,--,--,--,--,50,40,39,--,0,--,0,--,--,--,0,0,0,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,7,15,--,--,7,5,5,--,1,--,--,--,15,1,1,1,14,--,--,--,--,--,--,--,13,1,--,--,2,--,--,--,3,3,0,--,2,1,1,0,10382,47,824,592, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,801,--,--,--,0,0,0,0,0,0, 
 收到的其他与投资活动有关的现金(万元),12582,5418,725,1255,--,1759,16,16,--,3464,511,511,--,752,--,--,63,259,179,101,45,3219,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,2280,1843,0,0,0,0,400,300, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,0,0,0,0, 
 投资活动现金流入小计(万元),12582,5425,740,1255,0,1844,22,22,0,3465,511,511,0,767,64,1,64,272,179,101,45,3219,0,0,0,13,1,0,0,434,422,152,113,804,804,801,--,2283,1844,1,0,10382,47,1224,892, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),7292,43086,26069,18054,7034,47161,28795,15318,8203,31789,18330,12335,5055,31072,14190,8016,4694,23573,14602,9249,4604,21501,15012,11506,4796,47964,32456,29739,24947,17370,14133,7822,4452,12775,7242,5807,1246,11020,10916,6837,3256,19151,5208,37296,38990, 
 投资所支付的现金(万元),--,--,--,--,--,10043,10043,10043,10043,2443,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,267,6148,--,--,267,--,--,--,1300,1300,1300,--,280,280,0,0,0,0,0,288, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,0,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,1209,1209,--,--,0,--,--,--,12558,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6148,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,3988,0,0,0, 
 支付的其他与投资活动有关的现金(万元),43600,34200,--,--,--,2874,13170,13170,3292,--,--,--,--,2584,--,--,--,--,--,--,--,514,--,--,--,--,3,--,--,--,--,--,--,0,--,0,--,--,--,0,0,0,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,0,0,0,0, 
 投资活动现金流出小计(万元),50892,78495,27278,18054,7034,60077,52008,38530,21537,46789,18330,12335,5055,33657,14190,8016,4694,23573,14602,9249,4604,22015,15012,11506,4796,54379,38608,29739,24947,17637,14133,7822,4452,14075,8542,7107,1246,11300,11196,6837,3256,23139,5208,37296,39278, 
 投资活动产生的现金流量净额(万元),-38310,-73070,-26537,-16799,-7034,-58233,-51987,-38509,-21537,-43324,-17819,-11824,-5055,-32889,-14127,-8016,-4630,-23301,-14424,-9148,-4559,-18796,-15012,-11506,-4796,-54366,-38607,-29739,-24947,-17203,-13710,-7671,-4339,-13270,-7738,-6306,-1246,-9017,-9352,-6836,-3256,-12757,-5162,-36072,-38386, 
 吸收投资收到的现金(万元),--,--,--,--,--,1050,11139,11139,1050,245,245,--,--,--,--,--,--,1133,1141,1141,--,894,894,894,--,2800,2800,800,800,--,--,--,--,400,400,0,--,45176,45176,45176,0,0,0,0,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,1050,--,--,1050,245,--,--,--,--,--,--,--,1133,1141,1141,--,894,894,894,--,2800,2800,800,--,--,--,--,--,400,400,0,--,--,--,0,0,0,0,0,0, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,200,200,200,--,14500,10000,--,--,--,--,--,--,0,--,0,--,--,--,0,0,10000,0,27000,25000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,0,0,0,0, 
 收到其他与筹资活动有关的现金(万元),--,165,--,--,--,880,43,--,--,1841,--,--,--,--,720,275,--,--,--,--,--,--,1811,1380,300,--,0,0,0,1200,232,232,--,2857,1632,1132,632,--,800,0,0,1403,0,0,0, 
 筹资活动现金流入小计(万元),0,165,0,0,0,1930,11182,11139,1050,2086,245,0,0,0,720,275,0,1133,1141,1141,0,1094,2905,2474,300,17300,12800,800,800,1200,232,232,--,3257,2032,1132,632,45176,45976,45176,0,11403,0,27000,25000, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14402,11471,10673,337,10798,5000,5000,--,5000,5400,400,--,10000,--,0,--,25000,25000,10000,0,5000,0,12000,0, 
 分配股利、利润或偿付利息所支付的现金(万元),--,18521,18521,14821,--,10289,10289,4345,--,7915,7915,7915,--,4188,4232,4232,--,3284,3284,1386,80,3644,3688,3640,200,3851,3219,2703,68,3128,3059,2947,137,3966,3696,3415,368,2345,1871,1422,707,14419,2106,3606,781, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,1028,--,--,--,--,--,--,80,--,--,--,--,404,404,--,--,--,--,--,--,0,--,0,--,--,--,0,0,0,0,0,0, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,860,106,--,--,2026,--,--,--,916,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17,3,3,--,0,--,0,--,496,217,217,0,0,0,0,0, 
 筹资活动现金流出小计(万元),0,18521,18521,14821,0,11149,10395,4345,0,9940,7915,7915,0,5104,4232,4232,0,3284,3284,1386,80,18046,15159,14313,536,14649,8219,7703,68,8145,8462,3350,137,13966,3696,3415,368,27842,27088,11639,707,19419,2106,15606,781, 
 筹资活动产生的现金流量净额(万元),0,-18355,-18521,-14821,0,-9220,787,6794,1050,-7855,-7670,-7915,0,-5104,-3512,-3957,0,-2151,-2143,-245,-80,-16951,-12254,-11838,-236,2651,4582,-6902,732,-6945,-8230,-3118,-137,-10709,-1664,-2283,264,17334,18888,33537,-707,-8016,-2106,11394,24219, 
 汇率变动对现金及现金等价物的影响(万元),-3,-4,-21,21,21,5,18,17,15,4,3,0,-0,0,-1,1,1,-2,-2,-1,-0,2,1,0,-0,-4,-3,-2,-1,-2,-2,-1,-0,-0,-0,-0,0,-50,-46,-46,-28,-48,-10,-27,-21, 
 现金及现金等价物净增加额(万元),-31443,-37077,-11720,-15198,-1487,-2395,-9230,-7045,-10492,20417,21319,12371,5321,29007,9872,3920,2756,9411,5192,3953,-1618,379,-1356,-5933,2105,-17197,-12864,-24554,-19522,8193,-820,1907,2895,7334,11534,5988,4779,36802,33807,41876,2750,6655,1774,-1066,8388, 
 加:期初现金及现金等价物余额(万元),120551,157629,157629,157629,157629,160023,160023,160023,160023,139607,121576,121576,124675,92569,66961,66961,66961,57550,57550,57550,57550,57171,57171,57171,57171,74368,74164,74164,74164,65954,65954,65954,65954,58620,58620,58620,58620,21819,21819,21819,21819,15164,15164,16230,7843, 
 期末现金及现金等价物余额(万元),89108,120551,145908,142431,156141,157629,150793,152979,149531,160023,142896,133947,129996,121576,76833,70881,69717,66961,62742,61504,55933,57550,55815,51238,59276,57171,61299,49610,54642,74147,65134,67861,68850,65954,70154,64608,63400,58620,55626,63695,24569,21819,16938,15164,16230, 
 净利润(万元),--,24907,--,13238,--,30479,--,15554,--,28073,--,13231,--,21798,--,7439,--,15163,--,7476,--,13410,--,6020,--,11950,--,5771,--,9002,--,3573,--,7962,--,3724,0,7540,0,3684,0,7043,0,6728,6611, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,0,0,0,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,0,0,0,0, 
 资产减值准备(万元),--,329,--,393,--,82,--,119,--,345,--,79,--,189,--,87,--,299,--,20,--,-24,--,27,--,217,--,33,--,29,--,-13,--,86,--,71,--,-19,--,-85,0,-260,0,-47,505, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,16944,--,8391,--,16682,--,8233,--,16165,--,7596,--,15050,--,6184,--,12637,--,6293,--,12101,--,6313,--,10568,--,4891,--,9714,--,4837,--,9858,--,5277,0,10565,0,5242,0,9655,0,8392,8075, 
 无形资产摊销(万元),--,1810,--,933,--,2919,--,2079,--,5651,--,2795,--,3623,--,1490,--,3735,--,1837,--,3142,--,1293,--,2178,--,903,--,855,--,202,--,180,--,92,--,173,--,88,0,154,0,162,95, 
 长期待摊费用摊销(万元),--,7418,--,3596,--,6345,--,2946,--,12615,--,8346,--,17617,--,2938,--,6196,--,2928,--,6122,--,3112,--,7104,--,3276,--,14033,--,7402,--,13886,--,6910,--,13895,--,7007,0,13094,0,11259,2431, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,0,0,0,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,0,0,0,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,31,--,--,--,8,--,4,--,14,--,0,--,24,--,8,--,9,--,--,--,--,--,--,--,10,--,--,--,-8,--,--,--,-2,--,0,--,13,--,-1,0,160,0,-52,-2158, 
 固定资产报废损失(万元),--,6,--,0,--,--,--,--,--,1387,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,0,0,-1,0, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,0,0,0,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,0,0,0,0, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,0,0,0,0, 
 财务费用(万元),--,4,--,-21,--,-5,--,-17,--,-4,--,0,--,-0,--,--,--,2,--,--,--,438,--,380,--,400,--,91,--,458,--,277,--,1296,--,743,--,2395,--,1422,0,2805,0,2069,256, 
 投资损失(万元),--,626,--,449,--,-1143,--,-576,--,--,--,--,--,--,--,--,--,15,--,7,--,6,--,5,--,9,--,6,--,-115,--,-36,--,-227,--,-166,--,67,--,12,0,39,0,34,112, 
 递延所得税资产减少(万元),--,33,--,-128,--,-125,--,22,--,-9,--,4,--,35,--,97,--,-67,--,-9,--,-47,--,-3,--,5,--,-107,--,34,--,3,--,-65,--,-44,--,-19,--,7,0,22,0,10,96, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0, 
 存货的减少(万元),--,-462,--,-215,--,746,--,917,--,23,--,290,--,-42,--,-64,--,212,--,58,--,258,--,127,--,290,--,92,--,452,--,402,--,437,--,-189,--,360,--,71,0,511,0,-1203,-681, 
 经营性应收项目的减少(万元),--,-983,--,-6051,--,-2524,--,-1582,--,-2571,--,-1316,--,1850,--,-1947,--,-1664,--,-312,--,117,--,393,--,2137,--,-2278,--,-3275,--,-3732,--,1568,--,-64,0,-1680,0,-551,0,3664,0,-2931,-2369, 
 经营性应付项目的增加(万元),--,4060,--,-4183,--,11830,--,-3046,--,10344,--,1085,--,7122,--,-340,--,-1149,--,-4950,--,1396,--,-256,--,189,--,-648,--,1575,--,-278,--,-2965,--,-1836,0,-4568,0,-1732,0,-9526,0,-912,9470, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,0,0,0,0, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,0,0,0,0, 
 其他(万元),--,-371,--,--,--,-240,--,--,--,-441,--,--,--,-382,--,--,--,-642,--,--,--,-795,--,--,--,-652,--,--,--,-529,--,--,--,-818,--,0,--,-187,--,0,0,0,0,0,0, 
 经营活动产生现金流量净额(万元),--,54352,--,16401,--,65053,--,24653,--,71592,--,32109,--,67000,--,15892,--,34864,--,13348,--,36125,--,17412,--,34521,--,12088,--,32343,--,12696,--,31314,--,14577,--,28534,--,15221,0,27475,0,23639,22575, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,0,0,0,0, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,0,0,0,0, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,0,0,0,0, 
 现金的期末余额(万元),89108,120551,145908,142431,156141,157629,150793,152979,149531,160023,142896,133947,129996,121576,76833,70881,69717,66961,62742,61504,55933,57550,55815,51238,59276,57171,61299,49610,54642,74147,65134,67861,68850,65954,70154,64608,63400,58620,55626,63695,24569,21819,16938,15164,16230, 
 现金的期初余额(万元),120551,157629,157629,157629,157629,160023,160023,160023,160023,139607,121576,121576,124675,92569,66961,66961,66961,57550,57550,57550,57550,57171,57171,57171,57171,74368,74164,74164,74164,65954,65954,65954,65954,58620,58620,58620,58620,21819,21819,21819,21819,15164,15164,16230,7843, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,0,0,0,0, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,0,0,0,0,0, 
 现金及现金等价物的净增加额(万元),-31443,-37077,-11720,-15198,-1487,-2395,-9230,-7045,-10492,20417,21319,12371,5321,29007,9872,3920,2756,9411,5192,3953,-1618,379,-1356,-5933,2105,-17197,-12864,-24554,-19522,8193,-820,1907,2895,7334,11534,5988,4779,36802,33807,41876,2750,6655,1774,-1066,8388, 

