 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),10747,7734,4490,12072,9370,6684,3879,11748,8538,5902,3239,8157,5937,3988,2013,7290,5345,3604,1807,6568,4676,6704,6247, 
 支付的各项税费(万元),3348,2139,1303,4045,2921,1535,566,5501,5550,3567,1634,2320,2154,1389,1156,3011,2397,1364,1019,2691,2451,5114,3385, 
 支付的其他与经营活动有关的现金(万元),6141,4414,3660,7654,8615,5185,2734,4736,5744,3459,1986,4201,2472,2220,1374,3624,2620,2605,1273,4113,2407,4055,4531, 
 经营活动现金流出小计(万元),67032,46504,25252,81159,60583,36976,20765,70786,55028,34099,17149,57608,44587,33728,21154,52151,41187,29143,17152,49608,36252,49049,55618, 
 经营活动产生的现金流量净额(万元),-8125,-8691,-6109,-3568,-5363,-1507,-5736,8018,2984,2365,-591,-2385,-2721,-7525,-7928,4533,2217,-129,-5098,-4192,-7432,-1124,2356, 
 收回投资所收到的现金(万元),42271,28409,16599,81300,42150,26850,23234,28800,8000,6000,4000,13000,5000,2000,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),462,359,131,1134,550,238,140,192,79,64,32,332,105,105,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),71,71,--,47,1,1,--,0,2,--,--,19,1,1,1,88,0,0,0,--,--,19,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),29,17,8,67,27,18,10,88,700,678,15,105,79,57,25,127,96,84,24,141,105,245,121, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),42833,28857,16738,82548,42728,27107,23384,29079,8781,6742,4047,13456,5185,2163,26,215,97,84,24,141,105,264,121, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2495,1723,391,3080,1840,1391,828,9499,8223,3488,2251,2067,421,144,41,737,777,582,195,2513,1358,1558,4032, 
 投资所支付的现金(万元),37888,25960,12050,81800,44350,28050,19130,47900,11835,9835,2000,11000,5000,--,--,8000,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,3791,--,--,--,22451,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),40383,27683,12441,88671,46190,29441,19958,79850,20057,13323,4251,13067,5421,144,41,8737,777,582,195,2513,1358,1558,4032, 
 投资活动产生的现金流量净额(万元),2450,1173,4297,-6123,-3462,-2334,3426,-50771,-11276,-6581,-204,389,-236,2019,-15,-8522,-681,-498,-171,-2372,-1253,-1294,-3912, 
 吸收投资收到的现金(万元),3393,2993,--,--,--,--,--,63800,63800,--,--,--,--,--,--,17140,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),21528,19378,7778,12100,10650,4000,2000,39690,33690,25190,15490,60484,47184,32784,17284,37999,29399,18599,12499,25918,20100,31550,17000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),4651,4651,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,280, 
 筹资活动现金流入小计(万元),29572,27022,7778,12100,10650,4000,2000,103490,97490,25190,15490,60484,47184,32784,17284,55139,29399,18599,12499,25918,20100,31550,17280, 
 偿还债务支付的现金(万元),17384,9650,5650,4000,2500,1500,--,56690,29990,14990,12290,54884,42384,23984,10100,48018,31718,19718,10718,24200,17500,24450,9400, 
 分配股利、利润或偿付利息所支付的现金(万元),2710,2527,125,2480,2402,2307,24,4298,4279,3923,1480,2789,2563,449,173,1456,1173,800,372,1344,1005,1334,634, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),2227,1737,--,113,113,113,113,143,91,91,91,104,--,--,--,894,75,75,--,75,75,--,52, 
 筹资活动现金流出小计(万元),22322,13913,5775,6593,5015,3920,137,61131,34361,19004,13862,57777,44947,24433,10273,50368,32966,20593,11090,25619,18580,25784,10086, 
 筹资活动产生的现金流量净额(万元),7250,13109,2003,5506,5635,80,1863,42359,63129,6186,1628,2707,2237,8351,7011,4772,-3567,-1993,1409,299,1520,5766,7194, 
 汇率变动对现金及现金等价物的影响(万元),78,2,-14,-13,-8,-2,-2,4,-1,-1,-2,0,0,0,0,-6,-6,-6,-0,-0,-0,4,-0, 
 现金及现金等价物净增加额(万元),1653,5593,176,-4197,-3198,-3764,-448,-390,54836,1969,831,711,-719,2844,-931,777,-2036,-2626,-3860,-6266,-7166,3353,5638, 
 加:期初现金及现金等价物余额(万元),1847,1847,1847,5827,5827,5827,5827,6217,6217,6217,6909,5507,5507,5507,5507,4729,3830,4729,4729,10995,10995,7643,2005, 
 期末现金及现金等价物余额(万元),3501,7441,2024,1630,2629,2063,5379,5827,61054,8187,7740,6217,4787,8351,4575,5507,1794,2103,870,4729,3830,10995,7643, 
 净利润(万元),--,2880,--,4215,--,2768,--,5129,--,2298,--,2707,--,1254,--,2862,--,1168,--,3814,--,4754,5720, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,670,--,1556,--,473,--,1252,--,635,--,634,--,292,--,129,--,21,--,501,--,330,98, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1177,--,1760,--,865,--,1692,--,814,--,1220,--,611,--,1183,--,580,--,1151,--,1047,857, 
 无形资产摊销(万元),--,136,--,270,--,133,--,274,--,133,--,171,--,85,--,167,--,82,--,163,--,158,158, 
 长期待摊费用摊销(万元),--,1,--,1,--,1,--,1,--,1,--,1,--,1,--,1,--,1,--,1,--,1,1, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-40,--,40,--,-0,--,14,--,15,--,46,--,4,--,3,--,2,--,--,--,-1,7, 
 固定资产报废损失(万元),--,--,--,31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,210,--,298,--,97,--,802,--,505,--,810,--,398,--,1317,--,719,--,1189,--,1088,452, 
 投资损失(万元),--,-359,--,-1117,--,-238,--,-192,--,-64,--,-332,--,-105,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,16,--,-468,--,34,--,-271,--,-36,--,-331,--,-279,--,-19,--,-3,--,-75,--,-50,-15, 
 递延所得税负债增加(万元),--,-7,--,-15,--,-7,--,-16,--,-7,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-5038,--,-5793,--,-1661,--,1853,--,2269,--,-1263,--,-5140,--,-311,--,-2069,--,-1991,--,2114,-1880, 
 经营性应收项目的减少(万元),--,-3428,--,-10686,--,-3300,--,-3698,--,-4784,--,2161,--,132,--,2462,--,3137,--,-10337,--,-3650,358, 
 经营性应付项目的增加(万元),--,-4907,--,8528,--,-670,--,1518,--,587,--,-8209,--,-4777,--,-3261,--,-3768,--,1391,--,-6915,-3401, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,-2187,--,--,--,-341,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,-8691,--,-3568,--,-1507,--,8018,--,2365,--,-2385,--,-7525,--,4533,--,-129,--,-4192,--,-1124,2356, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,4083,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),3501,7441,2024,1630,2629,2063,5379,5827,61054,8187,7740,6217,4787,8351,4575,5507,1794,2103,870,4729,3830,10995,7643, 
 现金的期初余额(万元),1847,1847,1847,5827,5827,5827,5827,6217,6217,6217,6909,5507,5507,5507,5507,4729,3830,4729,4729,10995,10995,7643,2005, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),1653,5593,176,-4197,-3198,-3764,-448,-390,54836,1969,831,711,-719,2844,-931,777,-2036,-2626,-3860,-6266,-7166,3353,5638, 

