 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 收回投资所收到的现金(万元),7084,7000,6000,3000,17001,12007,6000,3000,14000,7000,6000,6000,--,--,--,--,20000,20000,15000,--,2000,--,2000,2000,--,--,914,--, 
 取得投资收益所收到的现金(万元),23,25,18,9,123,94,43,22,103,61,40,30,0,0,0,0,265,265,140,--,1,--,1,1,--,--,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),75,52,--,16,104,122,77,--,33,33,33,33,10,4,3,2,49,--,11,11,7,--,--,--,3,--,1375,3, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,47,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,0,0,--,317,--,--,--,500,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),7182,7077,6065,3025,17544,12223,6121,3022,14636,7093,6072,6062,11,4,3,2,20314,20265,15151,11,2007,--,2001,2001,3,0,2289,3, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5876,4146,3063,1880,8548,6170,4120,2653,9011,4512,3166,1642,7989,6193,4618,2860,14692,11637,7715,3269,7187,--,3066,826,4680,14313,3513,1537, 
 投资所支付的现金(万元),12473,13295,10347,5100,19900,11500,8000,2000,14000,9000,4000,4000,3000,--,--,--,20000,20000,20000,20000,--,--,--,--,2000,--,--,654, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,102,--, 
 支付的其他与投资活动有关的现金(万元),1838,2,1,1,7,5,3,--,3,--,--,--,--,--,--,--,0,34,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),20187,17443,13410,6981,28455,17675,12123,4653,23014,13512,7166,5642,10989,6193,4618,2860,34692,31672,27715,23269,7187,--,3066,826,6680,14313,3615,2191, 
 投资活动产生的现金流量净额(万元),-13005,-10366,-7345,-3955,-10911,-5453,-6002,-1631,-8378,-6419,-1094,421,-10978,-6189,-4615,-2858,-14378,-11407,-12564,-23258,-5179,--,-1065,1175,-6677,-14313,-1326,-2188, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,35600,35600,35600,35600,--,--,--,--,--,6480,1380,100, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100, 
 取得借款收到的现金(万元),12000,9000,6000,4000,17200,10200,2800,2800,--,--,--,--,--,--,--,--,--,0,--,--,4977,--,2493,--,7533,20492,21300,21161, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,178,335,335,--,--,--,--,--,--,--,--,--,1375,1375,1375,1375,1249,--,1249,1249,1449,231,343,367, 
 筹资活动现金流入小计(万元),12000,9000,6000,4000,17378,10535,3135,2800,0,0,0,0,0,0,0,0,36975,36975,36975,36975,6225,--,3742,1249,8981,27203,23023,21627, 
 偿还债务支付的现金(万元),9000,6000,4000,2000,11200,1800,1800,--,--,--,--,--,--,--,--,--,3976,2476,2476,--,7023,--,3027,871,13194,21100,20000,20725, 
 分配股利、利润或偿付利息所支付的现金(万元),425,325,185,82,1775,1687,1637,19,2400,2400,2371,--,4000,3999,3911,--,4128,4110,3699,50,3258,--,3142,3070,2121,745,5357,1728, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),194,--,--,--,--,97,287,--,--,--,--,122,--,--,--,--,758,980,1723,1554,1375,--,1433,1152,1249,1458,231,343, 
 筹资活动现金流出小计(万元),9619,6325,4185,2082,12975,3584,3724,19,2400,2400,2371,122,4000,3999,3911,0,8862,7566,7897,1604,11656,--,7601,5092,16563,23302,25588,22796, 
 筹资活动产生的现金流量净额(万元),2381,2675,1815,1918,4402,6951,-589,2781,-2400,-2400,-2371,-122,-4000,-3999,-3911,0,28113,29409,29078,35371,-5431,--,-3859,-3844,-7582,3901,-2565,-1169, 
 汇率变动对现金及现金等价物的影响(万元),28,232,-447,-370,-620,-468,-202,-108,925,360,297,-107,991,912,556,347,63,245,235,93,247,--,-191,-103,262,854,-125,-13, 
 现金及现金等价物净增加额(万元),-3701,-6674,-6555,-7316,-2185,4832,-7090,1232,-6021,-6417,-2152,-753,-791,-1434,-2353,1050,13551,15748,20007,13749,1694,--,2530,84,-1290,4257,454,-115, 
 加:期初现金及现金等价物余额(万元),15805,15805,15805,15805,17990,17990,17990,17990,24011,23023,24011,24011,24802,24802,24802,24802,11251,11251,11251,11251,9557,--,9557,9557,10848,6591,6137,6252, 
 期末现金及现金等价物余额(万元),12104,9131,9250,8490,15805,22821,10900,19222,17990,16606,21860,23259,24011,23368,22450,25853,24802,27000,31258,25000,11251,--,12088,9641,9557,10848,6591,6137, 
 净利润(万元),4669,--,1306,--,1593,--,1822,--,4531,--,2852,--,5562,--,3296,--,9393,--,5453,--,10283,--,5343,--,9473,8873,5110,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),585,--,245,--,308,--,446,--,1342,--,260,--,210,--,-68,--,236,--,-43,--,350,--,106,--,201,224,-26,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),5342,--,2843,--,5359,--,1943,--,3577,--,1811,--,3544,--,1774,--,2052,--,1020,--,2034,--,1000,--,2025,1794,1702,--, 
 无形资产摊销(万元),263,--,130,--,270,--,134,--,280,--,141,--,271,--,133,--,265,--,131,--,255,--,127,--,252,172,23,--, 
 长期待摊费用摊销(万元),52,--,25,--,18,--,578,--,322,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),3,--,16,--,13,--,95,--,-24,--,-24,--,32,--,22,--,111,--,0,--,39,--,0,--,1,11,225,--, 
 固定资产报废损失(万元),155,--,--,--,91,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),53,--,729,--,-2,--,1,--,22,--,20,--,-11,--,-15,--,-5,--,-19,--,-4,--,-2,--,-3,8,-0,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),378,--,643,--,800,--,229,--,-925,--,-297,--,-991,--,-556,--,60,--,-151,--,8,--,334,--,346,-104,825,--, 
 投资损失(万元),1803,--,-1,--,-116,--,-43,--,-103,--,-40,--,-0,--,-0,--,-265,--,-140,--,-1,--,-1,--,--,--,-245,--, 
 递延所得税资产减少(万元),-49,--,-131,--,31,--,49,--,-248,--,-107,--,-28,--,16,--,-94,--,-9,--,-25,--,-13,--,21,-27,211,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-1,--,2,-2,108,--, 
 存货的减少(万元),-1835,--,-1485,--,-4539,--,-2717,--,-1353,--,-1415,--,837,--,-987,--,-3735,--,-780,--,-1105,--,-1054,--,1261,-58,-2803,--, 
 经营性应收项目的减少(万元),-5814,--,-5124,--,-1803,--,-2636,--,-3938,--,1306,--,6338,--,5154,--,-6459,--,-2482,--,-1287,--,503,--,-244,546,-413,--, 
 经营性应付项目的增加(万元),1422,--,292,--,3017,--,-152,--,429,--,-3490,--,-2566,--,-3152,--,-1807,--,279,--,1511,--,1304,--,-627,2377,-247,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),-132,--,-64,--,-97,--,-46,--,-79,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),6895,--,-577,--,4944,--,-297,--,3831,--,1016,--,13197,--,5617,--,-247,--,3258,--,12058,--,7646,--,12707,13815,4470,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),12104,9131,9250,8490,15805,22821,10900,19222,17990,16606,21860,23259,24011,23368,22450,25853,24802,27000,31258,25000,11251,--,12088,9641,9557,10848,6591,6137, 
 现金的期初余额(万元),15805,15805,15805,15805,17990,17990,17990,17990,24011,23023,24011,24011,24802,24802,24802,24802,11251,11251,11251,11251,9557,--,9557,9557,10848,6591,6137,6252, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-3701,-6674,-6555,-7316,-2185,4832,-7090,1232,-6021,-6417,-2152,-753,-791,-1434,-2353,1050,13551,15748,20007,13749,1694,--,2530,84,-1290,4257,454,-115, 

