 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6747,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,4,3,--,--,43,5221,3300,1800, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),30901,99819,68613,58458,7228,76729,35662,35567,463,6545,5982,3980,3778,9013,33503,17443,12083, 
 投资活动产生的现金流量净额(万元),-10636,-26428,-25590,-25542,2894,-44028,-34635,-34540,558,-6359,-5926,-3924,-3778,3334,-5434,-17405,-5579, 
 吸收投资收到的现金(万元),--,141,--,--,--,--,--,--,--,55920,4200,4200,1800,--,--,2740,21300, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,141,--,--,--,--,--,--,--,3600,3600,4200,1800,--,--,2740,--, 
 取得借款收到的现金(万元),--,1000,--,--,--,1000,1000,--,--,1000,1000,--,--,--,7000,1000,800, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,2000,--,--,--,--,--,--,--,--,--,--,--,--,--,336,5000, 
 筹资活动现金流入小计(万元),0,3141,0,0,0,1000,1000,0,0,56920,5200,4200,1800,0,7000,4076,27100, 
 偿还债务支付的现金(万元),--,1000,--,--,--,7800,7800,300,--,600,300,300,--,300,300,--,1600, 
 分配股利、利润或偿付利息所支付的现金(万元),14,2941,2915,1236,11,3354,3323,3284,76,387,286,199,101,4057,2933,3000,2067, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,2000,--,--,--,220,175,175,175,599,30,30,--,30,412,5010,--, 
 筹资活动现金流出小计(万元),14,5941,2915,1236,11,11374,11298,3759,251,1586,616,529,101,4387,3645,8010,3667, 
 筹资活动产生的现金流量净额(万元),-14,-2800,-2915,-1236,-11,-10374,-10298,-3759,-251,55334,4584,3671,1699,-4387,3355,-3934,23433, 
 汇率变动对现金及现金等价物的影响(万元),--,-8,-3,-3,--,8,2,2,-1,6,4,-0,0,-0,-2,0,--, 
 现金及现金等价物净增加额(万元),-14845,-24248,-39211,-27033,2314,-39350,-47552,-36508,-2426,61714,-4032,-5138,-6375,10825,15020,-6459,35093, 
 加:期初现金及现金等价物余额(万元),63271,87537,87548,87548,87548,126887,126887,126887,126898,65172,65172,65172,65172,54348,39328,45787,10694, 
 期末现金及现金等价物余额(万元),48426,63289,48337,60515,89862,87537,79335,90379,124472,126887,61141,60034,58797,65172,54348,39328,45787, 
 净利润(万元),--,7141,--,3420,--,8025,--,3118,--,9753,--,3833,--,13784,16165,14466,13919, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,910,--,508,--,839,--,656,--,743,--,800,--,676,750,1083,574, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1534,--,726,--,1586,--,797,--,1569,--,787,--,1022,602,516,417, 
 无形资产摊销(万元),--,155,--,49,--,116,--,69,--,142,--,75,--,156,143,131,108, 
 长期待摊费用摊销(万元),--,10,--,--,--,60,--,26,--,27,--,--,--,14,348,63,3, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,1,0,--,-1, 
 固定资产报废损失(万元),--,4,--,--,--,2,--,--,--,-9,--,--,--,--,0,0,0, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,-42,--,24,--,208,--,171,--,379,--,196,--,227,2,-0,33, 
 投资损失(万元),--,-584,--,-7,--,-543,--,-58,--,-278,--,-102,--,-1384,-435,-169,-489, 
 递延所得税资产减少(万元),--,-3,--,--,--,182,--,-21,--,-97,--,-175,--,-27,-59,-0,-0, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,-8,--,--,--, 
 存货的减少(万元),--,-4026,--,-1236,--,259,--,-1047,--,-344,--,-828,--,-1255,75,-1310,-3391, 
 经营性应收项目的减少(万元),--,259,--,-3270,--,137,--,-2792,--,2414,--,-7901,--,-3080,-3737,-1632,2874, 
 经营性应付项目的增加(万元),--,-370,--,-464,--,4174,--,869,--,-1566,--,-1572,--,1752,3246,1733,3193, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,4988,--,-251,--,15044,--,1788,--,12733,--,-4885,--,11878,17100,14881,17239, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),48426,63289,48337,60515,89862,87537,79335,90379,124472,126887,61141,60034,58797,65172,54348,39328,45787, 
 现金的期初余额(万元),63271,87537,87548,87548,87548,126887,126887,126887,126898,65172,65172,65172,65172,54348,39328,45787,10694, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-14845,-24248,-39211,-27033,2314,-39350,-47552,-36508,-2426,61714,-4032,-5138,-6375,10825,15020,-6459,35093, 

