 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),82,31,0,77,31,15,--,2,6,7,6,15,115,14,9,8,7,7,2,14,12,21,34, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),148,--,--,793,--,--,--,648,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),230,31,0,870,31,15,0,671,6,7,6,15,115,14,9,8,7,7,2,14,12,21,39, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),16729,10867,3534,11134,7032,2068,409,1896,1259,995,542,7562,2365,813,292,835,662,386,214,423,264,983,1619, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,5762,5762,5762,5762,5998,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),3486,3271,3300,17388,13076,13076,13076,26227,27027,27027,1127,1143,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),20215,14138,6834,28522,20107,15144,13484,33885,34048,33785,7431,14702,2365,813,292,835,662,386,214,423,264,983,1619, 
 投资活动产生的现金流量净额(万元),-19984,-14107,-6834,-27652,-20076,-15129,-13484,-33215,-34043,-33778,-7425,-14687,-2250,-799,-283,-827,-655,-379,-213,-409,-252,-962,-1580, 
 吸收投资收到的现金(万元),--,--,--,24042,24042,24042,24300,30669,30669,30669,--,11687,--,--,--,13935,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),37751,23924,11669,25273,14434,7123,1800,6444,6198,4698,2603,7202,4098,1610,321,3577,2671,1816,495,1833,1370,1736,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),5189,5546,3272,3510,2110,1510,1005,858,348,1148,348,452,452,452,452,459,459,459,459,294,294,135,112, 
 筹资活动现金流入小计(万元),42940,29470,14941,52825,40586,32675,27105,37971,37215,36515,2951,19341,4551,2062,773,17971,3130,2275,954,2127,1663,1871,112, 
 偿还债务支付的现金(万元),25346,14309,6046,10932,7258,4521,1228,8353,6394,3894,1839,3487,2962,2522,984,3429,2344,1645,951,2954,2336,1274,1116, 
 分配股利、利润或偿付利息所支付的现金(万元),3358,3092,322,2174,1604,1517,56,938,861,805,97,551,472,433,40,605,552,514,32,195,165,230,269, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),4610,3407,1684,4833,4262,6264,938,2020,1500,2313,446,702,571,662,660,530,625,292,299,542,1722,374,236, 
 筹资活动现金流出小计(万元),33315,20808,8051,17939,13123,12302,2222,11311,8754,7013,2382,4740,4005,3617,1684,4565,3521,2451,1282,3692,4223,1877,1621, 
 筹资活动产生的现金流量净额(万元),9625,8661,6890,34886,27462,20373,24883,26660,28461,29502,568,14601,545,-1554,-910,13406,-392,-176,-328,-1565,-2559,-6,-1509, 
 汇率变动对现金及现金等价物的影响(万元),14,115,11,-30,-33,-19,-4,29,0,7,--,0,--,-0,0,-0,-0,-0,-0,-1,-1,-0,-15, 
 现金及现金等价物净增加额(万元),-2222,-4248,-3555,6948,4756,6023,11862,-1381,359,-2533,-7548,-3539,-5422,-4370,-2299,12425,-2187,-554,-1518,-1006,-2246,1206,-1302, 
 加:期初现金及现金等价物余额(万元),18736,18736,18736,11788,11788,11788,11788,13169,13169,13169,13169,16708,16708,16708,16708,4283,4283,4283,4283,5289,5289,4083,5385, 
 期末现金及现金等价物余额(万元),16514,14488,15182,18736,16545,17811,23650,11788,13528,10637,5621,13169,11287,12339,14409,16708,2096,3729,2765,4283,3043,5289,4083, 
 净利润(万元),--,11478,--,20002,--,8171,--,7284,--,1995,--,3934,--,1653,--,3331,2572,1779,--,3277,2365,4171,3809, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,425,--,4389,--,647,--,638,--,371,--,591,--,233,--,195,168,183,--,128,110,127,150, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,855,--,1617,--,738,--,1107,--,460,--,708,--,343,--,639,470,309,--,586,437,549,511, 
 无形资产摊销(万元),--,393,--,656,--,300,--,310,--,75,--,40,--,20,--,39,29,19,--,37,27,35,37, 
 长期待摊费用摊销(万元),--,160,--,262,--,115,--,127,--,54,--,99,--,43,--,73,56,37,--,75,57,199,185, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-7,--,-1,--,-1,--,-9,--,-4,--,10,--,-2,--,-2,-2,-4,--,-5,-4,-14,-2, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,-4411,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,967,--,878,--,279,--,332,--,183,--,320,--,62,--,212,132,108,--,169,166,217,284, 
 投资损失(万元),--,--,--,-510,--,-153,--,-1687,--,-372,--,-793,--,--,--,--,--,--,--,--,--,--,-5, 
 递延所得税资产减少(万元),--,30,--,-543,--,-338,--,-1541,--,-276,--,-100,--,4,--,107,-145,-14,--,8,7,7,-26, 
 递延所得税负债增加(万元),--,-43,--,693,--,171,--,241,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-8657,--,-5321,--,-11781,--,-13377,--,-2415,--,-1304,--,-409,--,-637,-205,994,--,-2478,-2439,-1384,248, 
 经营性应收项目的减少(万元),--,-19227,--,-25582,--,-13640,--,-12268,--,-3720,--,-9694,--,-3793,--,-3838,-4993,-3758,--,-3337,-1667,-1395,-3934, 
 经营性应付项目的增加(万元),--,14516,--,6747,--,16291,--,23987,--,5385,--,2735,--,-169,--,-271,778,349,--,2508,1508,-338,544, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,192,--,868,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,1082,--,-257,--,798,--,5144,--,1736,--,-3453,--,-2016,--,-153,-1140,1,--,969,566,2174,1801, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),16514,14488,15182,18736,16545,17811,23650,11788,13528,10637,5621,13169,11287,12339,14409,16708,2096,3729,2765,4283,3043,5289,4083, 
 现金的期初余额(万元),18736,18736,18736,11788,11788,11788,11788,13169,13169,13169,13169,16708,16708,16708,16708,4283,4283,4283,4283,5289,5289,4083,5385, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-2222,-4248,-3555,6948,4756,6023,11862,-1381,359,-2533,-7548,-3539,-5422,-4370,-2299,12425,-2187,-554,-1518,-1006,-2246,1206,-1302, 

