 报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3259,1822,4467,3139,2464,1435,3968,2884,2223,2193,4541,3019,2358,1513,4919,3524,2872,1530,4209,3162,3947,4191, 
 支付的各项税费(万元),909,476,952,630,567,81,2071,973,685,303,2087,1471,485,264,4398,3240,1567,876,3742,2228,3431,2000, 
 支付的其他与经营活动有关的现金(万元),4627,694,3026,1924,1171,710,2368,1345,1270,222,2338,3140,858,907,4230,3029,1819,1067,4052,2614,3198,4151, 
 经营活动现金流出小计(万元),17569,4521,18224,20023,8244,5111,15112,10821,7356,3685,17989,14150,8123,4554,27479,19793,12676,4681,27399,16426,21346,24908, 
 经营活动产生的现金流量净额(万元),922,219,5092,2649,2790,903,3089,2498,3014,1006,1822,-4907,495,-863,-548,-1152,367,-1067,3619,2768,11350,1439, 
 收回投资所收到的现金(万元),52200,27500,81400,60900,60400,24700,116642,40389,6140,--,93780,--,--,--,--,--,--,--,--,--,--,320, 
 取得投资收益所收到的现金(万元),420,211,724,351,345,103,619,407,407,292,808,598,159,--,--,--,--,--,--,--,--,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,3,3,3,--,16,16,16,16,7,7,7,7,--,--,--,--,6,6,--,2, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,185,--,--,4300,10068,5000,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),52620,27711,82128,61253,60748,24803,117277,40998,6563,308,98894,10673,5165,7,0,0,0,0,6,6,0,323, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1306,83,1652,1974,1064,17,826,532,699,--,1095,116,--,--,137,69,65,27,12,362,58,615, 
 投资所支付的现金(万元),56900,32200,76900,59131,58200,21800,116276,39134,4924,4924,117546,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,0,--,--,--,28400,27700,700,4300,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),58206,32283,78552,61105,59264,21817,117102,39666,5623,4924,118640,28516,27700,700,4437,69,65,27,12,362,58,615, 
 投资活动产生的现金流量净额(万元),-5586,-4572,3576,148,1484,2986,175,1331,941,-4616,-19746,-17843,-22535,-693,-4437,-69,-65,-27,-6,-356,-58,-292, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,27661,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,2300,2300,2300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5250,11050, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),0,0,2300,2300,2300,0,0,0,0,0,0,0,0,0,27661,0,0,0,0,0,5250,11050, 
 偿还债务支付的现金(万元),--,--,2300,2300,2300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13700,13450, 
 分配股利、利润或偿付利息所支付的现金(万元),3000,--,1202,1202,1202,--,1360,1360,1360,--,1600,1600,1600,--,--,--,--,--,--,--,223,643, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,121,--,--,--,753,--,--,--,--,--,--,8, 
 筹资活动现金流出小计(万元),3000,0,3502,3502,3502,0,1360,1360,1360,0,1721,1600,1600,0,753,0,0,0,0,0,13923,14101, 
 筹资活动产生的现金流量净额(万元),-3000,0,-1202,-1202,-1202,0,-1360,-1360,-1360,0,-1721,-1600,-1600,0,26908,0,0,0,0,0,-8673,-3051, 
 汇率变动对现金及现金等价物的影响(万元),-235,-407,-460,-237,204,-9,368,-263,-185,8,137,53,22,-50,-20,-28,-1,-9,-25,-46,28,-16, 
 现金及现金等价物净增加额(万元),-7898,-4760,7007,1358,3277,3880,2272,2207,2409,-3603,-19507,-24298,-23617,-1606,21903,-1249,301,-1103,3588,2366,2647,-1921, 
 加:期初现金及现金等价物余额(万元),19526,19526,12519,14200,12519,12514,10247,10247,10247,8339,29754,29754,29754,29754,7851,7851,7851,7851,4263,4263,1616,3536, 
 期末现金及现金等价物余额(万元),11628,14766,19526,15558,15796,16394,12519,12454,12656,4737,10247,5456,6137,28148,29754,6602,8152,6748,7851,6629,4263,1616, 
 净利润(万元),2648,--,3308,--,1777,--,2389,--,1844,--,4277,--,2360,--,5434,--,3064,--,5984,--,5279,5168, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),678,--,1148,--,172,--,1068,--,208,--,967,--,-17,--,1014,--,217,--,144,--,409,103, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),549,--,1164,--,587,--,1270,--,646,--,1335,--,607,--,1400,--,704,--,1332,--,1327,1354, 
 无形资产摊销(万元),41,--,82,--,41,--,88,--,44,--,91,--,47,--,95,--,48,--,95,--,95,90, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,-1,--,-1,--,-11,--,-12,--,-3,--,-3,--,--,--,--,--,-2,--,14,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),243,--,2,--,-202,--,-368,--,185,--,-137,--,-22,--,20,--,1,--,25,--,195,659, 
 投资损失(万元),-420,--,-724,--,-345,--,-619,--,-407,--,-808,--,-159,--,--,--,--,--,--,--,--,-0, 
 递延所得税资产减少(万元),-102,--,-172,--,-26,--,-160,--,-31,--,-145,--,3,--,-152,--,-33,--,-22,--,-61,-15, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),-2698,--,-1808,--,135,--,-1378,--,454,--,493,--,-1076,--,193,--,1175,--,862,--,90,-1888, 
 经营性应收项目的减少(万元),2244,--,-3192,--,3172,--,-1303,--,1168,--,-3387,--,-685,--,-2822,--,-1393,--,-5331,--,2916,-4257, 
 经营性应付项目的增加(万元),-2260,--,5286,--,-2520,--,2114,--,-1085,--,-861,--,-559,--,-5729,--,-3417,--,531,--,1086,226, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),922,--,5092,--,2790,--,3089,--,3014,--,1822,--,495,--,-548,--,367,--,3619,--,11350,1439, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),11628,14766,19526,15558,15796,16394,12519,12454,12656,4737,10247,5456,6137,28148,29754,6602,8152,6748,7851,6629,4263,1616, 
 现金的期初余额(万元),19526,19526,12519,14200,12519,12514,10247,10247,10247,8339,29754,29754,29754,29754,7851,7851,7851,7851,4263,4263,1616,3536, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-7898,-4760,7007,1358,3277,3880,2272,2207,2409,-3603,-19507,-24298,-23617,-1606,21903,-1249,301,-1103,3588,2366,2647,-1921, 

