 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31, 
 吸收投资收到的现金(万元),7278,7288,7278,7381,138675,1000,1000,--,7231,250,--,--,49,20049,49,49,36042,36042,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,49,20049,49,49,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),84543,63384,44536,23500,99309,88170,65925,14690,103048,94862,17311,13311,20463,20337,17303,1673,7720,1500,1500,--,3900,2400,1500,5000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),21852,--,--,--,5170,1300,--,--,46695,--,--,--,20002,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),113673,70672,51814,30881,243153,90470,66925,14690,156974,95112,17311,13311,40514,40386,17352,1722,43762,37542,1500,0,3900,2400,1500,5000, 
 偿还债务支付的现金(万元),113445,80894,65494,58314,39958,6400,4400,1000,37583,10452,6711,2811,17100,5220,5020,520,6100,3400,1500,--,4300,1500,--,1000, 
 分配股利、利润或偿付利息所支付的现金(万元),20328,18290,15807,2417,11507,3892,2817,783,6190,4248,3451,544,3006,2846,2579,78,1171,1085,976,860,657,373,441,275, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),27765,20317,6452,1476,8162,1542,758,375,2265,3346,2963,2200,1148,--,--,--,1042,42,--,--,--,--,--,1800, 
 筹资活动现金流出小计(万元),161538,119501,87753,62207,59627,11834,7975,2158,46039,18046,13124,5554,21254,8066,7599,598,8313,4528,2476,860,4957,1873,441,3075, 
 筹资活动产生的现金流量净额(万元),-47865,-48829,-35940,-31326,183526,78636,58949,12532,110936,77067,4187,7756,19260,32320,9753,1124,35449,33014,-976,-860,-1057,527,1059,1925, 
 汇率变动对现金及现金等价物的影响(万元),26,177,76,-70,-9,-61,-35,-4,67,31,31,27,6,-86,-87,-75,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-68697,-91601,-61902,-65767,99973,-19122,-12419,-22283,16026,25006,-15163,299,7311,1622,-6303,-1624,13496,30071,-1671,-2304,2416,1904,-102,-12, 
 加:期初现金及现金等价物余额(万元),141577,141577,141577,141577,41603,41603,41603,41603,25577,25577,25577,25577,18266,18266,18266,18266,4770,4770,4770,4770,2355,2355,2457,2469, 
 期末现金及现金等价物余额(万元),72879,49976,79675,75809,141577,22482,29184,19320,41603,50582,10414,25876,25577,19888,11963,16642,18266,34842,3099,2467,4770,4258,2355,2457, 
 净利润(万元),13057,--,6844,--,26171,--,15735,--,16510,--,8061,--,10770,--,4437,--,11747,--,6535,--,9770,--,7662,4469, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),6027,--,1501,--,2601,--,2060,--,1394,--,690,--,881,--,-396,--,537,--,368,--,516,--,462,113, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),12737,--,5877,--,7995,--,3165,--,3181,--,1226,--,1977,--,898,--,1530,--,688,--,1228,--,687,371, 
 无形资产摊销(万元),888,--,210,--,718,--,210,--,522,--,180,--,458,--,153,--,51,--,25,--,42,--,39,39, 
 长期待摊费用摊销(万元),151,--,315,--,151,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),34,--,--,--,4,--,--,--,24,--,--,--,12,--,-3,--,--,--,--,--,--,--,--,38, 
 固定资产报废损失(万元),81,--,--,--,25,--,--,--,1486,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,-3,--,--,--,3,--,--,--,19,--,--,--,-19,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),9093,--,4512,--,9543,--,3104,--,3699,--,1464,--,378,--,197,--,426,--,233,--,498,--,443,285, 
 投资损失(万元),-1167,--,102,--,-2357,--,-2841,--,483,--,295,--,1204,--,--,--,89,--,17,--,--,--,--,--, 
 递延所得税资产减少(万元),-145,--,-152,--,-550,--,-203,--,-122,--,-51,--,-93,--,62,--,-84,--,-63,--,-18,--,-43,28, 
 递延所得税负债增加(万元),120,--,--,--,1824,--,--,--,--,--,--,--,-3,--,-3,--,3,--,--,--,--,--,--,--, 
 存货的减少(万元),5017,--,-8558,--,-28209,--,-22820,--,-16817,--,-2596,--,-4563,--,-6298,--,-7093,--,-1286,--,-303,--,-1188,-1324, 
 经营性应收项目的减少(万元),-70212,--,-17790,--,-123251,--,-28241,--,-86436,--,-25858,--,-19548,--,-728,--,-24007,--,-12125,--,-9641,--,-5226,-4278, 
 经营性应付项目的增加(万元),13144,--,-2807,--,13406,--,-5111,--,60460,--,21953,--,18803,--,-1734,--,9426,--,7515,--,4994,--,3518,2344, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),12281,--,--,--,19998,--,--,--,310,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),1105,--,-9948,--,-71933,--,-34943,--,-15304,--,5363,--,10295,--,-3414,--,-7394,--,1906,--,7085,--,6354,2085, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),30828,--,--,--,20078,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),72879,49976,79675,75809,141577,22482,29184,19320,41603,50582,10414,25876,25577,19888,11963,16642,18266,34842,3099,2467,4770,4258,2355,2457, 
 现金的期初余额(万元),141577,141577,141577,141577,41603,41603,41603,41603,25577,25577,25577,25577,18266,18266,18266,18266,4770,4770,4770,4770,2355,2355,2457,2469, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-68697,-91601,-61902,-65767,99973,-19122,-12419,-22283,16026,25006,-15163,299,7311,1622,-6303,-1624,13496,30071,-1671,-2304,2416,1904,-102,-12, 

