 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31, 
 经营活动现金流入小计(万元),95415,65352,31771,82280,85054,57181,25209,60467,54045,33200,15765,53368,39788,26132,11245,46310,29823,18613,8688,20961,14696,9800,4447,17597,11622,7724,20553,21779,13429, 
 购买商品、接受劳务支付的现金(万元),60473,42016,16532,39631,58360,38132,15867,19161,27775,17084,8049,27978,24641,17584,7540,19561,14374,8695,3744,9625,6520,4084,1275,8624,6875,3704,8607,8715,6423, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),18128,12415,7156,21029,16049,10942,6139,17004,10025,6915,3498,8696,5794,4012,2272,5165,3403,2607,1327,3248,2206,1544,858,2428,1637,1246,2014,1389,943, 
 支付的各项税费(万元),9809,7172,3403,11338,8636,5548,3028,9185,6228,3784,1451,6453,5088,3861,1440,5392,3958,2043,1085,2423,1658,811,403,2850,2249,1215,4325,3201,1374, 
 支付的其他与经营活动有关的现金(万元),10379,7390,4542,14006,9932,6828,3727,11203,6604,3845,1424,4668,5401,2425,1562,5115,4055,2054,903,2545,1951,1043,605,1779,1734,1050,2229,2057,1598, 
 经营活动现金流出小计(万元),98788,68993,31633,86002,92977,61449,28760,56552,50633,31628,14422,47794,40924,27882,12812,35232,25790,15398,7058,17841,12334,7482,3141,15681,12494,7215,17175,15362,10338, 
 经营活动产生的现金流量净额(万元),-3373,-3642,138,-3722,-7923,-4268,-3551,3916,3412,1572,1343,5573,-1136,-1750,-1567,11078,4033,3215,1630,3121,2362,2319,1306,1916,-873,509,3378,6417,3091, 
 收回投资所收到的现金(万元),39132,21000,19000,--,2080,--,--,124,3000,--,--,--,--,--,--,4000,--,--,--,14700,--,--,--,--,--,--,--,200,--, 
 取得投资收益所收到的现金(万元),829,405,405,322,14,--,--,13,16,4,1,--,--,--,--,0,--,--,--,39,65,65,26,--,--,--,16,20,3, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,1,--,2858,2918,447,0,51,4,4,--,2,--,--,--,14,--,16,--,0,0,0,--,1,1,--,--,2893,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100,--, 
 收到的其他与投资活动有关的现金(万元),2022,1818,1769,6920,3056,2555,--,--,--,3866,--,900,773,--,--,205,221,205,2,500,14741,14700,5701,--,--,15,22518,18445,3503, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),41984,23223,21174,10100,8069,3002,0,187,3020,3874,1,902,773,0,0,4220,221,221,2,15239,14806,14765,5727,1,1,15,22534,21657,3506, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5993,3672,1757,7415,4968,3226,1877,15167,9224,6287,3167,26649,17361,11075,6331,12226,8722,5712,2213,3723,2476,1950,1099,1993,1213,832,6674,2829,548, 
 投资所支付的现金(万元),34545,18945,18917,765,27338,2298,--,3000,3000,3000,--,4188,--,--,750,4000,--,--,--,14700,--,--,--,--,--,--,--,522,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,3201,3201,--,--,38358,37854,--,--,--,3841,3042,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),40,--,--,27030,0,--,42,110,1293,--,9,800,178,113,109,490,213,--,6,--,36931,36859,8701,--,--,--,22500,17442,4500, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),40578,22617,20674,38410,35507,5524,1918,56635,51371,9287,3176,31637,21379,14230,7189,16716,8935,5712,2219,18423,39407,38809,9799,1993,1213,832,29174,20793,5048, 
 投资活动产生的现金流量净额(万元),1406,606,500,-28310,-27438,-2522,-1918,-56448,-48350,-5414,-3175,-30735,-20606,-14230,-7189,-12496,-8714,-5491,-2217,-3184,-24602,-24044,-4072,-1993,-1212,-817,-6640,865,-1542, 
 吸收投资收到的现金(万元),1197,1146,77,6532,7362,4076,--,83503,82823,396,205,--,--,--,--,632,--,--,--,--,--,--,--,58820,58820,--,--,6250,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,6532,--,--,--,--,--,--,--,--,--,--,--,632,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),3000,3000,--,3550,1550,1000,--,2900,2935,2900,--,--,--,--,--,--,--,--,--,10,10,--,--,400,400,--,2140,4850,670, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),110,105,--,77,100,100,--,--,100,100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,609,439, 
 筹资活动现金流入小计(万元),4307,4251,77,10159,9012,5177,0,86403,85858,3397,205,0,0,0,0,632,0,0,0,10,10,0,0,59220,59220,0,2140,11709,1109, 
 偿还债务支付的现金(万元),2550,2560,1550,4250,2900,2900,--,4400,4400,4400,--,--,--,--,--,10,--,--,--,10,10,--,--,2530,2140,--,2000,3320,1000, 
 分配股利、利润或偿付利息所支付的现金(万元),2944,2921,17,2696,2585,2564,31,2107,2059,2037,2012,3832,3617,3617,--,2044,2076,2044,--,5503,5502,5502,--,99,89,78,373,1998,494, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),107,142,--,425,104,104,--,348,1284,102,--,--,22,--,--,--,--,--,--,--,--,--,--,698,135,87,83,3867,1428, 
 筹资活动现金流出小计(万元),5601,5622,1567,7372,5589,5568,31,6855,7743,6538,2012,3832,3639,3617,0,2054,2076,2044,0,5513,5512,5502,0,3327,2364,166,2456,9185,2922, 
 筹资活动产生的现金流量净额(万元),-1294,-1371,-1491,2787,3423,-391,-31,79547,78115,-3142,-1807,-3832,-3639,-3617,0,-1422,-2076,-2044,0,-5503,-5502,-5502,0,55893,56856,-166,-316,2524,-1813, 
 汇率变动对现金及现金等价物的影响(万元),10,2,-14,-416,34,38,-0,11,13,4,6,9,0,-0,-1,-0,-0,0,-0,-3,-2,-2,-1,0,-1,-1,-8,-6,4, 
 现金及现金等价物净增加额(万元),-3252,-4404,-866,-29661,-31903,-7144,-5501,27026,33190,-6980,-3633,-28985,-25381,-19598,-8757,-2840,-6757,-4320,-587,-5569,-27744,-27229,-2768,55817,54770,-474,-3586,9799,-259, 
 加:期初现金及现金等价物余额(万元),22336,22336,22336,51998,51998,51998,51998,24972,24972,24972,24972,53956,53956,53956,53956,56797,56797,56797,56797,62366,62366,62366,62366,6549,6549,6549,10135,336,596, 
 期末现金及现金等价物余额(万元),19085,17933,21470,22336,20095,44854,46497,51998,58162,17992,21339,24972,28576,34359,45199,53956,50040,52477,56210,56797,34622,35137,59598,62366,61319,6075,6549,10135,336, 
 净利润(万元),--,6891,--,17288,--,6490,--,15807,--,5643,--,11237,--,5508,--,11311,--,5220,--,6474,--,2265,--,5234,--,2989,7385,6436,3086, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,1045,--,3143,--,483,--,1693,--,474,--,1010,--,390,--,750,--,338,--,370,--,95,--,270,--,153,207,338,107, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,3034,--,5815,--,2630,--,3860,--,1231,--,1395,--,670,--,1159,--,514,--,726,--,345,--,472,--,218,356,367,308, 
 无形资产摊销(万元),--,582,--,1231,--,596,--,917,--,429,--,441,--,175,--,209,--,76,--,104,--,48,--,89,--,43,58,13,8, 
 长期待摊费用摊销(万元),--,166,--,166,--,81,--,246,--,35,--,25,--,9,--,15,--,7,--,11,--,4,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,0,--,-218,--,-110,--,8,--,4,--,-3,--,-3,--,11,--,11,--,0,--,0,--,-0,--,--,5,-214,1, 
 固定资产报废损失(万元),--,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,-200,--,660,--,106,--,69,--,13,--,-9,--,-677,--,1,--,0,--,4,--,-351,--,94,--,64,48,321,486, 
 投资损失(万元),--,-505,--,-290,--,-194,--,38,--,--,--,-1,--,-26,--,-0,--,--,--,-39,--,-65,--,--,--,--,-16,-20,-3, 
 递延所得税资产减少(万元),--,-109,--,-407,--,155,--,-417,--,--,--,-192,--,-50,--,-72,--,-40,--,-35,--,-2,--,-18,--,-8,-17,-42,-110, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-3228,--,-6928,--,-3921,--,-5743,--,-3159,--,-4750,--,-1827,--,-3339,--,-2204,--,-2490,--,-321,--,-1099,--,18,148,-1540,-989, 
 经营性应收项目的减少(万元),--,-7844,--,-26096,--,-6450,--,-30730,--,-5019,--,-9108,--,-7801,--,-2050,--,-3026,--,-7175,--,564,--,-2483,--,-3134,-3664,-463,-2160, 
 经营性应付项目的增加(万元),--,-3474,--,1913,--,-4135,--,18169,--,1921,--,5528,--,1884,--,3084,--,2317,--,5198,--,516,--,-642,--,165,-1131,1219,2358, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-216,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,-3642,--,-3722,--,-4268,--,3916,--,1572,--,5573,--,-1750,--,11078,--,3215,--,3121,--,2319,--,1916,--,509,3378,6417,3091, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),19085,17933,21470,22336,20095,44854,46497,51998,58162,17992,21339,24972,28576,34359,45199,53956,50040,52477,56210,56797,34622,35137,59598,62366,61319,6075,6549,10135,336, 
 现金的期初余额(万元),22336,22336,22336,51998,51998,51998,51998,24972,24972,24972,24972,53956,53956,53956,53956,56797,56797,56797,56797,62366,62366,62366,62366,6549,6549,6549,10135,336,596, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-3252,-4404,-866,-29661,-31903,-7144,-5501,27026,33190,-6980,-3633,-28985,-25381,-19598,-8757,-2840,-6757,-4320,-587,-5569,-27744,-27229,-2768,55817,54770,-474,-3586,9799,-259, 

