 报告日期,2017-06-30,2016-12-31,2016-03-31,2015-12-31,2014-12-31,2013-12-31, 
 加:期初现金及现金等价物余额(万元),13178,16222,16222,7423,8032,10018, 
 期末现金及现金等价物余额(万元),18471,13178,16547,16222,7423,8032, 
 净利润(万元),3894,7120,--,12686,2697,--, 
 少数股东损益(万元),--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--, 
 资产减值准备(万元),385,1207,--,788,366,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),956,1510,--,1742,1877,--, 
 无形资产摊销(万元),104,228,--,281,316,--, 
 长期待摊费用摊销(万元),--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),41,75,--,368,1,--, 
 固定资产报废损失(万元),--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--, 
 财务费用(万元),668,634,--,1373,1416,--, 
 投资损失(万元),--,675,--,-10456,1035,--, 
 递延所得税资产减少(万元),0,-22,--,49,56,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--, 
 存货的减少(万元),829,-4971,--,-88,233,--, 
 经营性应收项目的减少(万元),-1459,-304,--,-1019,3457,--, 
 经营性应付项目的增加(万元),-792,1416,--,2748,-3362,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),4628,7570,--,8473,8093,--, 
 债务转为资本(万元),--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--, 
 现金的期末余额(万元),18471,13178,16547,16222,7423,8032, 
 现金的期初余额(万元),13178,16222,16222,7423,8032,10018, 
 现金等价物的期末余额(万元),--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),5293,-3044,324,8799,-609,-1986, 

