 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 投资损失(万元),--,-1621,--,652,--,-74,--,8,--,111,--,44,--,-13,-1105,-197,-335, 
 递延所得税资产减少(万元),--,-173,--,-70,--,-282,--,-53,--,-315,--,-260,--,-131,-71,32,-42, 
 递延所得税负债增加(万元),--,-71,--,-9,--,-5,--,-52,--,76,--,135,--,-96,56,18,7, 
 存货的减少(万元),--,-8582,--,-6435,--,-6836,--,-193,--,10891,--,5413,--,-9084,559,-1451,-5582, 
 经营性应收项目的减少(万元),--,-14123,--,-5097,--,-5467,--,-2904,--,7234,--,3281,--,-3318,-4163,2281,4716, 
 经营性应付项目的增加(万元),--,8533,--,3122,--,7903,--,2482,--,-19321,--,-11858,--,9465,973,-5271,9811, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,737,--,737,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,-6215,--,-3795,--,-5059,--,-1554,--,5986,--,1347,--,12827,7066,6587,18744, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),13611,24522,13309,16678,12072,9779,21184,23122,24404,59677,12306,11483,11566,8804,11904,15720,11823, 
 现金的期初余额(万元),24522,9779,9779,9779,9779,59677,59677,59677,59677,8804,8804,8804,8804,11904,15720,11823,4250, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-10911,14743,3530,6899,2293,-49898,-38493,-36555,-35273,50873,3502,2679,2762,-3100,-3816,3897,7573, 

