 报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 收回投资所收到的现金(万元),174000,87000,586685,474485,331701,151091,224719,47003,--,--,14945,--,--,--,--,--,--,--,--,--,--,--,--,--,242,1010, 
 取得投资收益所收到的现金(万元),2085,1057,5340,4124,3072,849,1073,87,--,--,62,62,62,--,--,--,--,--,--,--,--,--,--,--,--,220, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),13,--,10,10,10,10,49,49,49,49,--,--,--,--,1,0,--,--,0,--,0,0,15,0,0,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),176098,88057,592035,478619,334783,151949,225841,47139,49,49,15008,62,62,0,1,0,0,0,0,--,0,0,15,0,242,1230, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),58091,19019,81642,65978,49476,31246,67825,43316,29278,12461,10399,6428,4856,3313,14105,12908,8975,7212,13391,--,6806,3671,9865,6549,3506,477, 
 投资所支付的现金(万元),116073,69000,527844,433844,289644,129050,382960,219833,49592,400,21278,3585,--,--,--,--,--,--,--,--,--,--,1529,300,3769,975, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,1539,1539,1539,1539,89057,80865,64776,-2334,10234,12948,469,469,8910,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),174164,88019,611024,501361,340659,161835,539842,344015,143646,10528,41911,22961,5325,3782,23016,12908,8975,7212,13391,--,6806,3671,11394,6849,7274,1452, 
 投资活动产生的现金流量净额(万元),1934,38,-18990,-22742,-5876,-9885,-314002,-296876,-143598,-10479,-26903,-22899,-5263,-3782,-23015,-12908,-8975,-7212,-13391,--,-6806,-3671,-11379,-6849,-7032,-222, 
 吸收投资收到的现金(万元),500,--,--,--,--,--,288150,288150,288000,--,1649,--,--,--,31939,31939,31939,31939,49,--,--,--,--,--,4393,4000, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,1649,--,--,--,--,--,--,--,49,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),55687,2000,72793,67743,49275,6058,28919,20476,20088,5543,24410,15913,2810,2810,6097,1858,1858,1858,5691,--,3000,2406,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,643,787,787,--,65,55,38,32,252,19,19,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),56187,2000,72793,67743,49275,6058,317711,309413,308875,5543,26124,15968,2848,2842,38289,33816,33816,33797,5740,--,3000,2406,0,0,4393,4000, 
 偿还债务支付的现金(万元),45000,3500,54920,50120,41100,3500,32385,30624,29124,4919,8326,5006,1600,--,7549,7549,5691,3544,--,--,--,--,--,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),7079,1971,14940,12919,11105,1579,8422,6067,1769,270,5888,5256,3458,91,1791,1780,1761,57,1194,--,1080,986,760,--,--,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),3092,2926,1555,1389,996,498,2230,1530,629,--,1054,412,--,--,855,767,767,770,--,--,--,--,1,--,--,--, 
 筹资活动现金流出小计(万元),55171,8397,71414,64427,53201,5577,43037,38221,31522,5189,15269,10674,5058,91,10196,10096,8219,4371,1194,--,1080,986,761,0,0,0, 
 筹资活动产生的现金流量净额(万元),1016,-6397,1379,3316,-3926,481,274675,271192,277353,354,10855,5293,-2210,2751,28093,23720,25596,29426,4546,--,1920,1420,-761,0,4393,4000, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-4281,-12130,22959,5719,-7193,-14566,8625,-9310,144836,-3817,-6057,-16465,-12946,-5318,19994,16864,20270,23814,1300,--,-618,-1603,-4617,-1555,841,6627, 
 加:期初现金及现金等价物余额(万元),49425,49425,26465,26465,26465,26465,17841,17841,17841,17841,23898,23898,23898,23898,3904,3904,3904,3904,2604,--,2604,2604,7221,8776,7935,1308, 
 期末现金及现金等价物余额(万元),45144,37295,49425,32184,19272,11899,26465,8530,162677,14023,17841,7433,10952,18580,23898,20768,24173,27718,3904,--,1986,1001,2604,7221,8776,7935, 
 净利润(万元),31674,--,44428,--,20917,--,33121,--,13296,--,11418,--,4663,--,9519,--,3878,--,6726,--,3203,--,5538,4207,3232,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),498,--,400,--,596,--,207,--,464,--,132,--,179,--,68,--,82,--,17,--,47,--,39,8,18,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),16874,--,15149,--,7088,--,11535,--,5254,--,3917,--,1898,--,2917,--,1393,--,2043,--,939,--,1282,917,463,--, 
 无形资产摊销(万元),338,--,663,--,329,--,956,--,424,--,330,--,59,--,36,--,14,--,17,--,7,--,9,5,3,--, 
 长期待摊费用摊销(万元),868,--,1606,--,614,--,1066,--,248,--,960,--,472,--,856,--,421,--,142,--,57,--,74,58,32,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),76,--,157,--,81,--,94,--,95,--,0,--,0,--,5,--,--,--,--,--,0,--,1,--,7,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,8,--,--,--,0,--,--,--,1,0,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),6371,--,6860,--,3470,--,6881,--,3556,--,572,--,146,--,-80,--,124,--,168,--,54,--,--,--,--,--, 
 投资损失(万元),-1756,--,-4347,--,-2254,--,-2048,--,-51,--,-51,--,-62,--,0,--,--,--,--,--,--,--,--,--,-3,--, 
 递延所得税资产减少(万元),-302,--,-935,--,-153,--,-130,--,-200,--,51,--,1,--,-17,--,10,--,-11,--,15,--,-20,-15,-7,--, 
 递延所得税负债增加(万元),42,--,37,--,10,--,105,--,1694,--,-6,--,-3,--,-6,--,-3,--,-6,--,-3,--,-6,-6,--,--, 
 存货的减少(万元),-408,--,-162,--,18,--,-140,--,-14,--,-16,--,35,--,-35,--,-34,--,-53,--,17,--,1,-1,42,--, 
 经营性应收项目的减少(万元),-66975,--,-47407,--,-34552,--,-16254,--,-35894,--,-12268,--,-9779,--,-1769,--,-2280,--,-503,--,-1554,--,-1215,-412,-557,--, 
 经营性应付项目的增加(万元),5469,--,24120,--,6445,--,12559,--,22219,--,4951,--,-3082,--,3012,--,43,--,2005,--,1485,--,1817,532,250,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,-11,--,--,--,0,--,400,--,--,--,-400,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),-7231,--,40570,--,2609,--,47952,--,11080,--,9991,--,-5473,--,14916,--,3648,--,10144,--,4268,--,7523,5293,3480,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),45144,37295,49425,32184,19272,11899,26465,8530,162677,14023,17841,7433,10952,18580,23898,20768,24173,27718,3904,--,1986,1001,2604,7221,8776,7935, 
 现金的期初余额(万元),49425,49425,26465,26465,26465,26465,17841,17841,17841,17841,23898,23898,23898,23898,3904,3904,3904,3904,2604,--,2604,2604,7221,8776,7935,1308, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-4281,-12130,22959,5719,-7193,-14566,8625,-9310,144836,-3817,-6057,-16465,-12946,-5318,19994,16864,20270,23814,1300,--,-618,-1603,-4617,-1555,841,6627, 

