 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2012-06-30,2011-12-31,2010-12-31,2009-12-31, 
 经营性应付项目的增加(万元),--,17470,--,-30513,--,12593,-1219,17891,--,--,9886,7914,4313,5413,710,4714,4029, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,2186,--, 
 经营活动产生现金流量净额(万元),--,30759,--,45369,--,22162,12052,45463,--,--,40481,26824,23140,10169,17868,14286,11255, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),62454,33555,33457,13936,96385,17305,16188,15798,15346,7910,13857,7342,6541,7256,7185,8669,6011, 
 现金的期初余额(万元),16624,13936,13936,15798,17421,15798,15798,13857,14465,13857,7342,6541,7185,8272,8669,6011,3095, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),45830,19619,19521,-1862,78964,1507,390,1941,881,-5948,6515,801,-644,-1016,-1484,2658,2916, 

