 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,12,50105,--,--,--,--,--,--,15000, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),173647,486358,335586,190821,77164,265035,211051,125654,57331,263981,205392,105423,51016,131923,87250,102722,80442, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,3750,--,--,--,220,220,--,220,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),173647,490108,335586,190821,77164,265255,211271,125654,57563,314087,205392,105423,51016,131923,87250,102722,95442, 
 偿还债务支付的现金(万元),150790,403545,250343,133652,65925,269624,198183,120509,69078,229391,166756,83180,41795,119036,90006,105593,66312, 
 分配股利、利润或偿付利息所支付的现金(万元),1552,8604,6962,5830,659,10553,9778,9216,585,2368,1536,989,457,1796,1666,1942,1598, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,3750,--,--,--,867,867,--,867,974,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),152342,415899,257305,139481,66583,281044,208828,129725,70530,232733,168292,84168,42252,120832,91672,107535,67910, 
 筹资活动产生的现金流量净额(万元),21305,74209,78282,51339,10581,-15789,2443,-4071,-12966,81354,37099,21255,8764,11091,-4422,-4812,27532, 
 汇率变动对现金及现金等价物的影响(万元),-1195,1467,-583,-184,-31,-154,294,767,12,1627,1541,-2,57,-27,-1904,-337,-1016, 
 现金及现金等价物净增加额(万元),-11810,-17423,-26500,-31462,-26417,-32908,-43679,-41454,-30536,60064,-8738,-11400,-9940,-3548,13422,-3256,6632, 
 加:期初现金及现金等价物余额(万元),23910,41377,41377,41377,41371,74285,74285,74285,74285,14221,14221,14221,14221,17769,4347,7603,971, 
 期末现金及现金等价物余额(万元),12100,23954,14877,9914,14954,41377,30606,32830,43749,74285,5483,2821,4281,14221,17769,4347,7603, 
 净利润(万元),--,14605,--,1429,--,11762,--,1007,--,10793,--,4887,--,10264,11119,16159,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,6510,--,1822,--,2039,--,1198,--,2416,--,3082,--,-305,3718,1316,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,2504,--,8031,--,1612,--,731,--,1360,--,697,--,1059,820,985,--, 
 无形资产摊销(万元),--,161,--,485,--,153,--,68,--,126,--,53,--,177,177,116,--, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-17,--,--,--,6,--,--,--,-677,--,-677,--,52,68,--,--, 
 固定资产报废损失(万元),--,102,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,3788,--,1942,--,-307,--,1304,--,-94,--,976,--,1769,3470,2227,--, 
 投资损失(万元),--,-140,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-859,--,-307,--,-214,--,-149,--,-321,--,-448,--,80,-544,-191,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-41662,--,-41774,--,-28378,--,-21928,--,-9007,--,-6446,--,-17433,-1550,-5225,--, 
 经营性应收项目的减少(万元),--,-124221,--,-31371,--,-38111,--,-28612,--,-37429,--,-51229,--,10713,-15981,-18755,--, 
 经营性应付项目的增加(万元),--,68370,--,-4525,--,35679,--,9803,--,15946,--,17694,--,-9362,22099,14335,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,23,--,--,--,115,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,-70859,--,-64245,--,-15759,--,-36464,--,-16887,--,-31413,--,-2986,23395,10967,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),12100,23954,14877,9914,14954,41377,30606,32830,43749,74285,5483,2821,4281,14221,17769,4347,7603, 
 现金的期初余额(万元),23910,41377,41377,41377,41371,74285,74285,74285,74285,14221,14221,14221,14221,17769,4347,7603,971, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-11810,-17423,-26500,-31462,-26417,-32908,-43679,-41454,-30536,60064,-8738,-11400,-9940,-3548,13422,-3256,6632, 

