 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),450,198,181,671,572,572,60,457,427,2307,1048,1010,909,368,9,234, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3709,3438,1137,4982,3998,3034,1822,3107,2644,3776,1677,1650,951,3422,1697,764, 
 投资所支付的现金(万元),2496,--,--,--,--,0,--,1000,--,0,0,0,3774,0,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,0,--,0,--,0,0,3411,0,0,321,--, 
 支付的其他与投资活动有关的现金(万元),10000,10000,--,--,--,0,--,379,379,0,--,0,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),16204,13438,1137,4982,3998,3034,1822,4486,3023,3776,1677,5060,4725,3422,2018,764, 
 投资活动产生的现金流量净额(万元),-15754,-13240,-956,-4311,-3426,-2462,-1762,-4029,-2596,-1469,-628,-4050,-3815,-3054,-2009,-530, 
 吸收投资收到的现金(万元),--,--,--,30088,--,0,--,0,--,0,0,0,4200,0,380,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,8400,8400,8400,--,7900,7900,22000,14000,9293,18000,13300,9000,3900, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),0,0,0,38488,8400,8400,0,7900,7900,22000,14000,9293,22200,13300,9380,3900, 
 偿还债务支付的现金(万元),8400,8400,1700,7900,7900,7900,500,13000,13000,18293,11293,12000,16500,10800,5500,2850, 
 分配股利、利润或偿付利息所支付的现金(万元),2246,2246,94,403,321,224,105,503,394,591,286,2190,610,528,453,287, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),15,10,195,400,20,20,20,40,20,320,40,50,170,150,--,--, 
 筹资活动现金流出小计(万元),10661,10656,1989,8703,8241,8144,625,13543,13414,19204,11619,14240,17280,11478,5953,3137, 
 筹资活动产生的现金流量净额(万元),-10661,-10656,-1989,29785,159,256,-625,-5643,-5514,2796,2381,-4947,4920,1822,3427,763, 
 汇率变动对现金及现金等价物的影响(万元),17,3,0,10,34,32,15,14,20,21,6,7,-37,-32,-12,-3, 
 现金及现金等价物净增加额(万元),-26358,-25531,-5079,29950,2561,1128,-1799,-5107,-6387,6183,3272,-8677,5128,2026,3046,443, 
 加:期初现金及现金等价物余额(万元),33022,33022,32918,2968,2968,2968,2968,8075,8075,1892,1892,10569,5441,3415,714,271, 
 期末现金及现金等价物余额(万元),6663,7491,27840,32918,5530,4097,1169,2968,1689,8075,5164,1892,10569,5441,3760,714, 
 净利润(万元),--,4863,--,8153,6320,4368,--,6271,4362,4924,--,4665,--,--,3052,1467, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,-97,--,453,179,185,--,142,136,164,--,133,--,--,44,-9, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,828,--,1500,1184,781,--,1390,1005,1199,--,885,--,--,365,330, 
 无形资产摊销(万元),--,83,--,167,125,83,--,141,100,106,--,152,--,--,58,33, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-7,--,4,-1,0,--,-3,-4,3,--,-13,--,--,2,8, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,-4, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,126,--,403,324,227,--,503,394,590,--,553,--,--,465,283, 
 投资损失(万元),--,312,--,876,541,296,--,495,371,486,--,174,--,--,1,0, 
 递延所得税资产减少(万元),--,15,--,-68,-27,-28,--,-21,-20,-14,--,-20,--,--,-6,43, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 存货的减少(万元),--,117,--,-4272,-1363,-1908,--,-584,-634,1324,--,-980,--,--,-73,-1175, 
 经营性应收项目的减少(万元),--,-5066,--,-5714,-2712,-2143,--,-5229,-4155,-2469,--,-4561,--,--,-734,-1081, 
 经营性应付项目的增加(万元),--,-2812,--,2965,1225,1439,--,1447,150,-1479,--,-675,--,--,-1534,319, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 经营活动产生现金流量净额(万元),--,-1638,--,4467,5794,3302,--,4552,1705,4835,--,313,--,--,1640,214, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),6663,7491,27840,32918,5530,4097,1169,2968,1689,8075,5164,1892,10569,5441,3760,714, 
 现金的期初余额(万元),33022,33022,32918,2968,2968,2968,2968,8075,8075,1892,1892,10569,5441,3415,714,271, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-26358,-25531,-5079,29950,2561,1128,-1799,-5107,-6387,6183,3272,-8677,5128,2026,3046,443, 

