 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,5859,--,2741,--,4848,--,2274,--,4868,--,2278,1109,4349,2839,1294,811, 
 投资损失(万元),--,-612,--,-128,--,-33,--,5,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-404,--,--,--,-128,--,--,--,1,--,--,--,1,1,-7,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-3807,--,-2524,--,-1339,--,-501,--,-3584,--,-1996,-735,-1387,-1345,-1227,-2596, 
 经营性应收项目的减少(万元),--,-50157,--,-5277,--,-66961,--,-20000,--,-41130,--,-28598,5291,-51265,-53863,-27773,-22114, 
 经营性应付项目的增加(万元),--,6257,--,-26744,--,-16421,--,-51714,--,1132,--,-6819,-18779,12593,33639,18726,13771, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,789,--,--,--,932,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,-13889,--,-18731,--,-52330,--,-58655,--,-14314,--,-22848,-7521,-11736,793,8068,2494, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),56792,79333,88532,73386,84455,64221,63004,79042,80262,114331,48948,45547,56212,61072,62622,51276,30133, 
 现金的期初余额(万元),79333,64221,64221,64221,64221,114331,114331,114331,114331,61072,61072,61072,61072,62622,51276,30133,18457, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-22541,15113,24311,9165,20234,-50110,-51327,-35290,-34069,53259,-12124,-15524,-4860,-1550,11346,21143,11676, 

