 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 长期待摊费用摊销(万元),--,89,--,3231,--,72,--,407,--,67,--,74,--,7,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-7,--,124,--,33,--,-0,--,56,--,39,--,66,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,56,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,147,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,1275,--,2378,--,1225,--,3068,--,1596,--,3473,--,2807,--,--, 
 投资损失(万元),--,-902,--,-57,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,92,--,-120,--,16,--,-256,--,-40,--,-264,--,-326,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-2173,--,62,--,874,--,1868,--,-34,--,-1757,--,-1306,--,--, 
 经营性应收项目的减少(万元),--,-8998,--,-2277,--,-5882,--,-3186,--,1212,--,-2422,--,-1563,--,--, 
 经营性应付项目的增加(万元),--,-5017,--,-4902,--,-8263,--,-936,--,-6537,--,6808,--,194,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,-743,--,25299,--,-3825,--,25553,--,7201,--,34424,--,17951,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),22573,26419,34279,45579,35655,17424,35089,14855,2097,4903,674,7858,17236,9462,26129,10957, 
 现金的期初余额(万元),45579,45579,45579,14855,14855,14855,14855,7858,7858,7858,7858,9462,9462,26129,10957,15062, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-23007,-19161,-11301,30724,20800,2569,20233,6997,-5761,-2955,-7183,-1604,7774,-16668,15172,-4105, 

