 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 筹资活动现金流出小计(万元),9369,27875,18452,13858,10654,22448,6387,6114,268,3224,3169,3081,14,662,158,66,72,5860,5830,6363,1386,6490,1088, 
 筹资活动产生的现金流量净额(万元),-2969,-24275,-18452,-13858,-10654,-8448,-2387,-2114,3732,22941,-3053,-2965,59,42764,42818,-66,-72,-5860,-5830,-2518,4614,1613,712, 
 汇率变动对现金及现金等价物的影响(万元),-406,-220,-126,-29,-10,98,27,16,0,218,181,135,69,39,17,21,-11,-93,-73,-40,-30,-23,-5, 
 现金及现金等价物净增加额(万元),1341,1115,-10954,-4228,-4229,8316,-4313,-1194,5648,-37579,-25492,-175,1061,50065,47153,1823,-2400,1106,-464,2155,2446,4524,-739, 
 加:期初现金及现金等价物余额(万元),33552,32437,32437,32437,32437,24121,24121,24121,37621,61700,64474,61700,61700,11635,11635,11635,11635,10529,10529,8374,5928,1404,2144, 
 期末现金及现金等价物余额(万元),34894,33552,21483,28209,28208,32437,19808,22926,43269,24121,38982,61525,62761,61700,58787,13457,9235,11635,10065,10529,8374,5928,1404, 
 净利润(万元),--,21113,--,11069,--,15752,--,7793,--,11995,--,4803,--,10136,--,4428,--,9361,--,8422,7631,6023,1891, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,377,--,-50,--,108,--,-16,--,647,--,215,--,408,--,39,--,793,--,694,219,135,90, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,2999,--,1386,--,2270,--,1124,--,1732,--,761,--,1515,--,751,--,1267,--,871,665,577,668, 
 无形资产摊销(万元),--,3415,--,1705,--,3397,--,1716,--,1301,--,100,--,162,--,79,--,150,--,98,49,38,43, 
 长期待摊费用摊销(万元),--,8,--,9,--,35,--,20,--,29,--,12,--,25,--,12,--,5,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,8,--,2,--,73,--,30,--,8,--,9,--,--,--,9,--,-25,--,-12,--,-1,-1, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,23,--,--,--,31,--,--,--,0,--,4,2,1,2, 
 公允价值变动损失(万元),--,4,--,2,--,3,--,--,--,-5,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,867,--,382,--,977,--,559,--,-187,--,-122,--,39,--,-21,--,100,--,261,222,126,91, 
 投资损失(万元),--,-1278,--,-1151,--,-278,--,-124,--,-198,--,-93,--,-64,--,-18,--,--,--,--,--,-1763,--, 
 递延所得税资产减少(万元),--,-10,--,16,--,189,--,158,--,-86,--,-93,--,-13,--,48,--,-85,--,-100,-22,-10,-8, 
 递延所得税负债增加(万元),--,-363,--,-150,--,-424,--,-225,--,-141,--,13,--,60,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-2890,--,-477,--,-2036,--,-1827,--,781,--,1145,--,4319,--,-1805,--,-2769,--,-3094,-5075,-3536,-1466, 
 经营性应收项目的减少(万元),--,588,--,64,--,1227,--,1881,--,-2977,--,322,--,-474,--,1013,--,-1509,--,-1831,-2671,-1360,-839, 
 经营性应付项目的增加(万元),--,-1433,--,1020,--,1240,--,1104,--,2137,--,-169,--,-3172,--,-806,--,1514,--,1256,2909,1146,-85, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,-308,--,-791,--,-1159,--,-981,--,140,--,130,--,-555,--,-62,--,-314,--,-27,-20,-17,--, 
 经营活动产生现金流量净额(万元),--,23096,--,13038,--,21374,--,11212,--,15198,--,7032,--,12417,--,3669,--,8488,--,6542,3908,1360,386, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),34894,17582,21483,28209,28208,10807,19808,10646,43269,14221,38982,54025,62761,55700,58787,10457,9235,9135,10065,10529,8374,5928,1404, 
 现金的期初余额(万元),33552,10807,32437,31237,32437,14221,24121,14221,37621,55700,64474,55700,61700,9135,11635,9135,11635,10529,10529,8374,5928,1404,2144, 
 现金等价物的期末余额(万元),--,15970,--,--,--,21630,--,12280,--,9900,--,7500,--,6000,--,3000,--,2500,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,21630,--,1200,--,9900,--,9900,--,6000,--,6000,--,2500,--,2500,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),1341,1115,-10954,-4228,-4229,8316,-4313,-1194,5648,-37579,-25492,-175,1061,50065,47153,1823,-2400,1106,-464,2155,2446,4524,-739, 

