 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 经营活动现金流出小计(万元),36668,22581,9818,29512,21749,12024,6202,35855,28228,19072,11036,42240,28840,19639,8990,42733,29783,20810,8651,35709,26866,49316,41647,35819,39715,57554, 
 经营活动产生的现金流量净额(万元),-2903,4360,3392,3629,2555,-553,-538,-6645,-6275,-4114,-3090,5565,4644,3089,-405,7700,4954,620,-1145,577,-1823,-121,5752,2535,1741,3413, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,3855,2916,375,--,--,--,--,--,31,5,5,5,--,--,--,--,0,0,3,0,4,1,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,3000,3000,3000,3000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,0,0,6855,5916,3375,3000,0,0,0,0,31,5,5,5,0,0,0,0,0,0,3,0,4,1,1, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3795,778,631,1987,1987,1972,1941,1993,1332,1189,788,14067,8800,8584,5347,3787,716,582,106,237,166,1314,2314,8094,8874,5559, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,241,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),3795,778,631,1987,1987,1972,1941,2234,1332,1189,788,14067,8800,8584,5347,3787,716,582,106,237,166,1314,2314,8094,8874,5559, 
 投资活动产生的现金流量净额(万元),-3795,-778,-631,4868,3929,1402,1059,-2234,-1332,-1189,-788,-14036,-8795,-8579,-5342,-3787,-716,-582,-106,-237,-166,-1311,-2314,-8090,-8873,-5558, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19968,19968,--,--,--,--,--,--,--,--,2040, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),29503,18496,7493,23993,19993,15493,3493,25201,21198,14200,5200,41347,28847,20200,11200,41308,29792,14790,8790,44665,34490,36000,37380,20500,27000,10000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),15639,6531,1684,7730,5667,3160,831,11894,8637,5542,183,9463,3802,926,81,2337,1859,1464,254,2001,1430,8826,3145,--,--,10000, 
 筹资活动现金流入小计(万元),45143,25027,9177,31723,25659,18652,4324,37095,29835,19742,5383,50811,32649,21126,11281,63614,51619,16254,9044,46666,35920,44826,40525,20500,27000,22040, 
 偿还债务支付的现金(万元),22005,12503,3500,29992,23992,17495,6502,26201,21700,15200,3200,41647,31147,19500,10500,40687,27503,15503,7500,41986,30715,33000,36180,18500,11500,9000, 
 分配股利、利润或偿付利息所支付的现金(万元),1339,754,321,1368,1032,690,337,2026,1584,978,462,3003,2314,1375,567,2329,1714,1128,553,2236,1671,2155,1951,1489,1088,777, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),16288,15490,8966,11280,6314,3940,2070,7629,6210,3189,2346,11240,5828,4873,322,4577,4652,2054,1541,1973,1887,6158,6805,--,5000,8000, 
 筹资活动现金流出小计(万元),39632,28747,12786,42641,31338,22124,8908,35856,29494,19367,6008,55891,39290,25749,11389,47593,33869,18686,9595,46194,34272,41312,44935,19989,17588,17777, 
 筹资活动产生的现金流量净额(万元),5511,-3720,-3609,-10918,-5679,-3472,-4584,1239,341,375,-625,-5081,-6640,-4623,-108,16021,17750,-2432,-550,471,1648,3513,-4410,511,9412,4263, 
 汇率变动对现金及现金等价物的影响(万元),56,36,-6,12,-11,8,-12,53,32,24,-4,-38,-38,-27,-27,-7,-16,9,12,2,2,-3,-18,-33,-7,-86, 
 现金及现金等价物净增加额(万元),-1132,-103,-855,-2409,794,-2614,-4076,-7588,-7235,-4903,-4506,-13590,-10829,-10141,-5883,19927,21971,-2386,-1789,814,-338,2078,-990,-5076,2273,2032, 
 加:期初现金及现金等价物余额(万元),3305,3305,3305,5714,5714,5714,5714,13302,13302,13302,13302,26891,27049,27049,27049,6964,6929,6929,6964,6150,6150,4072,5063,10139,7865,5833, 
 期末现金及现金等价物余额(万元),2173,3202,2450,3305,6508,3099,1638,5714,6067,8398,8795,13302,16220,16908,21166,26891,28900,4543,5175,6964,5812,6150,4072,5063,10139,7865, 
 净利润(万元),--,242,--,1054,--,156,--,-9962,--,-5777,--,417,--,203,--,4620,--,2169,--,5738,--,5540,5588,--,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,-518,--,45,--,-46,--,2286,--,783,--,1168,--,1,--,509,--,159,--,863,--,368,120,--,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1131,--,2227,--,824,--,2118,--,1053,--,2145,--,1054,--,2447,--,1239,--,2458,--,2084,1887,--,--,--, 
 无形资产摊销(万元),--,120,--,252,--,80,--,220,--,85,--,175,--,88,--,177,--,89,--,178,--,172,173,--,--,--, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,-3273,--,--,--,--,--,--,--,-2,--,-1,--,--,--,--,--,-2,--,4,-127,--,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,674,--,1364,--,736,--,1816,--,911,--,2122,--,1120,--,2277,--,1151,--,2253,--,2184,1847,--,--,--, 
 投资损失(万元),--,--,--,--,--,--,--,-1435,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,78,--,-14,--,-102,--,-343,--,-117,--,-141,--,-0,--,-96,--,-24,--,-116,--,-46,49,--,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-17299,--,4487,--,-8044,--,-15660,--,-7877,--,5704,--,-862,--,-4259,--,-1487,--,5596,--,-1284,-8987,--,--,--, 
 经营性应收项目的减少(万元),--,4617,--,-1029,--,5843,--,6688,--,5776,--,-8110,--,-469,--,-2626,--,-4596,--,-14329,--,-208,-7760,--,--,--, 
 经营性应付项目的增加(万元),--,15316,--,-1485,--,--,--,7624,--,1048,--,2086,--,1956,--,4651,--,1922,--,-2061,--,-8935,12962,--,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,4360,--,3629,--,-553,--,-6645,--,-4114,--,5565,--,3089,--,7700,--,620,--,577,--,-121,5752,--,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),2173,3202,2450,3305,6508,3099,1638,5714,6067,8398,8795,13302,16220,16908,21166,26891,28900,4543,5175,6964,5812,6150,4072,5063,10139,7865, 
 现金的期初余额(万元),3305,3305,3305,5714,5714,5714,5714,13302,13302,13302,13302,26891,27049,27049,27049,6964,6929,6929,6964,6150,6150,4072,5063,10139,7865,5833, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-1132,-103,-855,-2409,794,-2614,-4076,-7588,-7235,-4903,-4506,-13590,-10829,-10141,-5883,19927,21971,-2386,-1789,814,-338,2078,-990,-5076,2273,2032, 

