 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 支付的其他与经营活动有关的现金(万元),2377,28423,13281,7652,3901,10406,8434,4331,2574,7581,6502,6124,2759,4856,4457,3467,2631,5820,--,5197,3883,2772,2682,2671, 
 经营活动现金流出小计(万元),31689,111405,79884,49291,25066,67343,53424,34290,17392,56862,48523,35828,17959,53895,38416,26302,14356,44283,--,44549,44907,49236,36505,38858, 
 经营活动产生的现金流量净额(万元),-4517,7306,2579,2566,-10888,25944,13945,17604,-114,9124,-679,-1212,-2846,6291,2077,5042,-277,10282,3307,6053,5802,7547,6094,4809, 
 收回投资所收到的现金(万元),36300,93596,90900,88000,47000,--,--,--,--,--,--,--,--,1600,--,--,--,--,--,--,--,0,163,0, 
 取得投资收益所收到的现金(万元),1014,3380,3356,670,304,--,--,--,--,150,--,--,--,--,--,--,--,976,--,1309,383,1529,31,52, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,155,28,23,--,43,66,66,10,46,--,--,--,2,2,2,--,206,--,76,35,617,4,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,1600,1600,--,--,--,--,--,0,0,0, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流入小计(万元),37314,97131,94284,88693,47304,43,66,66,10,196,0,0,0,1602,1602,1602,0,1182,--,1385,417,2145,198,53, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),4091,14360,8309,5529,3401,21949,7745,5788,3931,21301,14630,10224,8354,17896,14053,6546,1876,6349,--,13270,6514,10245,2198,4701, 
 投资所支付的现金(万元),2200,110006,107300,105100,84800,17000,--,--,--,2900,2900,2900,--,--,--,--,--,--,--,--,--,0,1750,15, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,8207,19916,19916,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流出小计(万元),6291,132572,135525,130545,88201,38949,7745,5788,3931,24201,17530,13124,8354,17896,14053,6546,1876,6349,--,13270,6514,10245,3948,4716, 
 投资活动产生的现金流量净额(万元),31022,-35441,-41241,-41852,-40897,-38906,-7678,-5721,-3921,-24005,-17530,-13124,-8354,-16294,-12451,-4943,-1876,-5167,-4542,-11885,-6096,-8100,-3750,-4663, 
 吸收投资收到的现金(万元),--,--,--,--,--,78129,4105,--,--,23625,23625,23625,23625,--,--,--,--,--,--,--,--,0,7340,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 取得借款收到的现金(万元),8432,41890,39840,39440,15600,32500,32500,32500,24500,31112,26542,18542,--,34685,31685,11685,2574,33239,--,21000,20910,14920,8770,8240, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到其他与筹资活动有关的现金(万元),--,149,--,--,--,1906,--,--,--,1130,--,--,110,2821,1821,1708,997,--,--,293,1254,0,306,1757, 
 筹资活动现金流入小计(万元),8432,42039,39840,39440,15600,112535,36605,32500,24500,55866,50167,42167,23735,37506,33505,13392,3571,33239,--,21293,22164,14920,16416,9997, 
 偿还债务支付的现金(万元),11520,32790,28790,23000,15000,35071,25071,23071,19071,37542,32042,26000,8500,27324,24324,7583,3996,29600,--,17860,12570,11310,10990,8940, 
 分配股利、利润或偿付利息所支付的现金(万元),409,7468,6648,6192,215,5317,4739,4469,330,4487,3850,3543,436,1488,1094,688,332,4473,--,1573,3447,1116,1767,873, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,102,49,122,0, 
 支付其他与筹资活动有关的现金(万元),--,1623,1623,--,--,720,--,--,--,--,290,290,137,--,--,--,10,3094,--,--,--,602,3613,547, 
 筹资活动现金流出小计(万元),11929,41881,37061,29192,15215,41108,29810,27540,19401,42029,36182,29833,9073,28812,25418,8271,4339,37167,--,19433,16017,13028,16370,10360, 
 筹资活动产生的现金流量净额(万元),-3497,158,2779,10248,385,71428,6795,4960,5099,13837,13985,12334,14662,8694,8088,5121,-768,-3928,58,1860,6148,1892,46,-363, 
 汇率变动对现金及现金等价物的影响(万元),-237,-1345,-978,-609,-238,1355,583,450,-5,677,387,80,71,31,36,22,34,-389,--,-95,-133,-8,-0,-4, 
 现金及现金等价物净增加额(万元),22771,-29322,-36861,-29647,-51637,59821,13645,17292,1059,-366,-3837,-1921,3532,-1279,-2250,5241,-2887,799,-1451,-4067,5721,1332,2390,-221, 
 加:期初现金及现金等价物余额(万元),38392,67564,67564,67564,67564,7743,7743,7743,7743,8110,8019,8110,8110,9389,9389,9389,9386,8589,--,12656,6935,7788,5398,5619, 
 期末现金及现金等价物余额(万元),61164,38242,30703,37917,15927,67564,21389,25035,8802,7743,4182,6189,11642,8110,7139,14630,6498,9389,--,8589,12656,9120,7788,5398, 
 净利润(万元),--,14176,--,8008,--,11322,--,5922,--,6754,--,3022,--,4865,--,2978,--,5260,--,6337,6495,0,0,0, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 资产减值准备(万元),--,-101,--,-30,--,531,--,614,--,212,--,368,--,231,--,368,--,-57,--,130,-48,0,0,0, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,9053,--,4336,--,7156,--,3181,--,5533,--,2304,--,4133,--,2053,--,4147,--,2432,1986,0,0,0, 
 无形资产摊销(万元),--,728,--,139,--,354,--,169,--,387,--,128,--,261,--,121,--,163,--,97,98,0,0,0, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-2760,--,-8,--,1283,--,-42,--,-46,--,--,--,-5,--,-5,--,-206,--,-53,-58,0,0,0, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,54,0,0,0, 
 公允价值变动损失(万元),--,-9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 财务费用(万元),--,3044,--,1363,--,253,--,368,--,792,--,627,--,1458,--,669,--,1749,--,1011,1097,0,0,0, 
 投资损失(万元),--,-1635,--,-2276,--,-2911,--,-1003,--,-1711,--,-409,--,-648,--,-329,--,-604,--,-1032,-1359,0,0,0, 
 递延所得税资产减少(万元),--,-40,--,17,--,-214,--,-32,--,-33,--,-30,--,-33,--,-47,--,26,--,-15,86,0,0,0, 
 递延所得税负债增加(万元),--,-68,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 存货的减少(万元),--,-10733,--,-219,--,528,--,762,--,-3766,--,-126,--,-1042,--,747,--,-803,--,64,-1785,0,0,0, 
 经营性应收项目的减少(万元),--,-388,--,-1703,--,-3644,--,702,--,-3956,--,-6629,--,-4718,--,-3528,--,1580,--,-2797,-11454,0,0,0, 
 经营性应付项目的增加(万元),--,-3962,--,-7063,--,11285,--,6962,--,4958,--,-466,--,1789,--,2015,--,-974,--,-121,10689,0,0,0, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 经营活动产生现金流量净额(万元),--,7306,--,2566,--,25944,--,17604,--,9124,--,-1212,--,6291,--,5042,--,10282,--,6053,5802,0,0,0, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 现金的期末余额(万元),61164,38242,30703,37917,15927,67564,21389,25035,8802,7743,4182,6189,11642,8110,7139,14630,6498,9389,--,8589,12656,0,0,0, 
 现金的期初余额(万元),38392,67564,67564,67564,67564,7743,7743,7743,7743,8110,8019,8110,8110,9389,9389,9389,9386,8589,--,12656,6935,0,0,0, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 现金及现金等价物的净增加额(万元),22771,-29322,-36861,-29647,-51637,59821,13645,17292,1059,-366,-3837,-1921,3532,-1279,-2250,5241,-2887,799,--,-4067,5721,0,0,0, 

