 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),10367,74,190,91,2208,4218,125, 
 投资活动产生的现金流量净额(万元),-10367,-74,-190,-91,-827,-4142,9482, 
 吸收投资收到的现金(万元),71350,--,--,--,4700,8338,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),1595,--,35244,31568,38380,33836,82393, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),72945,0,35244,31568,43080,42174,82393, 
 偿还债务支付的现金(万元),27250,2000,29094,28166,35808,55842,64859, 
 分配股利、利润或偿付利息所支付的现金(万元),966,652,1268,961,1511,2628,2537, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),882,60,120,--,--,--,--, 
 筹资活动现金流出小计(万元),29098,2712,30482,29127,37319,58470,67396, 
 筹资活动产生的现金流量净额(万元),43847,-2712,4762,2441,5761,-16296,14997, 
 汇率变动对现金及现金等价物的影响(万元),-28,-28,10,-144,-272,6,--, 
 现金及现金等价物净增加额(万元),24896,-14826,14121,-11679,4729,-4426,12363, 
 加:期初现金及现金等价物余额(万元),27620,27620,13499,13499,8770,13196,833, 
 期末现金及现金等价物余额(万元),52516,12794,27620,1820,13499,8770,13196, 
 净利润(万元),--,8937,14391,--,14133,6372,5840, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),--,314,982,--,522,126,71, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,507,951,--,994,1003,1167, 
 无形资产摊销(万元),--,36,70,--,75,51,69, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,0, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,--,-1,4,-422, 
 固定资产报废损失(万元),--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),--,671,1697,--,1757,2584,2632, 
 投资损失(万元),--,--,--,--,-445,-98,-65, 
 递延所得税资产减少(万元),--,-761,-824,--,-277,-547,-257, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--, 
 存货的减少(万元),--,6459,-18279,--,-17525,-1738,-14798, 
 经营性应收项目的减少(万元),--,-5420,-22441,--,-11638,-2472,-11459, 
 经营性应付项目的增加(万元),--,-22754,32991,--,12471,10205,5105, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,516,--, 
 经营活动产生现金流量净额(万元),--,-12011,9538,--,66,16006,-12117, 
 债务转为资本(万元),--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--, 
 现金的期末余额(万元),52516,12794,27620,1820,13499,8770,13196, 
 现金的期初余额(万元),27620,27620,13499,13499,8770,13196,833, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),24896,-14826,14121,-11679,4729,-4426,12363, 

