 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31, 
 筹资活动现金流入小计(万元),144642,77781,35768,507051,216028,125491,54645,202982,133292,127538,60791,118899,25776,144755,106221,58418,30100,99808,60079,72672,33648,69738, 
 偿还债务支付的现金(万元),132057,73572,41154,310586,189495,121652,57551,157942,118873,111562,63383,129728,42968,128869,96848,57184,28622,77762,50729,51961,33201,66604, 
 分配股利、利润或偿付利息所支付的现金(万元),23207,13371,974,24594,22989,21614,9819,19409,18274,11003,9008,7629,857,7583,6366,4907,1127,2686,1278,2803,3840,1964, 
 其中：子公司支付给少数股东的股利、利润(万元),312,--,--,400,400,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1229,1229,1340,462,--,881,636,7880,7880,223,--,934,312,6671,4369,261,113,4170,2931,877,1724,1126, 
 筹资活动现金流出小计(万元),156493,88172,43468,335642,212484,144148,68006,185231,145027,122788,72391,138290,44137,143124,107583,62353,29861,84618,54938,55641,38766,69694, 
 筹资活动产生的现金流量净额(万元),-11851,-10391,-7700,171409,3543,-18657,-13362,17751,-11735,4750,-11600,-19390,-18361,1631,-1361,-3935,239,15190,5141,17031,-5118,44, 
 汇率变动对现金及现金等价物的影响(万元),-3965,-1540,156,2032,1054,40,-161,3616,2588,456,594,-397,-309,-87,51,116,-60,-454,-17,-175,6,-65, 
 现金及现金等价物净增加额(万元),-109341,-21067,23194,118965,-4412,-13977,-7287,7103,-19419,9142,-11986,-8108,-18034,21331,-3733,-6356,-2302,7081,-5028,6936,3057,500, 
 加:期初现金及现金等价物余额(万元),168178,168178,168178,49213,49213,49213,49213,42110,42110,32967,32967,41075,41075,19744,19744,19744,--,12663,12663,5727,2670,2170, 
 期末现金及现金等价物余额(万元),58837,147111,191372,168178,44801,35236,41926,49213,22691,42110,20981,32967,23041,41075,16011,13388,--,19744,7634,12663,5727,2670, 
 净利润(万元),--,31225,--,87793,--,25525,--,65859,--,56202,24831,28134,--,18693,--,--,--,17337,--,16794,13587,10642, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,-1602,--,4349,--,-79,--,1669,--,1383,--,312,--,--,--,--,--,--,--,69,574,1071, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,8760,--,14846,--,6912,--,10032,--,8068,5230,7235,--,9068,--,--,--,7498,--,4721,3901,3376, 
 无形资产摊销(万元),--,523,--,1045,--,415,--,579,--,298,--,141,--,--,--,--,--,--,--,105,86,64, 
 长期待摊费用摊销(万元),--,1263,--,1889,--,904,--,2165,--,3673,--,2168,--,--,--,--,--,--,--,803,239,486, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-198,--,62,--,-50,--,598,--,884,--,632,--,--,--,--,--,--,--,-734,98,-148, 
 固定资产报废损失(万元),--,92,--,114,--,158,--,242,--,315,--,--,--,--,--,--,--,--,--,311,--,3, 
 公允价值变动损失(万元),--,-54,--,-881,--,-681,--,555,--,1830,--,-1505,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,5236,--,4586,--,2900,--,2282,--,3870,3074,4260,--,5186,--,--,--,3498,--,1574,1846,2098, 
 投资损失(万元),--,-483,--,754,--,540,--,1,--,-582,--,-1535,--,--,--,--,--,--,--,374,944,--, 
 递延所得税资产减少(万元),--,364,--,-405,--,-27,--,-671,--,-579,--,189,--,--,--,--,--,--,--,26,-227,-172, 
 递延所得税负债增加(万元),--,8,--,--,--,--,--,-1,--,-234,--,235,--,--,--,--,--,--,--,-757,154,243, 
 存货的减少(万元),--,-613,--,-15791,--,2767,--,-4678,--,-4897,1370,5947,--,177,--,--,--,-6689,--,-7916,3232,-67, 
 经营性应收项目的减少(万元),--,90299,--,-117795,--,17477,--,-39542,--,-44761,-15392,-17824,--,-2209,--,--,--,-12021,--,-18033,41960,-26708, 
 经营性应付项目的增加(万元),--,-36017,--,45918,--,-12928,--,3226,--,20684,--,-1662,--,--,--,--,--,--,--,10371,-39523,15798, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,98803,--,26484,--,43832,--,42319,--,46154,19113,26727,--,30914,--,--,--,9622,--,7708,26873,6685, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),58837,147111,191372,168178,44801,35236,41926,49213,22691,42110,20981,32967,23041,41075,16011,13388,--,19744,7634,12663,5727,2670, 
 现金的期初余额(万元),168178,168178,168178,49213,49213,49213,49213,42110,42110,32967,32967,41075,41075,19744,19744,19744,--,12663,12663,5727,2670,2170, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-109341,-21067,23194,118965,-4412,-13977,-7287,7103,-19419,9142,-11986,-8108,-18034,21331,-3733,-6356,--,7081,-5028,6936,3057,500, 

