 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31, 
 收回投资所收到的现金(万元),124127,90023,39333,192389,152329,114673,46910,179290,126180,87459,32660,154312,109520,70800,36230,198024,157199,110068,51500,138602,54020,14000,--,--,--,--,--,--,6269, 
 取得投资收益所收到的现金(万元),3416,2268,1019,2300,1581,1327,269,4840,3760,3292,235,2078,1535,842,391,2048,1568,1010,484,1411,404,65,--,--,--,--,--,104,910, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),31,32,11,11,10,8,7,99,89,1,1,62,29,14,6,58,39,34,27,38,10,--,--,--,--,--,47,74,173, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,122,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,71,--,--,46,--,22, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),127574,92323,40363,194700,154042,116008,47186,184229,130029,90752,32896,156452,111085,71656,36627,200130,158806,111113,52011,140051,54434,14066,0,71,0,0,93,179,7396, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1763,1084,322,3733,3315,788,381,2432,1717,1117,596,2873,2361,1715,1219,3231,1489,1082,494,6789,4026,1931,284,2214,782,379,4411,1150,2465, 
 投资所支付的现金(万元),120853,90026,38205,192713,146029,107231,49190,181956,130630,88910,32240,155881,111491,68729,37550,203330,158340,101890,52100,210303,112812,72712,10700,--,--,--,--,--,2123, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,6326,6326,6326,--,--,--,--,--,--,--,--,--,239,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,44,44,44,--,--,--,--,117,71,36,--,--,--,--,--,366,29, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),122616,91110,38527,202772,155671,114345,49571,184388,132347,90027,32836,158754,113896,70488,38813,206800,159829,102972,52594,217209,116910,74678,10984,2214,782,379,4411,1515,4617, 
 投资活动产生的现金流量净额(万元),4958,1213,1837,-8073,-1629,1663,-2385,-159,-2317,726,60,-2302,-2812,1168,-2186,-6670,-1023,8140,-583,-77158,-62476,-60613,-10984,-2143,-782,-379,-4318,-1337,2779, 
 吸收投资收到的现金(万元),500,--,--,670,170,--,--,3997,2497,2497,49,11,11,11,11,2240,--,--,--,--,--,--,--,49718,49718,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,170,170,--,--,3997,2497,2497,49,11,11,11,11,2240,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),900,900,500,5624,4500,4500,4500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3000,3000,3000,6000,--,4000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,3050,2750,2750,2750,--,201,0,0,448,448,448,448,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),1400,900,500,9344,7420,7250,7250,3997,2698,2497,49,459,459,459,459,2240,0,0,0,0,0,0,0,52718,52718,3000,6000,0,4000, 
 偿还债务支付的现金(万元),809,783,6,28,6,--,--,16,--,--,--,16,--,--,--,16,--,--,--,16,--,--,--,9016,9000,6000,31,--,7000, 
 分配股利、利润或偿付利息所支付的现金(万元),5582,5537,37,4876,4837,4804,--,4773,4772,4772,--,4815,4812,--,--,4816,4812,4521,--,4014,4010,3732,--,156,150,135,3096,571,4600, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,3051,2750,2750,--,--,201,201,201,--,--,--,--,448,--,--,--,50,50,--,--,365,70,--,--,--,--, 
 筹资活动现金流出小计(万元),6391,6320,43,7955,7594,7554,0,4789,4973,4973,201,4831,4812,0,0,5279,4812,4521,0,4080,4060,3732,0,9537,9221,6135,3127,571,11600, 
 筹资活动产生的现金流量净额(万元),-4991,-5420,457,1389,-174,-304,7250,-792,-2275,-2475,-152,-4372,-4353,459,459,-3039,-4812,-4521,0,-4080,-4060,-3732,0,43182,43498,-3135,2873,-571,-7600, 
 汇率变动对现金及现金等价物的影响(万元),469,-126,-53,49,-4,1,0,1,1,1,1,-1,-1,-1,-1,-3,-1,0,-0,-0,-0,-0,-0,-0,-0,-0,8,-0,--, 
 现金及现金等价物净增加额(万元),16727,4133,1878,4465,4101,1754,7535,-49,2,460,-219,-441,-535,5708,1692,-484,-388,5913,-1442,-58404,-51077,-53794,-8733,39449,38091,-5847,6650,2557,6703, 
 加:期初现金及现金等价物余额(万元),5651,5651,5651,1186,1437,1186,1439,1236,1236,1236,1236,1677,1677,1677,1677,2161,2161,2161,2161,60565,60565,60565,60565,21116,21116,21116,14466,11909,5206, 
 期末现金及现金等价物余额(万元),22378,9784,7529,5651,5538,2940,8974,1186,1238,1696,1016,1236,1142,7385,3369,1677,1773,8074,719,2161,9488,6772,51832,60565,59207,15269,21116,14466,11909, 
 净利润(万元),--,7116,--,12190,--,4042,--,10802,--,3098,--,17524,--,11806,--,18577,--,11213,--,20728,--,11254,--,17534,--,9584,15052,12721,10621, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,1192,--,2459,--,1910,--,2776,--,1637,--,2605,--,1635,--,931,--,911,--,989,--,779,--,700,--,833,479,328,157, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1125,--,2226,--,1064,--,2021,--,986,--,1963,--,944,--,1304,--,587,--,1177,--,586,--,1135,--,566,1098,1069,883, 
 无形资产摊销(万元),--,232,--,393,--,177,--,294,--,116,--,368,--,196,--,381,--,190,--,386,--,196,--,399,--,200,391,60,53, 
 长期待摊费用摊销(万元),--,49,--,68,--,24,--,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,6,--,3,--,-5,--,-27,--,2,--,-761,--,22,--,-40,--,-26,--,-22,--,--,--,--,--,--,-18,-29,-76, 
 固定资产报废损失(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,--, 
 公允价值变动损失(万元),--,146,--,-231,--,-33,--,2397,--,2213,--,-1063,--,-929,--,-1303,--,-798,--,-397,--,-84,--,--,--,--,--,--,28, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,89,--,116,--,88,--,6,--,-1,--,4,--,1,--,7,--,-0,--,5,--,3,--,145,--,132,211,4,117, 
 投资损失(万元),--,-1414,--,-2709,--,-1422,--,-5073,--,-3604,--,-1783,--,-929,--,-2776,--,-1079,--,-1920,--,-146,--,-366,--,-58,-320,-684,-649, 
 递延所得税资产减少(万元),--,-800,--,-687,--,-352,--,-565,--,-241,--,-301,--,-169,--,-367,--,-183,--,-245,--,-215,--,-144,--,-124,-225,-76,-9, 
 递延所得税负债增加(万元),--,110,--,-36,--,23,--,65,--,32,--,106,--,-0,--,-1,--,-0,--,-10,--,-7,--,-14,--,-6,-3,-5,-8, 
 存货的减少(万元),--,-26020,--,-13211,--,-5458,--,-7508,--,-5173,--,8414,--,8306,--,-283,--,4869,--,6559,--,7512,--,-7804,--,-5555,-12018,-11056,3193, 
 经营性应收项目的减少(万元),--,-6140,--,-5124,--,-4507,--,-10778,--,-640,--,-8329,--,-4991,--,-1252,--,-6003,--,-4311,--,-3872,--,-14091,--,-8448,-7354,-7386,833, 
 经营性应付项目的增加(万元),--,32660,--,15444,--,4741,--,6247,--,3662,--,-12704,--,-11916,--,-6213,--,-7519,--,-391,--,-5598,--,684,--,436,9331,9460,-3618, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,114,--,196,--,101,--,237,--,122,--,192,--,107,--,262,--,131,--,285,--,143,--,231,--,105,1463,60,--, 
 经营活动产生现金流量净额(万元),--,8467,--,11100,--,393,--,900,--,2209,--,6234,--,4082,--,9228,--,2294,--,22834,--,10551,--,-1589,--,-2333,8088,4466,11523, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),22378,9784,7529,5651,5538,2940,8974,1186,1238,1696,1016,1236,1142,7385,3369,1677,1773,8074,719,2161,9488,6772,51832,60565,59207,15269,21116,14466,11909, 
 现金的期初余额(万元),5651,5651,5651,1186,1437,1186,1439,1236,1236,1236,1236,1677,1677,1677,1677,2161,2161,2161,2161,60565,60565,60565,60565,21116,21116,21116,14466,11909,5206, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),16727,4133,1878,4465,4101,1754,7535,-49,2,460,-219,-441,-535,5708,1692,-484,-388,5913,-1442,-58404,-51077,-53794,-8733,39449,38091,-5847,6650,2557,6703, 

