 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2012-09-30,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 处置子公司及其他营业单位收到的现金净额(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),9638,609,1153,--,5629,414,892,40,1429,652,169234,183,122314,672,1727,2110,--,145,13,--,2041,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),50172,201748,133127,1294856,16424,106809,1748833,352516,118915,103142,335514,100612,257538,107902,323014,37112,128038,38269,49158,8766,381501,6584,86862,73365,--,132827, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),4160,29494,11583,8226,1545,24543,18337,9509,6979,24475,9979,10735,2176,13543,15384,7911,2578,10899,6312,11686,6280,19712,15288,15172,--,17434, 
 投资所支付的现金(万元),992051,978609,--,477191,16885,901273,1435388,567734,462617,1817205,867285,--,99152,--,161426,351091,11402,791609,220121,74614,427269,101339,18035,50631,--,19352, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),5,--,2,--,--,--,7370,--,4010,--,--,--,1,--,469796,--,--,--,121,--,13,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),996216,1008103,11585,485417,18431,925816,1461095,577243,473606,1841680,877265,10735,101329,13543,646606,359002,13980,802508,226554,86301,433563,121051,33324,65803,--,36786, 
 投资活动产生的现金流量净额(万元),-946044,-806355,121542,809439,-2007,-819007,287738,-224726,-354691,-1738538,-541750,89878,156209,94359,-323592,-321890,114058,-764239,-177396,-77535,-52062,-114467,53538,7562,--,96041, 
 吸收投资收到的现金(万元),1201176,892,--,--,--,2393,4034,--,--,24234,--,27116,--,--,100,100,100,--,--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),588,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),100,275734,147729,50000,--,30000,30000,30000,20000,--,84847,84847,497,80107,--,--,--,13793,--,49843,--,--,--,--,--,--, 
 发行债券收到的现金(万元),1333154,4566369,2765390,2544842,1313115,4975524,1978191,1566505,1027672,4949536,4465489,4409759,624432,3540342,1760000,1120000,720000,1950000,1500000,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,73902,--,20230,--,--,--,--,--,355043,--,-1752,22898,--,--,--,--,--,--,--,11824,--,14518, 
 筹资活动现金流入小计(万元),2534430,4842995,2913119,2594842,1387017,5007917,2032455,1596505,1047672,4973770,4550335,4521721,979972,3620450,1758348,1142998,720100,1963793,1500000,49843,0,0,--,11824,--,14518, 
 偿还债务支付的现金(万元),1391208,3160093,2489079,1743946,272868,3537256,1959567,2775603,735631,2305322,979832,919665,750373,2273636,1570000,1170000,458276,900000,450000,--,--,5318,6506,--,--,45000, 
 分配股利、利润或偿付利息所支付的现金(万元),130723,406924,446058,374059,53939,469714,389843,194854,35437,116654,45547,16295,9934,132430,164177,21702,7640,97734,72488,2378,2625,72782,133309,130191,--,729, 
 其中：子公司支付给少数股东的股利、利润(万元),--,1305,--,--,--,9265,--,3300,--,2566,--,--,--,822,--,--,--,463,--,858,594,3501,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1090,--,599,--,--,--,21465,--,5334,7857,6987,7864,--,1828,623,301,218,1174,200,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),1523020,3567018,2935736,2118005,326807,4006970,2370874,2970457,776402,2429834,1032366,943825,760307,2407893,1734799,1192003,466134,998908,522689,2378,2625,78100,139815,130191,--,45729, 
 筹资活动产生的现金流量净额(万元),1011410,1275977,-22616,476837,1060210,1000947,-338420,-1373952,271270,2543936,3517969,3577897,219665,1212556,23549,-49004,253966,964886,977311,47465,-2625,-78100,-139815,-118367,--,-31211, 
 汇率变动对现金及现金等价物的影响(万元),-1128,204,-1380,195,-179,1118,525,535,-2584,1582,28650,341,1183,62,173,2287,-110,-467,2545,33,-154,-994,-584,99,--,-2770, 
 现金及现金等价物净增加额(万元),474136,-2588716,-2110195,-421721,-831668,-3667600,-5261615,-3051282,-1345743,5853430,8315723,14257821,3745112,3473085,1748813,319113,473874,-442265,-221749,-270187,-546184,-1245435,-2368118,3349538,-2665849,3731933, 
 加:期初现金及现金等价物余额(万元),8899789,11488505,11488505,11488505,11488505,15156106,15156106,15156106,15156106,9302676,9302676,9302676,9133506,3469833,4713703,4713703,3294478,3736593,3060511,4006780,4031871,5252215,7682282,4332744,6998593,3265312, 
 期末现金及现金等价物余额(万元),9373925,8899789,9378311,11066785,10656838,11488505,9894490,12104823,13810363,15156106,17618399,23560496,12878618,6942918,6462516,5032816,3768352,3294328,2838762,3736593,3485687,4006780,5314164,7682282,4332744,6997246, 
 净利润(万元),--,472575,--,210514,--,552829,--,216957,--,1242844,--,751547,--,350443,--,191966,57916,191544,--,143009,--,172802,306070,402946,226417,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,42853,--,10541,--,45077,--,-2,--,11419,--,-1320,--,-7837,--,-7226,1737,6275,--,3522,--,-613,-953,-658,2349,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,18345,--,8896,--,17255,--,8460,--,18663,--,9732,--,8864,--,7794,2357,9711,--,10899,--,10646,11003,13000,14418,--, 
 无形资产摊销(万元),--,5679,--,2640,--,5154,--,2492,--,5356,--,2623,--,2428,--,2083,639,2204,--,--,--,--,735,545,475,--, 
 长期待摊费用摊销(万元),--,5529,--,2680,--,5719,--,2916,--,8539,--,3545,--,3917,--,3457,927,4343,--,--,--,--,3466,1895,713,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,966,--,40,--,644,--,49,--,177,--,1,--,303,--,138,13,-143,--,-2754,--,-1519,72,25,92,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,316,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,8958,--,-6251,--,101797,--,93037,--,-48565,--,-62644,--,-16339,--,-30157,-4014,5279,--,-3682,--,5659,4619,-19214,108555,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,312717,--,174223,--,229932,--,118627,--,233798,--,85082,--,71252,--,29321,15575,28297,--,--,--,--,109,73,--,--, 
 投资损失(万元),--,-238836,--,-80957,--,-208671,--,-56540,--,-284157,--,-143834,--,-67037,--,-41369,-10506,-41173,--,-27699,--,-18622,-65390,-23683,-10699,--, 
 递延所得税资产减少(万元),--,14306,--,-4361,--,-84834,--,-82430,--,-66533,--,2281,--,-10845,--,6260,1185,-1713,--,-1255,--,--,148,3514,-1481,--, 
 递延所得税负债增加(万元),--,-30365,--,409,--,9432,--,58392,--,106264,--,29281,--,9997,--,3476,1,-2330,--,-768,--,-8246,-867,1338,-23965,--, 
 存货的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营性应收项目的减少(万元),--,-2647602,--,-737336,--,785272,--,1960020,--,-1275364,--,-6804367,--,-2807870,--,190950,-35306,-1194111,--,-502587,--,-65135,-239173,-162542,361950,--, 
 经营性应付项目的增加(万元),--,381645,--,-16363,--,-7476227,--,-4596561,--,9077667,--,18786817,--,5010315,--,391406,30006,67698,--,135192,--,-1147778,-2111605,3396685,-3058140,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,-14630,--,-4011,--,14065,--,-643,--,11584,--,-132,--,-178,--,127,--,-3553,--,-17,--,-4377,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,-3058542,--,-1708192,--,-3850658,--,-1453139,--,5046450,--,10589706,--,2166108,--,687721,105960,-642444,--,-240150,--,-1051873,-2281256,3460245,-2581130,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),9373925,7889116,9378311,10325259,10656838,10568764,9894490,11874393,13810363,15039085,17618399,23330108,12878618,6900117,6462516,5026359,3758932,3294328,2838762,3736593,3485687,4006780,5314164,7682282,4332744,6997246, 
 现金的期初余额(万元),8899789,10568764,11488505,10568764,11488505,15039085,15156106,15039085,15156106,9238685,9302676,9238685,9133506,3413040,4713703,4637125,3263671,3736593,3060511,4006780,4031871,5252215,7682282,4332744,6998593,3265312, 
 现金等价物的期末余额(万元),--,1010673,--,741525,--,919741,--,230427,--,117021,--,230388,--,42800,--,6457,9420,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,919741,--,919741,--,117021,--,117017,--,63991,--,63991,--,56793,--,76577,30807,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),474136,-2588716,-2110195,-421721,-831668,-3667600,-5261615,-3051282,-1345743,5853430,8315723,14257821,3745112,3473085,1748813,319113,473874,-442265,-221749,-270187,-546184,-1245435,-2368118,3349538,-2665849,3731933, 

