 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2013-03-31,2012-12-31,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 支付其他与筹资活动有关的现金(万元),1967,1967,1939,119,58,2,77,175,71,1150,683,--,--,--,--,63,2,81,0,0,10,2554, 
 筹资活动现金流出小计(万元),8652,5009,3015,5379,4140,1090,85,6790,5701,9006,8641,--,5286,2772,--,811,9,4598,5266,2944,1305,5260, 
 筹资活动产生的现金流量净额(万元),12013,14456,15950,6729,2968,2950,437,-1290,-2201,3730,2771,825,1287,946,-455,3399,1102,1079,-549,-430,695,-1330, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 现金及现金等价物净增加额(万元),5568,11786,13849,-495,-4174,-2886,-3325,1789,-2315,3232,-714,--,790,-252,--,-1181,-2688,1431,-6,-30,476,868, 
 加:期初现金及现金等价物余额(万元),6659,6659,6659,7154,7154,7154,7154,5365,5365,2133,2847,--,2057,2057,--,3237,3237,1807,1813,1842,1366,499, 
 期末现金及现金等价物余额(万元),12226,18445,20508,6659,2980,4268,3829,7154,3049,5365,2133,--,2847,1804,--,2057,549,3237,1807,1813,1842,1366, 
 净利润(万元),--,1539,--,4410,3745,2301,--,3377,3204,2630,1563,--,94,-349,--,415,819,3212,1961,1321,2027,1654, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 资产减值准备(万元),--,380,--,85,435,325,--,48,282,-34,167,--,154,73,--,-32,--,103,77,2,243,63, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,429,--,858,650,427,--,829,607,689,815,--,827,392,--,690,336,571,465,420,398,283, 
 无形资产摊销(万元),--,42,--,76,55,36,--,67,46,61,61,--,60,30,--,19,6,9,5,3,6,5, 
 长期待摊费用摊销(万元),--,68,--,249,201,131,--,345,278,306,102,--,109,-14,--,78,37,90,165,182,190,209, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,--,--,--,--,8,--,--,-4,--,--,--,--,--,--,-2,8,0,4,-31, 
 固定资产报废损失(万元),--,6,--,2,1,1,--,2,5,50,--,--,--,--,--,--,--,0,0,3,0,0, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 财务费用(万元),--,142,--,418,340,190,--,473,360,689,667,--,432,171,--,252,63,124,128,134,150,25, 
 投资损失(万元),--,--,--,-38,-34,-20,--,-55,-53,-4,--,--,--,--,--,--,--,0,0,0,0,0, 
 递延所得税资产减少(万元),--,-57,--,-8,-63,-45,--,-2,-39,5,-24,--,-23,0,--,26,--,-26,-29,17,-33,-6, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 存货的减少(万元),--,-1950,--,-727,-251,-657,--,357,542,-3201,-1210,--,-333,-912,--,-1421,-2162,-1973,-676,-623,213,-137, 
 经营性应收项目的减少(万元),--,-3600,--,-5860,-7599,-4282,--,411,-4078,-2296,-7593,--,-2731,139,--,-263,-3090,-1582,-300,-1344,-1698,264, 
 经营性应付项目的增加(万元),--,2401,--,2234,1997,1899,--,-1534,-529,2868,2323,--,1649,-141,--,-1021,781,2141,-381,650,-1015,1218, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,-14,--,--,48,55,0,0,0,0, 
 经营活动产生现金流量净额(万元),--,-600,--,1698,-521,304,--,4324,625,1763,-3132,--,238,-625,--,-1257,-3163,2720,1423,766,486,3546, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 现金的期末余额(万元),12226,18445,20508,6659,2980,4268,3829,7154,3049,5365,2133,--,2847,1804,--,2057,549,3237,1807,1813,1842,1366, 
 现金的期初余额(万元),6659,6659,6659,7154,7154,7154,7154,5365,5365,2133,2847,--,2057,2057,--,3237,3237,1807,1813,1842,1366,499, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 现金及现金等价物的净增加额(万元),5568,11786,13849,-495,-4174,-2886,-3325,1789,-2315,3232,-714,--,790,-252,--,-1181,-2688,1431,-6,-30,476,868, 

