 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,--,0,--,--,--,0,0, 
 收到的税费返还(万元),3685,13431,8647,2094,479,1146,3059,1944,6,725,1799,588,274,5518,5247,3299,78,4336,3087,1225,119,3480,3134,2509,168,2053,2017,1589,21,2704,1012,524,--,1467,1457,1444,5,3737,3023,100,3,1090,17,6,--,239,92,84,73,358,2,--,0,0, 
 收到的其他与经营活动有关的现金(万元),15529,53977,51700,31070,16891,68742,37994,24902,16686,66043,68806,61904,23040,63979,43363,23602,13801,35640,43263,20816,7136,37468,27461,12849,6982,28411,20560,14913,8043,79645,84064,79957,14867,49130,20889,8228,16895,16610,14037,8099,7872,8539,7308,4183,9474,4313,3372,2075,1431,2371,398,290,204,443, 
 经营活动现金流入小计(万元),574428,2156960,1675850,1101062,483318,2038197,1561277,976768,517116,1659831,1152234,791137,394617,1477017,1069107,688825,308965,1456118,1061766,659860,292929,1228613,883747,562526,268097,1064964,774383,497276,262921,1046543,773493,558463,243162,1014390,779718,482702,244619,697682,470761,298277,133275,741794,555369,370865,180647,615852,425413,249207,141014,466307,318268,187020,82025,346545, 
 购买商品、接受劳务支付的现金(万元),409161,1878289,1426278,894231,402352,1787256,1458948,983534,552354,1384505,905830,621972,317366,1150655,886914,559393,259284,1220614,865343,551398,266258,1054543,759573,476104,231320,931034,673051,458470,217785,870875,682447,475181,224525,859338,715997,446587,202128,598686,388562,223237,104874,684668,510204,336611,191710,655518,420856,215440,118376,417197,302835,183194,88356,317334, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,--,0,--,--,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,--,0,--,--,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,--,0,--,--,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,--,0,--,--,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,--,0,--,--,--,0,0, 
 支付给职工以及为职工支付的现金(万元),34563,101329,73805,49954,33049,91302,69519,48811,29817,77407,53304,37568,21673,56341,42436,30221,18127,48004,38097,25360,15181,40943,29266,20407,12741,32626,24618,17052,10204,25113,19692,13147,7697,22338,16468,12219,7761,14222,10639,7231,4008,13271,9883,6660,3747,9433,6610,4441,2529,6590,4077,2727,1583,4382, 
 支付的各项税费(万元),14581,47243,54590,39094,19464,60019,51160,35018,15178,52494,55680,38437,18445,53254,39992,26057,9435,45753,28990,16842,8340,34043,25590,15165,6191,41104,29978,14880,4637,30073,25002,14273,5206,21376,13680,6588,4515,15043,10598,6679,3607,20901,12518,8440,6239,14439,17400,10901,4481,8982,5516,2164,1589,6115, 
 支付的其他与经营活动有关的现金(万元),34837,91066,84828,59959,37556,78441,67441,48818,34240,67324,30064,24200,10070,64778,26040,16539,8740,41333,46805,15959,8618,34789,40020,33689,13214,40182,28893,20779,9456,73176,28821,16894,9455,53886,31122,28970,8315,32975,19847,11711,4023,33909,23459,17759,10172,21490,32146,7655,9248,9220,8534,4708,2474,8710, 
 经营活动现金流出小计(万元),493142,2117927,1639501,1043238,492421,2017018,1647068,1116181,631589,1581730,1044879,722177,367555,1325028,995382,632210,295586,1355703,979236,609559,298398,1164319,854448,545366,263466,1044946,756540,511182,242082,999237,755963,519494,246884,956938,777267,494365,222720,660926,429646,248858,116513,752748,556065,369470,211868,700880,477011,238437,134634,441989,320962,192793,94002,336542, 
 经营活动产生的现金流量净额(万元),81286,39034,36350,57824,-9104,21179,-85791,-139413,-114473,78102,107355,68960,27063,151989,73725,56615,13379,100415,82530,50302,-5469,64294,29299,17160,4631,20018,17843,-13906,20839,47306,17531,38970,-3721,57452,2451,-11663,21898,36756,41115,49419,16762,-10954,-696,1394,-31221,-85028,-51597,10770,6380,24318,-2694,-5773,-11977,10004, 
 收回投资所收到的现金(万元),--,31750,11800,11800,11800,36200,25355,25155,25100,69820,9850,5300,2000,76706,44756,9956,--,32000,32000,12000,8000,36846,6845,1500,1500,6629,6486,6175,4675,2400,--,2400,600,1051,--,0,--,140,140,140,0,0,0,--,--,0,--,--,0,--,--,--,0,0, 
 取得投资收益所收到的现金(万元),121,448,73,24,20,1323,162,162,132,1274,354,34,--,2462,2273,812,4,1182,1613,27,15,1684,1640,1,59,457,370,8,8,52,16,68,35,38,--,0,--,0,--,--,0,0,0,--,--,0,--,--,0,--,--,--,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),44,141,113,35,6,493,393,328,11,135,40,34,0,164,60,57,57,50,42,18,--,37,33,20,--,43,12,5,--,42,41,26,23,38,37,37,--,106,93,93,14,1190,1193,1126,7,30,24,24,5,--,16,4,4,35, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,15317,15336,--,--,2554,--,--,--,--,--,--,--,764,764,--,--,--,--,--,--,--,--,--,--,21274,21274,21274,21274,--,--,0,11,0,--,--,0,0,0,--,--,0,--,--,0,18,--,--,0,0, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13,--,0,--,--,20557,20557,--,0,--,--,0,0,0,--,--,0,--,--,0,--,--,--,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,--,--,--,--,--,--,0, 
 投资活动现金流入小计(万元),165,32339,11987,11858,11826,53333,41246,25645,25244,73782,10244,5367,2000,79331,47089,10825,61,33996,34419,12045,8015,38567,8519,1521,1559,7129,6868,6188,4683,23781,21332,23768,21932,1127,20594,20594,11,246,233,233,14,1190,1193,1126,7,30,24,24,5,18,16,4,4,35, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),23996,122135,82090,45002,21694,120544,85010,55032,31374,184527,129130,94040,41994,155282,104212,59506,31661,88879,61948,33754,18022,76264,55717,34533,17082,55519,48356,33352,20116,82945,43940,35468,16501,49694,34633,26182,19562,41362,8174,6515,4210,37574,34636,20468,7753,22971,17452,12498,8267,16014,13113,4543,2474,15919, 
 投资所支付的现金(万元),21540,115745,76000,76000,31000,22430,3564,3520,1520,86791,16861,15630,44998,89690,57833,43033,29147,32812,32812,12812,8812,35723,8800,1500,1500,26782,21281,1500,1500,9025,150,2400,678,3590,3590,2000,--,1500,--,--,0,210,70,70,--,3600,6000,--,0,--,--,--,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,--,0,--,--,--,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,17335,--,--,--,--,--,--,--,37985,35833,35822,--,10785,1113,1113,--,--,--,--,--,1656,974,--,--,1175,6089,4914,--,--,--,0,--,--,--,0,--,1913,--,--,0,15903,0,--,--,2209,--,--,0,--,--,--,0,0, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,500,700,700,500,2000,--,--,0,0,0,--,--,0,--,--,0,--,--,--,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,--,--,--,--,--,--,0, 
 投资活动现金流出小计(万元),45536,255215,158090,121002,52694,142974,88574,58552,32894,309303,181825,145492,86992,255757,163159,103653,60808,121691,94760,46566,26834,113643,65491,36033,18582,83476,75725,39767,21616,91970,44090,37868,17179,53784,38923,28882,20062,46775,8174,6515,4210,53687,34706,20538,7753,28780,23452,12498,8267,16014,13113,4543,2474,15919, 
 投资活动产生的现金流量净额(万元),-45370,-222877,-146103,-109144,-40869,-89640,-47329,-32907,-7651,-235520,-171581,-140125,-84992,-176426,-116070,-92828,-60747,-87696,-60341,-34521,-18819,-75076,-56972,-34513,-17023,-76348,-68858,-33578,-16933,-68189,-22758,-14100,4753,-52657,-18330,-8289,-20052,-46529,-7941,-6283,-4196,-52497,-33512,-19412,-7746,-28750,-23428,-12474,-8263,-15995,-13097,-4540,-2470,-15883, 
 吸收投资收到的现金(万元),--,--,--,--,--,4645,4057,4021,--,83283,25000,10000,7500,4387,2000,2000,--,--,--,--,--,--,--,--,--,296245,296245,296245,296245,3234,2450,2450,2450,1430,--,0,--,0,--,--,0,23837,23837,23837,819,96050,96050,--,0,--,--,--,0,49, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3234,--,0,--,1430,--,--,--,--,--,--,0,0,0,--,--,0,13500,--,0,--,--,--,0,0, 
 取得借款收到的现金(万元),191744,912730,555653,370115,213525,846664,711540,630207,484142,612326,433666,299080,159724,486891,365955,214413,114288,545198,377759,287136,97318,488193,273497,134320,41172,296926,251177,114575,64719,254595,213695,157377,82342,165020,150020,111100,70100,162414,88800,37900,23900,85900,70000,67000,39000,140143,83862,43859,16000,63313,53551,46551,11551,30000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,100000,--,--,--,99750,99750,99750,99750,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,--,0,99085,99085,--,--,0,--,--,0,--,--,--,0,0, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,6391,--,0,--,0,--,1582,1582,0,0,--,--,0,330,5330,0,--,476,332,320,1184, 
 筹资活动现金流入小计(万元),191744,912730,555653,370115,213525,851309,715597,634228,484142,795609,458666,309080,167224,591029,467705,316163,214038,545198,377759,287136,97318,488193,273497,134320,41172,593170,547422,410820,360963,257829,216145,159827,84792,172841,150020,111100,70100,162414,88800,39482,25482,208822,192922,90837,39819,236193,180242,49189,16000,63313,54027,46883,11871,31233, 
 偿还债务支付的现金(万元),139779,640243,369044,271238,160534,782506,634787,478034,246867,503170,332945,169926,77782,574088,400027,272049,98694,537731,388338,264572,95880,429444,261779,113282,71896,355925,246272,169098,44451,243970,198241,162376,54000,125634,92614,48614,14000,96097,79150,64400,27900,144370,121170,71644,19350,61408,45080,38896,8096,38621,26121,15121,5800,29669, 
 分配股利、利润或偿付利息所支付的现金(万元),9548,53307,43891,39484,8966,53211,45784,41686,8507,43455,39309,35680,7942,36586,34220,32180,3254,39357,35335,31799,2864,65482,62586,52972,1293,58614,56450,46452,1622,32659,29413,18205,2541,31637,28084,17506,2060,25356,23716,14719,1266,21391,22698,17432,2493,14346,12900,11373,8889,3723,2837,1992,511,6278, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,--,0,--,--,--,0,0, 
 支付其他与筹资活动有关的现金(万元),28000,5027,--,--,--,--,--,--,--,800,--,--,--,--,--,--,--,9136,9136,9136,9136,31557,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,--,0,0,0,--,--,1061,1061,--,0,--,--,--,0,0, 
 筹资活动现金流出小计(万元),177327,698576,412935,310722,169500,835716,680571,519721,255374,547424,372254,205606,85724,610673,434247,304229,101947,586224,432809,305507,107880,526483,324365,166254,73188,414539,302723,215550,46073,276629,227654,180581,56541,157270,120698,66119,16060,121452,102866,79119,29166,165761,143867,89077,21842,76815,59042,50270,16985,42344,28958,17113,6311,35947, 
 筹资活动产生的现金流量净额(万元),14417,214154,142718,59393,44025,15593,35026,114507,228768,248185,86412,103474,81500,-19645,33459,11934,112091,-41026,-55050,-18371,-10562,-38289,-50868,-31935,-32016,178632,244699,195270,314891,-18800,-11509,-20754,28250,15571,29322,44981,54040,40961,-14066,-39637,-3685,43061,49054,1760,17977,159378,121200,-1081,-985,20969,25069,29771,5560,-4714, 
 汇率变动对现金及现金等价物的影响(万元),-1121,-264,-348,-1276,-1412,-783,-918,-1189,-136,475,-152,-1865,-1358,-1460,-1826,-906,-450,-1457,-1808,-1383,-320,424,626,518,253,258,-94,-145,24,-753,-581,-329,-33,-536,-57,-239,-120,-155,-68,-81,-67,-1180,-661,-321,-243,-184,-39,-10,40,--,--,--,0,0, 
 现金及现金等价物净增加额(万元),49212,30047,32615,6796,-7359,-53652,-99012,-59001,106507,91241,22034,30445,22213,-45542,-10712,-25185,64272,-29764,-34669,-3973,-35170,-48647,-77915,-48769,-44155,122560,193591,147640,318821,-40435,-17318,3787,29249,19830,13387,24790,55767,31033,19039,3418,8814,-21571,14185,-16578,-21233,45416,46136,-2796,-2829,29292,9278,19458,-8887,-10594, 
 加:期初现金及现金等价物余额(万元),151074,121026,121026,121026,121026,174678,174678,174678,174678,83437,83437,83437,83437,128979,128979,128979,128979,158744,158744,158744,158744,207391,207391,207391,207391,84831,84657,84657,84657,125092,125092,125092,125092,105262,117397,117397,117397,74229,74229,74229,74229,95799,95799,95799,95799,50383,54174,50383,50383,21091,21091,21091,21091,31685, 
 期末现金及现金等价物余额(万元),200286,151074,153642,127822,113667,121026,75667,115677,281185,174678,105471,113882,105650,83437,118267,103794,193251,128979,124074,154770,123573,158744,129475,158621,163235,207391,278248,232297,403477,84657,107774,128878,154341,125092,130784,142187,173164,105262,93268,77647,83043,74229,109985,79221,74566,95799,100310,47588,47555,50383,30369,40549,12204,21091, 
 净利润(万元),--,62499,--,35386,--,55153,--,24088,--,73644,--,45172,--,69214,--,41973,--,48245,--,30738,--,75066,--,41533,--,77520,--,39389,--,93890,--,69305,--,56997,--,18921,--,28534,--,12978,0,20444,0,22886,--,39653,--,20396,7009,25617,--,12335,4727,0, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,--,--,338,--,--,0,--,--,--,0,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,--,--,--,--,--,--,0, 
 资产减值准备(万元),--,7942,--,749,--,5656,--,1641,--,10635,--,957,--,5066,--,1939,--,15177,--,2568,--,1481,--,1927,--,2376,--,1327,--,2264,--,842,--,1190,--,1525,--,1699,--,-8733,0,28102,0,490,--,949,--,607,320,67,--,410,197,0, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,50120,--,25378,--,46300,--,21107,--,35081,--,15980,--,26501,--,10976,--,22828,--,11228,--,22952,--,9006,--,14514,--,6574,--,11599,--,5626,--,10569,--,4508,--,9400,--,3849,0,6192,0,2564,--,3884,--,1706,857,2212,--,1207,499,0, 
 无形资产摊销(万元),--,5128,--,2503,--,4705,--,2189,--,4233,--,2058,--,3317,--,1315,--,2518,--,1240,--,2187,--,1054,--,2021,--,1004,--,1752,--,666,--,1116,--,460,--,515,--,199,0,349,0,144,--,261,--,112,40,44,--,11,6,0, 
 长期待摊费用摊销(万元),--,3831,--,1612,--,1280,--,396,--,598,--,388,--,558,--,168,--,205,--,87,--,210,--,135,--,218,--,54,--,65,--,34,--,45,--,--,--,--,--,--,0,0,0,--,--,0,--,--,0,27,--,--,0,0, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,--,0,--,--,--,0,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,--,0,--,--,--,0,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,1933,--,25,--,-2317,--,368,--,-454,--,12,--,196,--,149,--,2655,--,107,--,103,--,-2,--,94,--,-18,--,-6,--,6,--,-19,--,-19,--,-51,--,28,0,-642,0,-628,--,-25,--,-14,-2,-3,--,1,1,0, 
 固定资产报废损失(万元),--,--,--,60,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,371,--,0,--,47,--,42,--,32,--,2,0,173,0,2,--,10,--,4,0,34,--,--,0,0, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,62,--,0,--,10,--,-7,--,27,--,11,--,-5,0,-11,0,-7,--,361,--,--,0,--,--,--,0,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,--,--,--,--,--,--,0, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,--,--,--,--,--,--,0, 
 财务费用(万元),--,27490,--,23277,--,32432,--,15661,--,29579,--,12635,--,27546,--,11851,--,20496,--,9752,--,14269,--,6856,--,19408,--,11144,--,21426,--,8582,--,19251,--,8651,--,14037,--,6682,0,18136,0,7777,--,6122,--,2220,1304,2525,--,1503,651,0, 
 投资损失(万元),--,414,--,-159,--,-4933,--,-453,--,-2792,--,-451,--,-1583,--,-1317,--,-1132,--,-782,--,-1363,--,-439,--,-984,--,-31,--,-21727,--,-21708,--,59,--,-3,--,40,--,22,0,695,0,32,--,0,--,--,0,--,--,--,0,0, 
 递延所得税资产减少(万元),--,113,--,-332,--,-221,--,770,--,-6783,--,138,--,-285,--,2081,--,-7027,--,-883,--,-689,--,-477,--,94,--,-1019,--,-965,--,3828,--,-279,--,-228,--,1071,--,1051,0,-5464,0,-386,--,-81,--,-127,-94,-166,--,-130,-68,0, 
 递延所得税负债增加(万元),--,929,--,-55,--,103,--,-39,--,358,--,-287,--,500,--,--,--,224,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,--,0,--,--,--,0,0, 
 存货的减少(万元),--,38012,--,-6729,--,-526,--,-10693,--,-78882,--,-29094,--,51205,--,-1804,--,-16074,--,-21708,--,-824,--,-22578,--,-47953,--,-13904,--,39710,--,111961,--,-52463,--,-38868,--,2843,--,-2647,0,-26366,0,-40600,--,-152940,--,-6008,-4843,-16091,--,-10890,-5864,0, 
 经营性应收项目的减少(万元),--,-25391,--,-30616,--,-74338,--,-114345,--,-109128,--,-4638,--,-14927,--,4828,--,-10589,--,15066,--,-35890,--,3898,--,11368,--,-32360,--,-90211,--,-84067,--,-32300,--,-40804,--,-64523,--,15346,0,3531,0,-16279,--,-83240,--,-34359,-12533,-29578,--,-27435,-5062,0, 
 经营性应付项目的增加(万元),--,-133986,--,6723,--,-42116,--,-80102,--,122013,--,26092,--,-15320,--,-15544,--,22889,--,2888,--,-13209,--,-23753,--,-58659,--,-34500,--,-10861,--,-56113,--,53247,--,34125,--,43146,--,20646,0,-56093,0,25400,--,84909,--,26234,14322,34107,--,17215,-7063,0, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,--,--,--,--,--,--,0, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,--,--,--,--,--,--,0, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8373,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,--,--,14770,--,--,0,5522,--,--,0,0, 
 经营活动产生现金流量净额(万元),--,39034,--,57824,--,21179,--,-139413,--,78102,--,68960,--,151989,--,56615,--,100415,--,50302,--,64294,--,17160,--,20018,--,-13906,--,47306,--,38970,--,57452,--,-11663,--,36756,--,49419,0,-10954,0,1394,--,-85028,--,10770,6380,24318,--,-5773,-11977,0, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,--,0,--,--,--,0,0, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,--,0,--,--,--,0,0, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,--,0,--,--,--,0,0, 
 现金的期末余额(万元),200286,151074,153642,127822,113667,121026,75667,115677,281185,174678,105471,113882,105650,83437,118267,103794,193251,128979,124074,154770,123573,158744,129475,158621,163235,207391,278248,232297,403477,84657,107774,128878,154341,125092,130784,142187,173164,105262,93268,77647,83043,74229,109985,79221,74566,95799,100310,47588,47555,50383,30369,40549,12204,21091, 
 现金的期初余额(万元),151074,121026,121026,121026,121026,174678,174678,174678,174678,83437,83437,83437,83437,128979,128979,128979,128979,158744,158744,158744,158744,207391,207391,207391,207391,84831,84657,84657,84657,125092,125092,125092,125092,105262,117397,117397,117397,74229,74229,74229,74229,95799,95799,95799,95799,50383,54174,50383,50383,21091,21091,21091,21091,31685, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,--,0,--,--,--,0,0, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,--,0,--,--,--,0,0, 
