 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31, 
 经营活动产生的现金流量净额(万元),13802,7946,4413,1600,-3168,-1997,-382,11870,4125,1936,416,9057,4547,3389,794,9416,5428,2879,-2659,12297,6761,2421,6516, 
 收回投资所收到的现金(万元),--,--,0,--,--,--,--,--,29000,26000,20000,20000,--,--,--,--,--,--,--,--,--,--,30, 
 取得投资收益所收到的现金(万元),--,--,0,1,1,1,--,101,86,61,51,799,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),10,10,7,41,1,1,1,23,21,1,1,5,5,1,0,38,38,8,8,4,4,2,20, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,0,449,--,--,--,483,483,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),955,372,136,495,165,157,157,1225,39,39,--,363,--,--,--,337,302,--,--,1615,1365,245,1625, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),965,383,143,987,167,159,158,1832,29630,26102,20052,21166,5,1,0,375,340,8,8,1619,1369,246,1675, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5394,3678,2586,13284,13441,7004,4816,16728,14036,7985,2087,7073,5589,3522,1683,9737,7526,5266,2521,5462,3096,4778,5065, 
 投资所支付的现金(万元),7410,689,0,2090,5000,--,--,11548,12631,--,--,20000,79,159,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,0,--,--,--,--,10422,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),2000,2000,-200,7000,--,--,--,6,48000,48237,45000,--,20000,12000,12000,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),14805,6367,2386,22374,18441,7004,4816,38704,74667,56222,47087,27073,25668,15681,13683,9737,7526,5266,2521,5462,3096,4778,5065, 
 投资活动产生的现金流量净额(万元),-13839,-5985,-2243,-21387,-18275,-6845,-4658,-36872,-45037,-30120,-27035,-5907,-25664,-15680,-13683,-9362,-7186,-5258,-2513,-3843,-1727,-4532,-3391, 
 吸收投资收到的现金(万元),-1861,-248,0,155,145,145,100,6762,6762,6762,--,--,--,--,--,37752,--,--,--,--,--,82,121, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,145,155,145,145,100,425,425,425,--,--,--,--,--,--,--,--,--,--,--,82,121, 
 取得借款收到的现金(万元),18000,9000,0,13129,12304,500,500,6520,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),16139,8752,0,13284,12449,645,600,13282,6762,6762,0,0,0,0,0,37752,0,0,0,0,0,82,121, 
 偿还债务支付的现金(万元),5804,3480,3480,13020,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),529,98,29,1026,859,293,74,3242,3088,3088,--,1612,1346,1346,304,47,47,47,--,760,--,750,664, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,0,140,140,140,--,374,374,374,--,304,304,--,304,47,47,47,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),181,--,0,1627,1627,--,--,198,--,--,--,--,--,--,--,704,--,--,--,--,--,270,241, 
 筹资活动现金流出小计(万元),6513,3578,3509,15673,2486,293,74,3440,3088,3088,0,1612,1346,1346,304,750,47,47,0,760,0,1020,904, 
 筹资活动产生的现金流量净额(万元),9626,5174,-3509,-2389,9962,352,526,9842,3674,3674,0,-1612,-1346,-1346,-304,37002,-47,-47,0,-760,0,-938,-783, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0,-0,-1,-3, 
 现金及现金等价物净增加额(万元),9588,7135,-1338,-22175,-11481,-8489,-4515,-15160,-37238,-24510,-26620,1538,-22463,-13638,-13193,37056,-1805,-2426,-5171,7693,5033,-3050,2339, 
 加:期初现金及现金等价物余额(万元),13924,13924,13924,36100,36100,36100,36343,51259,51259,51259,51259,49721,49721,49721,49721,12665,12665,12665,12665,4972,4972,8022,5682, 
 期末现金及现金等价物余额(万元),23513,21060,12586,13924,24619,27610,31828,36100,14022,26750,24640,51259,27258,36083,36528,49721,10860,10239,7494,12665,10005,4972,8022, 
 净利润(万元),--,5004,--,6462,--,4922,--,7343,--,3990,--,9691,--,5238,--,8587,--,4498,--,7562,--,6702,5161, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,578,--,848,--,174,--,174,--,135,--,105,--,336,--,138,--,99,--,124,--,32,-8, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1561,--,2685,--,1246,--,2031,--,997,--,1481,--,645,--,1244,--,619,--,1120,--,656,602, 
 无形资产摊销(万元),--,533,--,1038,--,458,--,704,--,315,--,500,--,190,--,288,--,144,--,242,--,226,225, 
 长期待摊费用摊销(万元),--,42,--,46,--,18,--,17,--,5,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,28,--,-4,--,1,--,6,--,-2,--,67,--,5,--,17,--,-6,--,-4,--,11,-22, 
 固定资产报废损失(万元),--,9,--,12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,55,--,51,--,216,--,-438,--,-39,--,-203,--,--,--,--,--,--,--,0,--,3,14, 
 投资损失(万元),--,610,--,414,--,572,--,93,--,-340,--,-799,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-61,--,-31,--,-43,--,-31,--,-17,--,-2,--,-99,--,2,--,-6,--,-6,--,3,91, 
 递延所得税负债增加(万元),--,0,--,-48,--,-41,--,-16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-1436,--,-7516,--,-1689,--,-1968,--,-2405,--,24,--,872,--,-965,--,-2284,--,-232,--,-3516,-468, 
 经营性应收项目的减少(万元),--,-4818,--,-11383,--,-9171,--,2858,--,-769,--,-5731,--,-3552,--,-323,--,186,--,2133,--,-1010,-2229, 
 经营性应付项目的增加(万元),--,5821,--,9026,--,1339,--,1096,--,4,--,3923,--,-265,--,428,--,-370,--,1359,--,-687,3150, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,19,--,--,--,--,--,--,--,63,--,--,--,19,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,7946,--,1600,--,-1997,--,11870,--,1936,--,9057,--,3389,--,9416,--,2879,--,12297,--,2421,6516, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),23513,21060,12586,13924,24619,27610,31828,36100,14022,26750,24640,51259,27258,36083,36528,49721,10860,10239,7494,12665,10005,4972,8022, 
 现金的期初余额(万元),13924,13924,13924,36100,36100,36100,36343,51259,51259,51259,51259,49721,49721,49721,49721,12665,12665,12665,12665,4972,4972,8022,5682, 
 现金等价物的期末余额(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),9588,7135,-1338,-22175,-11481,-8489,-4515,-15160,-37238,-24510,-26620,1538,-22463,-13638,-13193,37056,-1805,-2426,-5171,7693,5033,-3050,2339, 

