 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 投资活动现金流入小计(万元),80767,47464,24539,32398,7506,6,6,320,0,0,0,3,295,150,0,1005,1136, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2296,1902,1234,4084,3076,1579,852,2355,1378,702,480,2041,2648,2359,2308,449,216, 
 投资所支付的现金(万元),85094,48450,18423,64998,--,--,--,--,--,--,--,--,--,--,--,1000,1132, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,15,33099,18399,--,20,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),87390,50351,19657,69097,36175,19978,852,2376,1378,702,480,2041,2648,2359,2308,1449,1349, 
 投资活动产生的现金流量净额(万元),-6623,-2888,4882,-36699,-28669,-19972,-846,-2056,-1378,-702,-480,-2038,-2353,-2209,-2308,-445,-213, 
 吸收投资收到的现金(万元),113,13,--,36189,36189,36189,--,--,--,--,--,--,--,503,123,1133,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,160,--,160,300,1185,1500,1000,3200,1000, 
 发行债券收到的现金(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),113,13,0,36189,36189,36189,0,0,160,0,160,300,1185,2003,1122,4333,1000, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,1485,1500,1500,1000,1700,3000, 
 分配股利、利润或偿付利息所支付的现金(万元),2000,2000,--,--,--,--,--,600,600,600,--,630,89,773,80,1515,54, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,3,3,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,678,748,748,--,70,40,40,--,--,125,--,--,--,--, 
 筹资活动现金流出小计(万元),2000,2000,0,678,748,748,0,670,640,640,0,2115,1714,2273,1080,3215,3054, 
 筹资活动产生的现金流量净额(万元),-1887,-1987,0,35511,35441,35441,0,-670,-480,-640,160,-1815,-529,-270,43,1119,-2054, 
 汇率变动对现金及现金等价物的影响(万元),372,303,74,1,-1,-1,--,1,0,0,0,-0,-0,5,-1,-0,-0, 
 现金及现金等价物净增加额(万元),-2869,-3335,3298,3851,11046,18689,1667,4740,3184,2041,-30,1347,1107,468,105,2850,250, 
 加:期初现金及现金等价物余额(万元),15181,15181,15181,11330,11330,11330,11330,6590,6590,6590,6590,5243,4136,3668,3563,713,462, 
 期末现金及现金等价物余额(万元),12313,11846,18480,15181,22377,30019,12997,11330,9774,8631,6560,6590,5243,4136,3668,3563,713, 
 净利润(万元),--,5464,--,10095,--,4637,--,8206,--,4276,--,7274,5191,--,--,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,126,--,473,--,91,--,125,--,129,--,112,97,--,--,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,565,--,1024,--,451,--,889,--,422,--,693,518,--,--,--,--, 
 无形资产摊销(万元),--,26,--,53,--,22,--,32,--,14,--,28,15,--,--,--,--, 
 长期待摊费用摊销(万元),--,--,--,11,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-5,--,5,--,--,--,--,--,--,--,4,3,--,--,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,-303,--,-1,--,1,--,-1,--,-0,--,27,89,--,--,--,--, 
 投资损失(万元),--,-1087,--,-340,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-25,--,-69,--,11,--,-96,--,-38,--,-35,-27,--,--,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,92,--,-887,--,255,--,-139,--,218,--,-498,-785,--,--,--,--, 
 经营性应收项目的减少(万元),--,-2589,--,-9971,--,-2396,--,-868,--,-692,--,-2644,-3019,--,--,--,--, 
 经营性应付项目的增加(万元),--,-2061,--,5623,--,212,--,7,--,-848,--,388,1923,--,--,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,1033,--,-977,--,-63,--,-689,--,-98,--,-149,-14,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,1237,--,5038,--,3221,--,7465,--,3383,--,5200,3989,--,--,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),12313,11846,18480,15181,22377,--,12997,11330,9774,--,6560,6590,5243,4136,3668,3563,713, 
 现金的期初余额(万元),15181,15181,15181,11330,11330,--,11330,6590,6590,--,6590,5243,4136,3668,3563,713,462, 
 现金等价物的期末余额(万元),--,--,--,--,--,30019,--,--,--,8631,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,11330,--,--,--,6590,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-2869,-3335,3298,3851,11046,18689,1667,4740,3184,2041,-30,1347,1107,468,105,2850,250, 

