 报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5542,3334,9718,7398,5212,3147,10277,7600,5279,2895,8325,6385,4701,3140,8295,6380,4579,2451,7812,--,4069,2231,6267,4596,2973,2370, 
 支付的各项税费(万元),2405,1547,4876,3118,2213,1537,6711,4471,3025,1876,4206,3277,2435,1610,3861,2608,1704,1297,3368,--,1983,1171,2389,2219,1422,688, 
 支付的其他与经营活动有关的现金(万元),5339,2367,7149,5397,2831,1423,9360,4688,2819,1302,6480,3861,2597,1222,4120,4387,3024,1468,5702,--,2273,2368,5250,4162,3799,2577, 
 经营活动现金流出小计(万元),16958,10488,27744,21494,14090,8501,31208,20003,12477,6519,21215,15096,10676,6272,16687,13592,9454,5280,17163,--,8476,5802,14251,11688,8606,5705, 
 经营活动产生的现金流量净额(万元),-1853,-2345,10917,3717,702,-2176,14739,9836,1521,1142,6558,1754,533,521,5868,-1423,-1153,-2379,1590,-332,1466,-1076,-1915,1345,1812,1311, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,1410,1410,1410,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,22,22,22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,--,0,0,0,--,2,2,--,--,3,1,--,--,7,0,0,--,0,--,0,--,--,1,0,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,87,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1,0,0,0,0,0,1433,1433,1432,0,90,4,0,0,7,0,0,0,0,--,0,0,0,1,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),52,7,321,264,5,3,598,458,430,301,764,791,396,28,601,590,584,79,686,--,394,190,1078,781,1918,873, 
 投资所支付的现金(万元),--,--,5960,--,5960,3960,--,--,--,--,--,--,--,13494,--,2300,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,9504,15464,9504,9479,49114,48805,159,350,16127,15595,13390,--,828,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),52,7,15785,15728,15470,13443,49712,49263,589,651,16890,16385,13786,13521,1429,2890,584,79,686,--,394,203,1078,781,1918,873, 
 投资活动产生的现金流量净额(万元),-52,-7,-15785,-15728,-15469,-13443,-48279,-47830,842,-651,-16801,-16381,-13786,-13521,-1422,-2890,-584,-79,-685,--,-394,-203,-1078,-780,-1918,-873, 
 吸收投资收到的现金(万元),--,--,1483,1483,1483,936,84502,83143,81643,--,--,--,--,--,24852,11153,11152,11153,--,--,--,--,--,--,--,2860, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,936,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,3500,3500,2500,1500,6819,--,3319,1000,5200,2310,500,400, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,1900,1900,1900,--,13755,13820,13755,13758,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),0,0,1483,1483,1483,936,84502,83143,81643,0,1900,1900,1900,0,42107,28473,27407,26411,6819,--,3319,1000,5200,2310,500,3260, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,2000,2000,2000,1000,9060,7050,3050,1000,5269,--,2500,500,1500,500,600,200, 
 分配股利、利润或偿付利息所支付的现金(万元),--,--,2770,2770,2770,--,1440,1440,1440,--,1192,1192,1192,30,1362,1380,1227,100,359,--,181,74,1866,44,7,18, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,47,47,47,22,2101,2101,2101,--,10,10,10,1,13533,13438,13438,13465,--,--,--,9,--,--,--,--, 
 筹资活动现金流出小计(万元),0,0,2818,2818,2818,22,3541,3541,3541,0,3201,3201,3201,1030,23955,21869,17715,14565,5627,--,2681,583,3366,544,607,218, 
 筹资活动产生的现金流量净额(万元),0,0,-1334,-1334,-1334,914,80962,79602,78102,0,-1301,-1301,-1301,-1030,18153,6605,9693,11845,1191,--,638,417,1834,1766,-107,3042, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-1905,-2352,-6202,-13346,-16102,-14705,47422,41608,80466,491,-11544,-15929,-14554,-14030,22599,2292,7956,9387,2096,--,1710,-862,-1159,2331,-213,3481, 
 加:期初现金及现金等价物余额(万元),59368,59368,65570,65570,65983,65983,18148,18148,18148,18642,29692,29717,29717,29717,7093,7093,7093,7184,4997,--,4997,5001,6156,3826,4039,557, 
 期末现金及现金等价物余额(万元),57463,57016,59368,52224,49882,51279,65570,59756,98614,19133,18148,13788,15163,15687,29692,9386,15050,16571,7093,--,6707,4139,4997,6156,3826,4039, 
 净利润(万元),161,--,-30729,--,746,--,11136,--,1302,--,7069,--,687,--,5712,--,-311,--,4548,--,1400,--,4002,3905,2931,1594, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),627,--,40678,--,547,--,1413,--,734,--,1577,--,454,--,786,--,228,--,495,--,-29,--,549,202,152,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),65,--,169,--,85,--,221,--,128,--,305,--,169,--,525,--,271,--,514,--,255,--,457,423,304,--, 
 无形资产摊销(万元),488,--,1058,--,523,--,925,--,405,--,719,--,369,--,304,--,128,--,234,--,117,--,205,203,80,--, 
 长期待摊费用摊销(万元),9,--,24,--,29,--,140,--,54,--,137,--,73,--,196,--,104,--,370,--,191,--,511,69,21,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-1,--,-18,--,0,--,129,--,--,--,79,--,--,--,78,--,7,--,3,--,0,--,--,--,12,--, 
 固定资产报废损失(万元),3,--,--,--,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,--,--,--,5,--,0,--,0,--,39,--,39,--,326,--,200,--,362,--,183,--,205,45,7,--, 
 投资损失(万元),--,--,396,--,1,--,-20,--,-22,--,-3,--,--,--,-1,--,23,--,-10,--,6,--,18,-3,15,--, 
 递延所得税资产减少(万元),-88,--,-56,--,-198,--,-22,--,-55,--,-183,--,-176,--,-37,--,-4,--,-75,--,-82,--,548,-363,-166,--, 
 递延所得税负债增加(万元),-44,--,-100,--,--,--,-0,--,-55,--,-70,--,-35,--,-6,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),-1255,--,-1717,--,-2535,--,-404,--,243,--,191,--,105,--,81,--,-0,--,--,--,--,--,5,74,-79,--, 
 经营性应收项目的减少(万元),98,--,2025,--,338,--,875,--,-6991,--,-4992,--,-794,--,-2322,--,-1009,--,-4737,--,240,--,-7870,-3085,-2632,56, 
 经营性应付项目的增加(万元),-1915,--,-812,--,1156,--,346,--,5075,--,1691,--,-311,--,226,--,-787,--,-114,--,-815,--,-545,-135,1168,-386, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,703,--,--,--,-48,--,--,--,--,--,--,--,--,--,--,--,--,-110, 
 经营活动产生现金流量净额(万元),-1853,--,10917,--,702,--,14739,--,1521,--,6558,--,533,--,5868,--,-1153,--,1590,--,1466,--,-1915,1345,1812,1311, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),57463,57016,59368,52224,49856,51279,65570,59756,98614,19133,18148,13788,15163,15687,29692,9386,15050,16571,7093,--,6707,4139,4997,6156,3826,4039, 
 现金的期初余额(万元),59368,59368,65570,65570,65958,65983,18148,18148,18148,18642,29692,29717,29717,29717,7093,7093,7093,7184,4997,--,4997,5001,6156,3826,4039,557, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-1905,-2352,-6202,-13346,-16102,-14705,47422,41608,80466,491,-11544,-15929,-14554,-14030,22599,2292,7956,9387,2096,--,1710,-862,-1159,2331,-213,3481, 

