 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31, 
 购买商品、接受劳务支付的现金(万元),4451,27021,22062,14558,9668,31077,15017,4423,3696,6141,5206,3713,2539,8393,6019,4715,1787,8892,7032,4857,2778,15298,12767,17355,13242,12482,12819,6033, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),1630,7014,4951,3457,1872,4186,3045,1446,802,2905,2199,1385,650,2254,1892,1121,657,1997,1319,847,485,1494,941,909,725,661,549,385, 
 支付的各项税费(万元),1696,7224,5412,3534,1759,2951,441,130,90,1138,390,235,163,899,863,506,151,942,768,419,262,1703,1237,1275,829,931,625,303, 
 支付的其他与经营活动有关的现金(万元),4227,11155,8351,5458,3652,4988,18538,3227,2445,4752,3797,2369,2143,5242,1210,923,471,4644,3106,1839,834,4343,4294,3508,2335,3267,3581,1512, 
 经营活动现金流出小计(万元),12004,52414,40775,27006,16951,43201,37040,9226,7033,14935,11593,7702,5495,16788,9983,7265,3067,16475,12225,7961,4359,22838,19240,23047,17131,17340,17574,8232, 
 经营活动产生的现金流量净额(万元),4356,3563,-1129,-3009,-2113,-5076,-5973,-4059,-3225,-532,305,297,3726,-24,-595,-475,361,-604,-1987,-2364,-844,-5151,-10244,276,700,1241,3338,-173, 
 收回投资所收到的现金(万元),--,30,30,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,27,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,5,5,5,4,--,--,--,--,--,--,--,--,--,--,--,--,1,--,--,--,--,--,--,--,11,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),27366,54,--,--,--,8003,5805,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,2000,2000,--,--,--,--,--,--,--,55,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),27366,90,35,35,4,10003,7805,0,0,0,0,0,0,0,55,0,0,1,0,0,0,0,0,27,27,11,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),51,1867,1001,800,721,1098,804,715,591,921,1120,892,718,8719,8838,6347,3233,11336,3557,1448,1010,12400,2632,7894,3449,9012,475,353, 
 投资所支付的现金(万元),18500,--,20156,--,13800,--,51,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,66,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,20156,--,11961,6065,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,202,2000,2000,2000,--,--,--,--,--,--,68,68,68,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),18551,1867,21157,20956,14723,15059,8919,2715,591,921,1120,892,718,8719,8906,6414,3300,11336,3557,1448,1010,12400,2632,7894,3449,9078,475,353, 
 投资活动产生的现金流量净额(万元),8815,-1778,-21122,-20921,-14719,-5056,-1114,-2715,-591,-921,-1120,-892,-718,-8719,-8851,-6414,-3300,-11334,-3557,-1448,-1010,-12400,-2632,-7868,-3423,-9068,-475,-353, 
 吸收投资收到的现金(万元),11634,--,--,--,--,--,51,--,--,--,--,--,--,1095,920,620,620,700,400,400,--,39052,39052,--,--,7722,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,920,620,--,--,400,400,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,38920,38920,36000,36000,4500,5000,4000,4000,--,3500,3500,--,3000,3000,3000,--,12000,4000,2334,--,9468,5468,6000,2000,3500,4580,500, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),46280,19135,18300,16500,9800,32561,11875,11115,100,4302,--,--,--,--,--,--,--,--,1,--,--,--,--,221,--,73,109,51, 
 筹资活动现金流入小计(万元),57914,58055,57220,52500,45800,37061,16926,15115,4100,4302,3500,3500,0,4095,3920,3620,620,12700,4401,2734,0,48520,44520,6221,2000,11295,4689,551, 
 偿还债务支付的现金(万元),27000,410,410,270,210,4090,4000,--,--,3000,3000,3000,3000,7200,3800,1300,500,6300,5500,5000,2500,12968,5468,1000,1000,2080,500,--, 
 分配股利、利润或偿付利息所支付的现金(万元),927,3446,2055,1296,85,624,385,325,178,517,247,164,81,1417,866,409,104,924,1095,714,111,897,718,584,366,1080,117,14, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),41810,71026,43711,41571,35211,3881,3020,960,215,40,--,--,--,--,--,--,-2,--,--,--,--,408,408,260,50,110,118,10, 
 筹资活动现金流出小计(万元),69737,74882,46176,43137,35506,8595,7405,1285,393,3557,3247,3164,3081,8617,4666,1709,602,7224,6595,5714,2611,14273,6594,1844,1416,3270,734,24, 
 筹资活动产生的现金流量净额(万元),-11823,-16827,11044,9363,10294,28466,9521,13831,3707,745,253,336,-3081,-4522,-746,1911,18,5476,-2194,-2981,-2611,34247,37926,4377,584,8025,3955,526, 
 汇率变动对现金及现金等价物的影响(万元),--,-17,--,--,-3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),1348,-15058,-11206,-14567,-6541,18334,2434,7056,-109,-708,-562,-259,-74,-13265,-10191,-4978,-2922,-6463,-7738,-6793,-4465,16696,25050,-3215,-2139,198,6817,1, 
 加:期初现金及现金等价物余额(万元),3659,18718,18718,18718,18718,384,384,384,384,1092,1092,1092,1092,14357,14357,14357,14357,20820,20820,20820,20820,4124,4124,7339,7339,7141,323,323, 
 期末现金及现金等价物余额(万元),5007,3659,7511,4151,12177,18718,2818,7440,274,384,530,833,1018,1092,4165,9379,11435,14357,13082,14027,16355,20820,29173,4124,5200,7339,7141,323, 
 净利润(万元),--,-1788,--,-694,--,3840,--,-3582,--,-6657,--,-2170,--,-2050,--,1018,--,2471,--,1416,--,4496,--,6041,4213,4764,2339,434, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,2568,--,-406,--,2359,--,602,--,1286,--,-21,--,390,--,45,--,987,--,325,--,1259,--,212,215,545,422,124, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1592,--,800,--,1497,--,709,--,1915,--,965,--,1316,--,540,--,735,--,360,--,655,--,607,449,298,197,155, 
 无形资产摊销(万元),--,157,--,56,--,161,--,74,--,148,--,68,--,114,--,46,--,72,--,35,--,71,--,70,52,30,10,9, 
 长期待摊费用摊销(万元),--,102,--,52,--,99,--,106,--,43,--,34,--,43,--,21,--,44,--,18,--,46,--,46,34,46,46,45, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,-4,--,64,--,--,--,-10,--,-5,--,1,--,--,--,0,--,--,--,--,--,--,--,35,0,--, 
 固定资产报废损失(万元),--,26,--,9,--,--,--,1,--,2,--,--,--,0,--,1,--,0,--,1,--,2,--,5,--,20,1,1, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,3877,--,1502,--,266,--,--,--,24,--,-0,--,442,--,237,--,390,--,142,--,897,--,843,438,361,234,24, 
 投资损失(万元),--,540,--,16,--,-2563,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-355,--,97,--,-567,--,-107,--,-249,--,-6,--,-111,--,-1,--,-209,--,-52,--,-199,--,-57,-34,-81,-60,-19, 
 递延所得税负债增加(万元),--,-6,--,--,--,56,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-951,--,-4261,--,-1355,--,-1663,--,-655,--,-2236,--,-4480,--,-2420,--,-4237,--,32,--,431,--,-1271,-2140,-997,-1472,684, 
 经营性应收项目的减少(万元),--,-482,--,2523,--,-10352,--,2305,--,629,--,2040,--,7711,--,3797,--,-4114,--,-3640,--,-9150,--,-5773,-8089,-6587,-10388,-2847, 
 经营性应付项目的增加(万元),--,-1715,--,-2698,--,1419,--,-2504,--,2990,--,1626,--,-3401,--,-3759,--,3256,--,-1001,--,-3657,--,-447,5562,2808,12007,1217, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,3563,--,-3009,--,-5076,--,-4059,--,-532,--,297,--,-24,--,-475,--,-604,--,-2364,--,-5151,--,276,700,1241,3338,-173, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),5007,3659,7511,4151,12177,18718,2818,7440,274,384,530,833,1018,1092,4165,9379,11435,14357,13082,14027,16355,20820,29173,4124,5200,7339,7141,323, 
 现金的期初余额(万元),3659,18718,18718,18718,18718,384,384,384,384,1092,1092,1092,1092,14357,14357,14357,14357,20820,20820,20820,20820,4124,4124,7339,7339,7141,323,323, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),1348,-15058,-11206,-14567,-6541,18334,2434,7056,-109,-708,-562,-259,-74,-13265,-10191,-4978,-2922,-6463,-7738,-6793,-4465,16696,25050,-3215,-2139,198,6817,1, 

