 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-03-31,2006-12-31,2005-12-31, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 支付给职工以及为职工支付的现金(万元),12062,33174,24733,18085,10564,27254,21451,14932,9037,24422,17596,12178,7342,15986,11186,7149,3213,12072,9718,7122,3604,10185,8155,5792,2766,8248,6710,5134,2920,7905,6004,4466,2539,4997,3627,2238,1291,4950,3351,2336,1190,3065,1219,2554,1847, 
 支付的各项税费(万元),8565,31073,27459,17295,15774,26710,21739,14268,8104,27296,21136,14413,8074,13444,9711,6761,1235,13601,11158,6564,5102,13376,9046,5466,4004,11718,8786,6698,4496,9475,6975,4624,2855,8017,5797,3547,1935,7005,5985,4178,2145,5293,2037,5191,4810, 
 支付的其他与经营活动有关的现金(万元),5111,12448,10925,6490,3612,11086,8660,5986,2923,10218,9439,4352,2171,5979,6259,3670,2884,7581,5599,3448,1552,8073,5342,3490,1910,6452,4354,2650,1362,5370,4174,2430,1017,4775,4199,2688,1365,4276,4613,2873,1715,5349,1429,3176,7818, 
 经营活动现金流出小计(万元),46449,159755,123763,79761,48143,134922,101789,65037,34005,124877,93097,60289,31499,75843,54816,35171,15251,59279,45020,27768,16289,54965,40299,26683,14508,42158,31485,21923,12577,38980,29247,19426,10566,32641,23131,14493,7387,28644,22237,14760,7503,22894,7088,25080,26385, 
 经营活动产生的现金流量净额(万元),-6373,26495,21357,5035,-13794,63822,48277,30774,15077,76242,51862,28264,6996,46596,38749,31787,13291,-9011,505,-1236,-9184,26346,14045,9948,-1861,17803,10400,4604,-226,20021,11427,5847,-1387,11601,5768,1690,-1462,10764,7504,8026,2540,17571,2392,5358,5402, 
 收回投资所收到的现金(万元),--,119616,90476,78430,500,63870,33495,20400,--,12800,200,200,200,78710,4700,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 取得投资收益所收到的现金(万元),4,32346,28718,28416,--,71551,394,431,--,1092,0,0,0,3286,1,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),6,28,11,9,1,72,52,52,4,1854,1876,1873,1873,6,6,6,1,0,0,0,--,1,1,1,--,4,0,--,--,--,--,--,--,0,0,0,0,2,0,--,--,307,--,0,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,11248,11267,11267,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收到的其他与投资活动有关的现金(万元),--,8130,103,103,--,740,740,740,--,5741,4536,4165,--,18191,4257,4257,4738,--,--,--,--,1466,1330,--,--,659,--,--,--,870,720,720,--,1000,--,--,--,--,--,--,--,0,--,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 投资活动现金流入小计(万元),10,171367,130575,118225,501,136233,34681,21623,4,21488,6612,6239,2074,100194,8964,4264,4739,0,0,0,0,1467,1331,1,0,663,0,0,0,870,720,720,--,1000,0,0,0,2,0,--,--,307,--,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2851,15784,10463,7765,2946,14749,11624,8207,3382,14539,10444,4508,3432,6506,5288,4521,2237,12968,12084,9345,5583,14970,11372,9250,3248,17680,9706,3442,1086,8921,7328,4075,417,6099,5453,4765,3490,2923,1359,525,312,2446,233,1208,2169, 
 投资所支付的现金(万元),862,274373,193453,193453,38000,157615,73730,68799,6505,87390,87390,69390,49605,64700,64500,4500,4500,14200,14000,14000,--,--,--,--,--,118,100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,7293,--,--,--,36107,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-55,--,--,--,579,--,0,0, 
 支付的其他与投资活动有关的现金(万元),--,17683,10029,10029,--,4326,3,3,2,1433,26,21,--,--,--,--,86,100,100,--,--,--,--,--,--,--,--,--,--,1306,1224,640,--,--,--,--,--,--,--,--,--,196,821,560,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 投资活动现金流出小计(万元),3713,315133,213945,211247,40946,212797,85357,77009,9888,103362,97861,73919,53037,71206,69788,9021,6823,27268,26184,23345,5583,14970,11372,9250,3248,17797,9806,3442,1086,10227,8552,4715,417,6099,5453,4765,3490,2868,1359,525,312,3221,1054,1768,2169, 
 投资活动产生的现金流量净额(万元),-3704,-143765,-83370,-93022,-40445,-76565,-50676,-55387,-9884,-81874,-91249,-67680,-50964,28988,-60824,-4757,-2084,-27268,-26184,-23345,-5583,-13503,-10041,-9250,-3248,-17134,-9806,-3442,-1086,-9357,-7832,-3995,-417,-5099,-5453,-4765,-3490,-2865,-1359,-525,-312,-2914,-1054,-1768,-2169, 
 吸收投资收到的现金(万元),3818,3746,3746,3746,4018,240,--,--,--,68084,64100,64100,--,52882,47724,47724,--,--,--,--,--,431,75,75,--,699,75,--,--,300,225,150,75,--,--,--,--,48834,48834,48834,--,98,--,0,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,100,100,100,100,240,--,--,--,130,80,80,--,--,--,--,--,--,--,--,--,431,75,75,--,699,75,--,--,300,225,150,75,--,--,--,--,--,--,--,--,98,--,0,0, 
 取得借款收到的现金(万元),45000,109600,66600,66600,66600,45000,30000,30000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3500,3500,2000,--,4404,4307,4307,4390,5900,5300,8400,6400, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,35600,35600,35600,35600,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 收到其他与筹资活动有关的现金(万元),26,3277,136,105,--,1265,887,870,4,163,162,71,--,772,5558,481,0,20,20,12,5,285,--,--,--,630,--,--,--,--,--,--,--,--,--,--,--,--,98,--,--,0,--,321,0, 
 筹资活动现金流入小计(万元),48843,116623,70481,70451,70618,46505,30887,30870,4,68248,64262,64171,0,53654,53282,48205,0,35620,35620,35612,35605,716,75,75,0,1329,75,0,0,300,225,150,75,3500,3500,2000,0,53238,53239,53141,4390,5998,5300,8721,6400, 
 偿还债务支付的现金(万元),36000,47400,32400,32400,2400,--,--,--,--,--,--,--,--,7211,7211,7211,1200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6395,2895,2895,2895,5200,5200,3200,3200,7800,3100,8500,8090, 
 分配股利、利润或偿付利息所支付的现金(万元),3821,21845,20430,15134,2720,17243,16697,16205,2016,15678,15668,15668,2016,8052,8047,8047,2147,2448,2448,2448,--,13600,13600,13600,--,10920,10920,9201,--,12053,12053,12053,39,12973,12948,12911,98,5255,5152,5115,5058,9332,2588,3710,559, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,40,40,40,--,53,53,53,39,20,--,--,--,--,--,--,--,0,--,0,0, 
 支付其他与筹资活动有关的现金(万元),3111,--,--,--,--,--,--,--,--,177,177,177,25,1875,55,55,6,12,12,12,--,43,--,--,--,--,--,--,--,--,--,--,--,75,75,75,--,495,482,2126,87,251,1,4,2, 
 筹资活动现金流出小计(万元),42933,69245,52830,47534,5120,17243,16697,16205,2016,15856,15846,15846,2041,17137,15312,15312,3353,2460,2460,2460,0,13643,13600,13600,0,10920,10920,9201,0,12053,12053,12053,39,19443,15917,15881,2992,10950,10834,10440,8344,17383,5690,12214,8651, 
 筹资活动产生的现金流量净额(万元),5911,47378,17652,22917,65499,29262,14191,14665,-2012,52392,48416,48326,-2041,36517,37969,32893,-3353,33160,33160,33152,35605,-12927,-13525,-13525,0,-9591,-10845,-9201,0,-11753,-11828,-11903,36,-15943,-12417,-13881,-2992,42288,42405,42701,-3955,-11385,-390,-3493,-2251, 
 汇率变动对现金及现金等价物的影响(万元),-54,-108,-65,-79,-15,182,49,30,-8,76,59,49,49,-8,-8,-9,-17,-114,-110,-95,1,5,22,20,1,-31,-28,-24,-16,-32,13,-13,-1,-7,-7,-5,-4,-38,-37,-33,-13,5,2,9,-13, 
 现金及现金等价物净增加额(万元),-4220,-70001,-44426,-65148,11245,16702,11840,-9918,3173,46836,9088,8958,-45959,112092,15887,59914,7837,-3233,7371,8476,20839,-80,-9499,-12807,-5107,-8953,-10279,-8063,-1327,-1120,-8218,-10065,-1770,-9448,-12109,-16961,-7948,50149,48513,50169,-1741,3277,950,107,967, 
 加:期初现金及现金等价物余额(万元),138583,208584,208589,208584,208584,191883,191883,191883,191883,145047,145047,145047,145047,32954,32954,32954,32954,36187,36187,36187,36187,36267,36267,36267,36267,45220,45220,45220,45220,46340,46340,46340,46340,55788,55788,55788,55788,5639,5639,5639,5639,2363,2363,2256,1289, 
 期末现金及现金等价物余额(万元),134364,138583,164163,143436,219829,208584,203723,181965,195055,191883,154135,154005,99087,145047,48842,92869,40791,32954,43558,44664,57027,36187,26768,23460,31160,36267,34941,37157,43892,45220,38122,36275,44570,46340,43679,38827,47840,55788,54152,55808,3899,5639,3313,2363,2256, 
 净利润(万元),--,83195,--,70723,--,165041,--,67030,--,148043,--,84905,--,51051,--,17295,--,14252,--,8560,--,22389,--,6711,--,19945,--,7964,--,18540,--,7069,--,13677,--,5200,0,10518,0,6381,--,8163,--,5071,5124, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 资产减值准备(万元),--,4357,--,3090,--,1387,--,600,--,1527,--,743,--,-78,--,152,--,518,--,395,--,249,--,11,--,218,--,76,--,65,--,42,--,40,--,137,--,-80,--,-144,--,588,--,161,146, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,11886,--,5965,--,10268,--,4929,--,9342,--,4651,--,5404,--,2593,--,1624,--,692,--,1386,--,733,--,1395,--,652,--,1246,--,611,--,1578,--,767,0,1391,0,676,--,1665,--,1127,899, 
 无形资产摊销(万元),--,2441,--,1203,--,958,--,474,--,939,--,468,--,560,--,256,--,105,--,52,--,104,--,52,--,104,--,49,--,90,--,44,--,90,--,46,--,23,--,7,--,10,--,0,0, 
 长期待摊费用摊销(万元),--,830,--,365,--,238,--,113,--,312,--,193,--,57,--,10,--,6,--,3,--,6,--,3,--,6,--,3,--,6,--,3,--,6,--,3,--,8,--,8,--,0,--,0,0, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-19,--,7,--,4,--,22,--,25,--,3,--,89,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,--,--,--,236,--,-29,33, 
 固定资产报废损失(万元),--,191,--,--,--,22,--,--,--,--,--,--,--,--,--,28,--,5,--,5,--,7,--,7,--,24,--,13,--,0,--,0,--,41,--,16,--,20,--,47,--,105,--,0,0, 
 公允价值变动损失(万元),--,17828,--,-10692,--,-15648,--,-25244,--,-86522,--,-65373,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 财务费用(万元),--,7046,--,3235,--,2970,--,943,--,839,--,965,--,2081,--,1279,--,1767,--,569,--,-285,--,--,--,-630,--,--,--,--,--,--,--,154,--,101,--,251,--,267,--,408,--,386,406, 
 投资损失(万元),--,-42693,--,-39035,--,-67231,--,-428,--,-971,--,21,--,-3146,--,-1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12,--,45,--,116,--,116,--,141,--,0,0, 
 递延所得税资产减少(万元),--,-664,--,-24,--,576,--,540,--,-1430,--,-535,--,-404,--,284,--,-96,--,149,--,-165,--,117,--,39,--,216,--,177,--,345,--,-164,--,9,--,34,--,-29,--,91,--,-49,-81, 
 递延所得税负债增加(万元),--,-2943,--,1500,--,2137,--,3883,--,12943,--,9671,--,-81,--,-37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,0,0, 
 存货的减少(万元),--,-36392,--,-16599,--,-2867,--,-2502,--,-2017,--,-6092,--,463,--,-1440,--,-10587,--,-1672,--,-2372,--,-3797,--,1979,--,-532,--,-2897,--,-3338,--,-3202,--,-2088,--,-4178,--,-1769,--,-671,--,147,1813, 
 经营性应收项目的减少(万元),--,-11040,--,-357,--,-48722,--,-13626,--,-4596,--,7804,--,-22199,--,6841,--,-6032,--,-3802,--,-1895,--,-12049,--,-5319,--,525,--,1458,--,487,--,-1517,--,-2257,0,2622,0,2950,--,7349,--,-1109,-3467, 
 经营性应付项目的增加(万元),--,-8024,--,-14686,--,12921,--,-6844,--,-6798,--,-11476,--,7702,--,1786,--,-7412,--,-6187,--,6923,--,18161,--,42,--,-4363,--,1336,--,585,--,887,--,-286,0,12,0,-484,--,-379,--,-346,527, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 其他(万元),--,495,--,339,--,1768,--,884,--,4607,--,2317,--,5097,--,2741,--,-3161,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-135,--,0,0, 
 经营活动产生现金流量净额(万元),--,26495,--,5035,--,63822,--,30774,--,76242,--,28264,--,46596,--,31787,--,-9011,--,-1236,--,26346,--,9948,--,17803,--,4604,--,20021,--,5847,--,11601,--,1690,--,10764,--,8026,--,17571,--,5358,5402, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 现金的期末余额(万元),134364,138583,164163,143436,219829,208584,203723,181965,195055,191883,154135,154005,99087,145047,48842,92869,40791,32954,43558,44664,57027,36187,26768,23460,31160,36267,34941,37157,43892,45220,38122,36275,44570,46340,43679,38827,47840,55788,54152,55808,3899,5639,3313,2363,2256, 
 现金的期初余额(万元),138583,208584,208589,208584,208584,191883,191883,191883,191883,145047,145047,145047,145047,32954,32954,32954,32954,36187,36187,36187,36187,36267,36267,36267,36267,45220,45220,45220,45220,46340,46340,46340,46340,55788,55788,55788,55788,5639,5639,5639,5639,2363,2363,2256,1289, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0, 
 现金及现金等价物的净增加额(万元),-4220,-70001,-44426,-65148,11245,16702,11840,-9918,3173,46836,9088,8958,-45959,112092,15887,59914,7837,-3233,7371,8476,20839,-80,-9499,-12807,-5107,-8953,-10279,-8063,-1327,-1120,-8218,-10065,-1770,-9448,-12109,-16961,-7948,50149,48513,50169,-1741,3277,950,107,967, 

