 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 投资活动现金流入小计(万元),137077,122147,73881,54557,10670,63751,7968,5611,2350,6966,2184,74,466,7117,3717,3509,3356,858,514,511,1180,18,11, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),70901,216142,216357,145205,45955,162387,131805,77557,29759,62952,48189,15726,5870,41162,28329,14917,6001,45744,28182,51260,38027,7324,6023, 
 投资所支付的现金(万元),3000,230927,245858,246185,167003,192845,1477,1477,1158,18013,--,--,--,3973,951,1,--,--,--,300,53,11,400, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,66342,19009,--,--,--,--,--,--,--,--,--,--,--,--,863,--,--, 
 支付的其他与投资活动有关的现金(万元),--,19988,18957,18957,18806,89356,89356,18340,4610,33685,18340,14943,1563,4042,4042,--,--,5553,10194,124,406,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),73901,467057,481172,410347,231764,444587,288979,116384,35527,114650,66528,30670,7433,49177,33322,14918,6001,51297,38376,51684,39348,7335,6423, 
 投资活动产生的现金流量净额(万元),63176,-344910,-407291,-355790,-221094,-380836,-281011,-110773,-33176,-107684,-64345,-30595,-6967,-42060,-29605,-11410,-2645,-50438,-37862,-51174,-38168,-7318,-6412, 
 吸收投资收到的现金(万元),--,--,--,--,--,235223,235223,235223,--,95724,95675,95675,95675,311,278,278,--,--,--,--,10392,168,1000, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,421,421,421,--,49,--,--,--,311,278,278,--,--,--,--,192,55,--, 
 取得借款收到的现金(万元),178518,494885,465235,378924,234117,261280,206160,188509,100837,127921,86852,73319,17325,80866,63266,48622,43165,80459,80700,100894,30780,6284,5235, 
 发行债券收到的现金(万元),50000,100000,100000,100000,--,--,--,--,--,10000,10000,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,64125,63500,18611,13897,43155,25783,25783,4090,53064,17715,9715,7139,10605,--,--,--,--,1056,1259,--,--,--, 
 筹资活动现金流入小计(万元),228518,659009,628735,497534,248013,539658,467165,449514,104927,286709,210242,178708,120139,91782,63545,48901,43165,80459,81756,102152,41172,6452,6235, 
 偿还债务支付的现金(万元),178795,397020,257683,190383,40837,130486,112231,48231,18448,89673,58717,48291,27391,98099,69499,53504,34867,92555,84995,43047,6424,5141,3150, 
 分配股利、利润或偿付利息所支付的现金(万元),10717,25445,21866,6747,2510,13414,12154,8963,2605,11568,10921,1300,845,8343,7452,6592,5251,8734,6366,4246,924,306,282, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,40,40,40,40,240,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),12795,29807,30902,12583,3261,46180,46495,43682,40454,40877,32581,25191,7301,31690,31636,98,43,322,343,405,2306,25,--, 
 筹资活动现金流出小计(万元),202306,452272,310450,209713,46608,190080,170881,100877,61508,142118,102218,74782,35537,138131,108587,60193,40161,101611,91703,47698,9655,5472,3432, 
 筹资活动产生的现金流量净额(万元),26212,206737,318285,287822,201405,349578,296284,348638,43419,144591,108024,103926,84602,-46349,-45042,-11293,3004,-21153,-9947,54454,31517,980,2803, 
 汇率变动对现金及现金等价物的影响(万元),-1256,-1232,-796,-351,245,65,-616,189,3,450,366,-44,36,-66,-107,-162,4,-216,19,-42,-13,-9,1, 
 现金及现金等价物净增加额(万元),105556,-30565,-42730,-17514,-18920,19648,41304,252364,15195,81416,48513,46691,69697,-6962,-17446,2130,2198,13702,3259,12654,9985,-645,1000, 
 加:期初现金及现金等价物余额(万元),104535,135101,135101,135101,135101,115453,115453,115453,115453,34037,34037,34037,34037,40999,40999,40999,40999,27296,24038,11383,1399,2044,1044, 
 期末现金及现金等价物余额(万元),210092,104535,92370,117587,116181,135101,156757,367816,130647,115453,82550,80728,103734,34037,23553,43129,43197,40999,27296,24038,11383,1399,2044, 
 净利润(万元),--,67631,--,30985,--,48543,--,15458,--,25763,--,23222,--,43835,33825,25271,--,43614,16584,11100,--,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,5970,--,3853,--,3121,--,1405,--,279,--,1212,--,997,804,159,--,820,400,673,--,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,63816,--,28572,--,44863,--,20123,--,30571,--,14005,--,22541,16016,10029,--,15544,10480,6570,--,--,--, 
 无形资产摊销(万元),--,926,--,422,--,656,--,247,--,398,--,166,--,255,187,124,--,239,230,188,--,--,--, 
 长期待摊费用摊销(万元),--,1607,--,706,--,1431,--,665,--,545,--,248,--,365,284,171,--,410,489,67,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,922,--,996,--,3021,--,27,--,158,--,128,--,149,127,120,--,576,37,135,--,--,--, 
 固定资产报废损失(万元),--,532,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,-385,--,-357,--,-858,--,--,--,38,--,-30,--,4,-12,-4,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,25913,--,11457,--,7966,--,3318,--,6582,--,3126,--,7745,5369,2278,--,5394,6191,4795,--,--,--, 
 投资损失(万元),--,-11663,--,-1683,--,-893,--,-550,--,-419,--,--,--,-38,0,1,--,-91,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-7613,--,-4507,--,640,--,-94,--,-475,--,-190,--,-469,-873,-48,--,-8,-514,-165,--,--,--, 
 递延所得税负债增加(万元),--,-438,--,-398,--,-618,--,--,--,-10,--,-3,--,-2,2,0,--,-9,-4,6,--,--,--, 
 存货的减少(万元),--,-84496,--,-48960,--,-14840,--,-6937,--,-5156,--,-3094,--,-24194,-38388,-13310,--,-13683,-15,-7880,--,--,--, 
 经营性应收项目的减少(万元),--,-202560,--,-95316,--,-205362,--,-82585,--,-43278,--,-68982,--,-87993,-74687,-73734,--,-54793,-13010,-16626,--,--,--, 
 经营性应付项目的增加(万元),--,248679,--,125035,--,163171,--,63233,--,29062,--,3598,--,118319,114655,73939,--,87496,30181,10551,--,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,0,--,0,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,108840,--,50805,--,50841,--,14310,--,44059,--,-26596,--,81513,57308,24995,--,85509,51049,9416,--,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),210092,104535,92370,117587,116181,135101,156757,367816,130647,115453,82550,80728,103734,34037,23553,43129,43197,40999,27296,24038,11383,1399,2044, 
 现金的期初余额(万元),104535,135101,135101,135101,135101,115453,115453,115453,115453,34037,34037,34037,34037,40999,40999,40999,40999,27296,24038,11383,1399,2044,1044, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),105556,-30565,-42730,-17514,-18920,19648,41304,252364,15195,81416,48513,46691,69697,-6962,-17446,2130,2198,13702,3259,12654,9985,-645,1000, 

