 报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),7172,4003,12635,10016,6855,3644,11750,8899,6286,4005,12813,10284,6858,4543,9860,6461,4646,2617,6460,--,2827,1741,4364,3730,3427,1383, 
 支付的各项税费(万元),1016,603,2003,1459,748,534,1580,1257,890,258,3059,3724,1679,1153,3417,2745,1592,914,3351,--,1534,796,2239,1865,960,408, 
 支付的其他与经营活动有关的现金(万元),4118,2073,7322,5329,3627,1822,8435,4840,2120,1027,6156,6022,5422,3327,8530,8169,3926,1448,4375,--,1400,567,1678,2118,2955,1197, 
 经营活动现金流出小计(万元),27206,14266,49654,34955,22879,11980,41321,30984,21775,11903,50136,40519,28932,16882,41554,30037,18354,7808,35141,--,15338,5790,21415,18797,16916,7366, 
 经营活动产生的现金流量净额(万元),2973,895,23454,16174,11576,7709,11053,7510,5362,2006,20666,13111,7934,6277,23958,14905,9560,6785,20382,20489,8507,4548,14750,14433,12142,7693, 
 收回投资所收到的现金(万元),14000,13000,32500,19500,15500,15500,48000,44500,30500,16400,34000,23500,8000,3000,326,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),239,159,260,161,135,135,484,442,255,123,747,460,435,112,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),341,18,165,128,98,--,532,530,285,--,1717,145,74,145,--,--,--,--,--,--,--,--,4,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),1268,423,2175,1314,790,397,931,667,442,133,2121,2120,1065,527,1877,828,337,132,9702,--,125,75,664,301,208,135, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),15848,13600,35100,21103,16523,16032,49947,46139,31481,16656,38585,26225,9574,3784,2203,828,337,132,9702,--,125,75,668,301,208,135, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3658,1660,9867,8862,7239,3809,13019,10722,6389,2430,46104,39881,39624,36462,22955,15439,9318,3040,27968,--,15220,5314,9057,10120,5543,1568, 
 投资所支付的现金(万元),5000,1000,37300,20500,10500,10500,37000,36000,30000,15500,46000,34000,18500,2000,10000,2000,2000,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),8658,2660,47167,29362,17739,14309,50019,46722,36389,17930,92104,73881,58124,38462,32955,17439,11318,3040,27968,--,15220,5314,9057,10120,5543,1568, 
 投资活动产生的现金流量净额(万元),7190,10940,-12067,-8259,-1216,1723,-71,-583,-4908,-1274,-53519,-47656,-48551,-34678,-30752,-16611,-10981,-2908,-18266,--,-15095,-5238,-8390,-9819,-5334,-1433, 
 吸收投资收到的现金(万元),2125,--,8354,8354,8354,--,--,--,--,--,--,--,--,--,66736,66736,66736,66736,--,--,--,--,--,--,3649,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,5000,5011,5011,5009,3681,1854,--,--,17589,--,7429,--,6481,3956,3000,3000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,1967,1967,1967,--,--,--,--,35252,--,--,--,--,2937,--,--,--, 
 筹资活动现金流入小计(万元),2125,0,8354,8354,8354,0,0,0,0,0,6967,6977,6977,5009,70417,68590,66736,101988,17589,--,7429,0,9417,3956,6649,3000, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,6836,6846,6846,5002,3675,1833,1833,1829,15701,--,--,--,10314,2000,5000,3000, 
 分配股利、利润或偿付利息所支付的现金(万元),1927,--,1156,1156,1156,--,2494,2494,2494,--,4101,4101,4101,2,3417,3410,3410,10,3052,--,3000,0,3196,3064,4132,155, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),3,--,17,17,17,--,--,--,--,--,--,--,--,7,1967,--,--,5135,--,--,--,--,--,2937,--,--, 
 筹资活动现金流出小计(万元),1930,0,1173,1173,1173,0,2494,2494,2494,0,10937,10948,10948,5011,9059,5243,5243,6974,18753,--,3000,0,13510,8001,9132,3155, 
 筹资活动产生的现金流量净额(万元),195,0,7181,7181,7181,0,-2494,-2494,-2494,0,-3970,-3970,-3970,-3,61359,63347,61493,95014,-1163,--,4429,-0,-4093,-4045,-2483,-155, 
 汇率变动对现金及现金等价物的影响(万元),90,-488,-1491,-12,-865,-144,230,216,117,-115,1466,1546,920,782,-537,107,136,135,-453,--,-231,-85,-26,-553,-100,-42, 
 现金及现金等价物净增加额(万元),10448,11347,17077,15084,16675,9288,8718,4650,-1923,617,-35358,-36970,-43667,-27622,54028,61747,60207,99026,499,--,-2390,-776,2242,17,4224,6063, 
 加:期初现金及现金等价物余额(万元),69154,69154,52077,52077,52077,52077,43358,43358,43358,43358,78716,78716,78716,78716,24689,24689,24689,24689,24190,--,24190,24190,21948,21931,17707,11644, 
 期末现金及现金等价物余额(万元),79602,80501,69154,67160,68751,61365,52077,48009,41436,43975,43358,41747,35049,51095,78716,86436,84896,123715,24689,--,21800,23414,24190,21948,21931,17707, 
 净利润(万元),2422,--,9569,--,5252,--,5275,--,2592,--,11328,--,6904,--,19631,--,8630,--,15373,--,7243,--,13791,11468,9074,5091, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),14,--,-36,--,-11,--,145,--,6,--,-293,--,-193,--,87,--,37,--,227,--,4,--,40,17,3,5, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),5780,--,12055,--,6061,--,11680,--,5807,--,11244,--,5416,--,6666,--,2960,--,4300,--,1999,--,3394,2329,2181,2084, 
 无形资产摊销(万元),146,--,288,--,143,--,284,--,142,--,263,--,121,--,27,--,11,--,9,--,2,--,5,5,5,5, 
 长期待摊费用摊销(万元),43,--,86,--,43,--,58,--,23,--,41,--,17,--,29,--,20,--,161,--,140,--,295,510,540,523, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-127,--,-123,--,-93,--,332,--,-3,--,2182,--,1190,--,1,--,0,--,1,--,1,--,-1,0,--,--, 
 固定资产报废损失(万元),4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),-1312,--,-358,--,71,--,-939,--,-552,--,-2879,--,-1965,--,-797,--,-458,--,145,--,90,--,-470,217,15,56, 
 投资损失(万元),-239,--,-260,--,-135,--,-484,--,-255,--,-747,--,-435,--,-326,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),-108,--,-502,--,16,--,-44,--,--,--,22,--,116,--,-19,--,9,--,-5,--,14,--,-79,-4,40,45, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),-723,--,-2772,--,-2364,--,-782,--,-802,--,1874,--,706,--,-2037,--,-424,--,-1879,--,-879,--,-196,179,-1147,244, 
 经营性应收项目的减少(万元),-1018,--,1631,--,520,--,-4704,--,1078,--,4221,--,359,--,-5001,--,-2313,--,-1444,--,-899,--,-1690,-715,29,-78, 
 经营性应付项目的增加(万元),-2367,--,1419,--,1820,--,1206,--,-2135,--,-5409,--,-3712,--,6432,--,1088,--,3494,--,792,--,-339,427,1401,-282, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),458,--,2458,--,253,--,-973,--,-540,--,-1179,--,-591,--,-733,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),2973,--,23454,--,11576,--,11053,--,5362,--,20666,--,7934,--,23958,--,9560,--,20382,--,8507,--,14750,14433,12142,7693, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),79602,80501,69154,67160,68751,61365,52077,48009,41436,43975,43358,41747,35049,51095,78716,86436,84896,123715,24689,--,21800,23414,24190,21948,21931,17707, 
 现金的期初余额(万元),69154,69154,52077,52077,52077,52077,43358,43358,43358,43358,78716,78716,78716,78716,24689,24689,24689,24689,24190,--,24190,24190,21948,21931,17707,11644, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),10448,11347,17077,15084,16675,9288,8718,4650,-1923,617,-35358,-36970,-43667,-27622,54028,61747,60207,99026,499,--,-2390,-776,2242,17,4224,6063, 

