 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31, 
 经营活动现金流入小计(万元),3868,15608,10665,7161,2536,13067,8549,5777,3056,12672,10347,5962,3828,13846,7893,4970,2230,10599,7953,5619,3201,11231,7982,4486,33590,29699,15475,2080,2882, 
 购买商品、接受劳务支付的现金(万元),1638,4392,4058,2380,858,2232,2355,1544,737,1412,2100,1110,410,2108,2212,1179,391,1803,1573,1130,400,3537,3335,2750,11696,10991,4215,701,706, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),1963,4054,3064,2213,1446,3879,3090,2382,1540,3527,2752,2078,1382,3144,2530,1870,1233,3470,2756,2201,1641,3148,2657,2080,2710,2252,1166,527,450, 
 支付的各项税费(万元),566,1492,1188,555,257,979,617,283,282,2100,1592,1301,529,2216,1584,1109,481,2119,1614,942,628,3868,3264,2364,6198,4085,1109,246,420, 
 支付的其他与经营活动有关的现金(万元),396,3417,1061,681,206,2670,1023,709,407,2883,1050,742,285,1907,1168,701,356,1735,1388,765,483,1545,1188,544,1155,919,784,390,416, 
 经营活动现金流出小计(万元),4562,13355,9372,5828,2767,9760,7085,4918,2966,9923,7494,5232,2606,9374,7493,4860,2461,9127,7331,5039,3152,12096,10443,7738,21759,18246,7274,1864,1992, 
 经营活动产生的现金流量净额(万元),-694,2252,1293,1333,-231,3306,1465,858,90,2749,2853,730,1222,4472,400,110,-231,1472,623,580,50,-865,-2461,-3252,11831,11453,8201,216,890, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,53000,8000,--,--,71000,12000,--,--,--,--,--,--,--,--,--,--,--,--,500, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,3,--,--,--,--,--,--,--,--,--,--,--,12,1,--,--,--,--,--,--,19,14,4,--,--,--,--,17, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),13465,93945,85294,26852,8219,138795,92964,51889,29853,56534,2274,874,230,76497,5608,330,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),13465,93948,85294,26852,8219,138795,92964,51889,29853,56534,55274,8874,230,76510,76609,12330,0,0,0,0,0,19,14,4,0,0,0,0,544, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),836,2755,2347,1535,902,3562,3612,2338,1392,3972,2931,2265,1598,5650,3850,2121,1066,4187,2387,1545,944,1362,983,703,4516,4123,1731,504,1391, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,12272,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,304,--,3, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),15250,94600,89218,28118,11855,134705,92761,38471,30991,64533,45710,--,--,53000,53000,8000,--,12000,--,--,--,59000,--,--,--,--,--,--,251, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),16086,97355,91565,29653,12757,138267,96373,40809,32383,80777,48641,2265,1598,58650,56850,10121,1066,16187,2387,1545,944,60362,983,703,4516,4123,2035,504,1644, 
 投资活动产生的现金流量净额(万元),-2622,-3407,-6271,-2801,-4538,528,-3409,11080,-2530,-24243,6633,6609,-1368,17860,19758,2209,-1066,-16187,-2387,-1545,-944,-60343,-969,-699,-4516,-4123,-2035,-504,-1101, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,78901,78901,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,700,--,--,--,--,300,200,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,636,--,--,--,60,60,30,30,370,370,70,70,2057,100,100,100,1646,64,64,--,170,104,--,785,725,--,--,39, 
 筹资活动现金流入小计(万元),0,636,0,0,0,60,60,30,30,370,370,70,70,2057,100,100,100,1646,64,64,0,79771,79005,0,785,725,300,200,39, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,700,--,--,--,--,--,--,--,--,--,--,--,--,--,--,500,500,380,120,--, 
 分配股利、利润或偿付利息所支付的现金(万元),--,965,965,--,--,1609,1609,1609,--,2011,2011,1921,--,2011,2011,1927,--,1810,1810,1810,--,5031,--,--,2,2,36,6,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),22,142,69,69,20,896,69,60,51,221,14,14,14,456,330,273,260,159,21,18,13,823,481,276,230,230,13,2,--, 
 筹资活动现金流出小计(万元),22,1107,1034,69,20,2504,1678,1669,51,2932,2025,1935,14,2467,2341,2200,260,1968,1830,1828,13,5854,481,276,732,732,429,128,0, 
 筹资活动产生的现金流量净额(万元),-22,-471,-1034,-69,-20,-2444,-1618,-1639,-21,-2562,-1655,-1865,56,-410,-2241,-2100,-160,-322,-1767,-1765,-13,73917,78524,-276,54,-6,-129,72,39, 
 汇率变动对现金及现金等价物的影响(万元),-22,-139,-146,-53,-9,67,11,7,-6,36,28,20,13,-4,-1,3,-2,-16,-15,-14,-12,-6,3,2,-21,-19,-25,-3,-32, 
 现金及现金等价物净增加额(万元),-3359,-1765,-6158,-1590,-4798,1457,-3552,10306,-2467,-24020,7860,5494,-78,21918,17917,222,-1459,-15053,-3547,-2744,-920,12702,75097,-4224,7347,7305,6012,-219,-205, 
 加:期初现金及现金等价物余额(万元),8804,10569,10569,10569,10569,9112,9112,9112,9112,33132,33132,33132,33132,11214,11214,11214,11214,26267,26267,26267,26267,13565,13565,--,6217,6217,206,424,629, 
 期末现金及现金等价物余额(万元),5445,8804,4410,8978,5771,10569,5561,19418,6645,9112,40992,38626,33055,33132,29131,11436,9755,11214,22720,23523,25347,26267,88662,--,13565,13522,6217,206,424, 
 净利润(万元),--,3579,--,1987,--,523,--,254,--,4494,--,2103,--,5094,--,2013,--,6059,--,3423,--,9019,--,--,17774,--,5612,687,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,788,--,-478,--,699,--,-9,--,32,--,-2,--,83,--,--,--,137,--,35,--,123,--,--,286,--,-19,39,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,2239,--,1107,--,2134,--,1059,--,1782,--,800,--,1320,--,741,--,903,--,362,--,480,--,--,472,--,293,162,--, 
 无形资产摊销(万元),--,293,--,147,--,293,--,147,--,293,--,20,--,34,--,13,--,24,--,5,--,7,--,--,7,--,75,81,--, 
 长期待摊费用摊销(万元),--,59,--,30,--,82,--,39,--,83,--,44,--,88,--,43,--,85,--,43,--,17,--,--,46,--,48,47,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,4,--,--,--,--,--,-1,--,--,--,35,--,82,--,0,--,4,--,--,--,-12,--,--,-3,--,--,--,--, 
 固定资产报废损失(万元),--,13,--,0,--,7,--,0,--,35,--,--,--,--,--,1,--,0,--,2,--,2,--,--,91,--,108,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,--,--,--,--,--,--,--,--,-1292,--,-1010,--,-2337,--,-1218,--,-2702,--,-1428,--,-1016,--,--,1,--,36,6,--, 
 投资损失(万元),--,-1939,--,-187,--,-2512,--,-507,--,-710,--,14,--,39,--,13,--,30,--,16,--,21,--,--,21,--,18,24,--, 
 递延所得税资产减少(万元),--,-88,--,--,--,-192,--,--,--,35,--,--,--,-338,--,0,--,-235,--,--,--,152,--,--,-400,--,22,5,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-633,--,940,--,808,--,962,--,-444,--,-342,--,958,--,292,--,-970,--,-197,--,889,--,--,-5681,--,-3640,-161,--, 
 经营性应收项目的减少(万元),--,-4139,--,-1493,--,905,--,449,--,620,--,-46,--,-1862,--,-1437,--,-2044,--,-1169,--,-8464,--,--,-1228,--,3497,-796,--, 
 经营性应付项目的增加(万元),--,2075,--,-720,--,558,--,-1536,--,-2179,--,-886,--,1312,--,-347,--,181,--,-564,--,-2113,--,--,444,--,2121,124,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-3,--,--,--,52,--,29,--,--,--,--,30,--,--, 
 经营活动产生现金流量净额(万元),--,2252,--,1333,--,3306,--,858,--,2749,--,730,--,4472,--,110,--,1472,--,580,--,-865,--,--,11831,--,8201,216,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),5445,8804,4410,8978,5771,10569,5561,19418,6645,9112,40992,38626,33055,33132,29131,11436,9755,11214,22720,23523,25347,26267,88662,--,13565,13522,6217,206,424, 
 现金的期初余额(万元),8804,10569,10569,10569,10569,9112,9112,9112,9112,33132,33132,33132,33132,11214,11214,11214,11214,26267,26267,26267,26267,13565,13565,--,6217,6217,206,424,629, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-3359,-1765,-6158,-1590,-4798,1457,-3552,10306,-2467,-24020,7860,5494,-78,21918,17917,222,-1459,-15053,-3547,-2744,-920,12702,75097,--,7347,7305,6012,-219,-205, 

