 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31, 
 收到的其他与经营活动有关的现金(万元),2520,779,1026,2265,1131,764,495,1353,787,462,190,1393,1340,923,364,1316,1192,852,193,1725,1067,535,547, 
 经营活动现金流入小计(万元),36899,22634,12804,44096,20339,11486,7221,30380,23304,13160,7651,27962,16015,10266,5955,28062,21454,14498,5060,23505,16811,27095,24351, 
 购买商品、接受劳务支付的现金(万元),29032,17182,11498,24535,17657,8050,4704,16772,15446,9223,5215,19880,13676,8747,6071,18795,14862,9441,4470,18261,13758,14992,15933, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4622,4017,2148,3221,2249,1336,863,2685,2090,1312,780,2232,1643,964,473,1777,1358,846,461,1566,1166,1534,1268, 
 支付的各项税费(万元),6768,4333,2728,3994,2304,1850,665,2792,2261,1290,661,2603,1928,988,187,4175,3207,1724,646,3469,3006,2871,2880, 
 支付的其他与经营活动有关的现金(万元),14918,8184,5450,7149,7540,6512,2937,6426,5461,3528,2695,6114,5374,4642,2114,5132,4113,2556,1940,5442,4403,3316,2626, 
 经营活动现金流出小计(万元),55340,33715,21824,38899,29750,17748,9170,28675,25259,15353,9351,30829,22621,15341,8846,29879,23539,14567,7517,28738,22333,22713,22707, 
 经营活动产生的现金流量净额(万元),-18441,-11081,-9020,5197,-9411,-6262,-1949,1705,-1955,-2193,-1700,-2867,-6605,-5076,-2891,-1817,-2085,-69,-2457,-5233,-5522,4381,1644, 
 收回投资所收到的现金(万元),56794,42800,26400,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),498,459,287,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,--,--,9,9,9,--,--,--,--,--,16,--,--,--,--,--,--,--,5,5,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,1827,--,--,--,101,--,--,--,--,--,--,--,200,--,--,--,1400,1000,1461,1540, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),57295,43259,26687,1836,9,9,0,101,0,0,0,16,0,0,0,200,0,0,0,1405,1005,1461,1540, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),8195,2109,866,4101,420,155,67,786,617,444,363,6742,5612,4883,3532,4796,2850,2599,1189,1573,1061,2713,967, 
 投资所支付的现金(万元),30400,19400,16400,38400,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,38357,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,1700,--,--,--,100,--,--,--,41,41,41,41,--,--,--,--,--,--,--,1000, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),38595,21509,17266,82558,420,155,67,886,617,444,363,6783,5653,4923,3572,4796,2850,2599,1189,1573,1061,2713,1967, 
 投资活动产生的现金流量净额(万元),18699,21750,9421,-80722,-411,-146,-67,-785,-617,-444,-363,-6767,-5653,-4923,-3572,-4596,-2850,-2599,-1189,-168,-56,-1252,-427, 
 吸收投资收到的现金(万元),--,--,--,95868,45,--,--,--,--,--,--,--,--,--,--,23100,--,--,--,--,--,--,4875, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,158,45,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),15330,206,70,18137,15700,12000,2000,10000,8000,8000,--,14630,9630,2130,--,23850,17100,12900,6400,15400,11350,7150,10561, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,1100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4600, 
 筹资活动现金流入小计(万元),15330,206,70,115104,15745,12000,2000,10000,8000,8000,0,14630,9630,2130,0,46950,17100,12900,6400,15400,11350,7150,20036, 
 偿还债务支付的现金(万元),13343,1343,--,16800,7700,6700,3500,11130,9630,7630,3630,21950,17950,14950,14950,19200,12600,11000,4700,16250,11200,7150,6911, 
 分配股利、利润或偿付利息所支付的现金(万元),1503,278,273,1357,1109,962,68,1180,1078,979,85,1147,1027,942,116,1006,725,455,207,781,532,876,716, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,1361,394,376,30,40,--,--,--,362,253,188,17,720,--,--,--,--,--,44,4600, 
 筹资活动现金流出小计(万元),14846,1621,273,19517,9203,8039,3598,12350,10708,8609,3715,23459,19230,16080,15083,20927,13325,11455,4907,17031,11732,8069,12227, 
 筹资活动产生的现金流量净额(万元),484,-1415,-203,95587,6542,3961,-1598,-2350,-2708,-609,-3715,-8829,-9600,-13950,-15083,26023,3775,1445,1493,-1631,-382,-919,7809, 
 汇率变动对现金及现金等价物的影响(万元),29,2,--,18,-2,-0,--,1,1,1,0,1,0,-0,-0,0,0,0,--,-2,-2,1,-2, 
 现金及现金等价物净增加额(万元),771,9255,197,20081,-3282,-2447,-3615,-1429,-5279,-3246,-5778,-18462,-21857,-23949,-21547,19610,-1161,-1223,-2153,-7034,-5961,2211,9024, 
 加:期初现金及现金等价物余额(万元),24999,24999,24999,4919,4919,4919,4919,6348,6348,6348,6348,24810,24810,24810,24810,5200,5200,5200,5200,12234,12234,10023,998, 
 期末现金及现金等价物余额(万元),25771,34255,25197,24999,1636,2472,1303,4919,1069,3102,570,6348,2953,861,3263,24810,4039,3977,3047,5200,6272,12234,10023, 
 净利润(万元),--,4597,--,7071,--,1646,--,4265,--,1999,--,4291,--,2191,--,4031,--,1854,--,4717,--,4029,3609, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,1403,--,2999,--,1307,--,2676,--,1452,--,2606,--,1165,--,1484,--,825,--,1071,--,485,168, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1033,--,1672,--,781,--,1514,--,746,--,1048,--,445,--,826,--,386,--,711,--,798,705, 
 无形资产摊销(万元),--,406,--,186,--,30,--,61,--,30,--,61,--,30,--,61,--,30,--,59,--,52,25, 
 长期待摊费用摊销(万元),--,4,--,19,--,4,--,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,-2,--,--,--,--,--,--,--,-13,--,--,--,--,--,--,--,-15,--,-2,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,275,--,532,--,163,--,376,--,179,--,291,--,77,--,635,--,310,--,729,--,876,725, 
 投资损失(万元),--,-459,--,-56,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-175,--,-291,--,-184,--,-392,--,-204,--,-389,--,-167,--,6,--,-207,--,-379,--,-72,-27, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,2199,--,2436,--,-856,--,-1380,--,-1049,--,-414,--,-134,--,-138,--,-756,--,-137,--,549,-421, 
 经营性应收项目的减少(万元),--,-15193,--,-4856,--,-10869,--,-7176,--,-6708,--,-14432,--,-10747,--,-11055,--,-6337,--,-13782,--,-5866,-3362, 
 经营性应付项目的增加(万元),--,-5172,--,-4663,--,1716,--,1759,--,1361,--,4084,--,2064,--,2334,--,3825,--,1794,--,3533,223, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,150,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,-11081,--,5197,--,-6262,--,1705,--,-2193,--,-2867,--,-5076,--,-1817,--,-69,--,-5233,--,4381,1644, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),25771,34255,25197,24999,1636,2472,1303,4919,1069,3102,570,6348,2953,861,3263,24810,4039,3977,3047,5200,6272,12234,10023, 
 现金的期初余额(万元),24999,24999,24999,4919,4919,4919,4919,6348,6348,6348,6348,24810,24810,24810,24810,5200,5200,5200,5200,12234,12234,10023,998, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),771,9255,197,20081,-3282,-2447,-3615,-1429,-5279,-3246,-5778,-18462,-21857,-23949,-21547,19610,-1161,-1223,-2153,-7034,-5961,2211,9024, 

