 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31, 
 购买商品、接受劳务支付的现金(万元),89707,43428,24679,145818,117980,71792,27728,115386,68065,58112,33627,125190,67248,38036,24367,70711,56186,33579,12449,54416,37784,26761,57863,49012, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4598,3175,1651,7114,5330,4143,2096,8372,4617,3344,1847,5635,4302,2844,1365,3986,2983,1985,1046,3172,2248,1590,2639,2050, 
 支付的各项税费(万元),1250,938,618,1894,1524,832,457,4769,3161,2412,1061,5836,3728,2312,1544,2449,2108,1674,456,2008,1662,1203,1749,2151, 
 支付的其他与经营活动有关的现金(万元),9545,7876,5852,28132,17964,15547,1388,68229,3096,3568,1581,5556,2857,1619,767,3257,2377,1127,722,2117,1869,1151,3507,2846, 
 经营活动现金流出小计(万元),105100,55416,32800,182959,142797,92314,31668,196756,78939,67435,38115,142217,78135,44811,28044,80403,63654,38365,14673,61712,43563,30705,65758,56059, 
 经营活动产生的现金流量净额(万元),-8607,1643,3075,-4773,-3831,-364,1330,-552,23672,2540,4889,-13884,1227,-947,-5199,-3139,-7783,-3368,-3277,4719,797,293,1201,4048, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,8860,8860,7900,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,33,134,134,--,50,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,59,28,6,6,8,8,8,8,10,0,0,--,0,0,0,--,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,690,16100,16100,--,21030,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,0,0,882,16261,16240,6,21088,8868,8868,7908,10,0,0,0,0,0,0,0,0,0,0,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),9,9,6,1424,1066,974,8,10096,7027,3806,9722,18547,14540,14156,12977,211,50,43,13,40,27,19,310,98, 
 投资所支付的现金(万元),2400,200,--,255,--,--,--,3300,36401,9930,--,7500,15400,2000,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,369,6400,6400,--,30714,--,--,--,7900,--,--,--,500,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),2409,209,6,2047,7466,7374,8,44110,43428,13736,9722,33947,29940,16156,12977,711,50,43,13,40,27,19,310,98, 
 投资活动产生的现金流量净额(万元),-2409,-209,-6,-1166,8795,8866,-2,-23022,-34560,-4868,-1814,-33937,-29940,-16156,-12977,-711,-49,-43,-13,-40,-27,-19,-310,-98, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,200,--,--,--,--,--,--,--,36359,36359,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),10000,--,--,42000,22000,16000,--,33000,11460,3000,--,25000,3000,3000,--,2000,--,--,--,2000,--,--,2000,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,8460,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),10000,0,0,42000,22000,16000,0,41660,11460,3000,0,25000,3000,3000,0,38359,36359,0,0,2000,0,0,2000,0, 
 偿还债务支付的现金(万元),--,--,--,36289,22641,17845,--,19000,12044,3714,--,5000,--,--,--,2000,--,--,--,2000,1553,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),2458,1900,450,2942,2466,1755,934,3439,2227,--,316,1754,1443,1443,32,455,110,73,36,773,742,710,28,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,9330,--,--,--,--,--,--,--,--,893,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),2458,1900,450,39231,25107,19600,934,31769,14271,3714,316,6754,1443,1443,32,2455,1003,73,36,2773,2295,710,28,0, 
 筹资活动产生的现金流量净额(万元),7542,-1900,-450,2769,-3107,-3600,-934,9891,-2811,-714,-316,18246,1557,1557,-32,35904,35356,-73,-36,-773,-2295,-710,1972,0, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-3474,-466,2619,-3170,1858,4902,395,-13683,-13700,-3042,2759,-29575,-27156,-15545,-18207,32054,27523,-3484,-3326,3907,-1525,-436,2863,3951, 
 加:期初现金及现金等价物余额(万元),4638,4638,4638,7807,7807,7807,7807,21490,21490,21490,21484,51066,51066,51066,51066,19012,19012,19012,19012,15105,15105,15105,12242,8292, 
 期末现金及现金等价物余额(万元),1164,4172,7256,4638,9665,12710,8202,7807,7790,18448,24242,21490,23909,35520,32858,51066,46535,15528,15686,19012,13580,14669,15105,12242, 
 净利润(万元),--,-4854,--,-13741,--,602,--,-26631,--,2552,--,14653,--,5658,--,8954,--,3827,1083,7742,--,3399,6033,5790, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,-44,--,14127,--,-135,--,18634,--,242,--,2187,--,1262,--,683,--,290,304,456,--,126,684,-64, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,364,--,765,--,392,--,769,--,378,--,276,--,102,--,164,--,79,39,157,--,79,155,132, 
 无形资产摊销(万元),--,374,--,494,--,343,--,220,--,10,--,196,--,187,--,372,--,186,93,372,--,186,371,363, 
 长期待摊费用摊销(万元),--,527,--,1556,--,250,--,798,--,73,--,18,--,--,--,3,--,2,1,22,--,17,26,35, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,--,--,2,--,6,--,3,--,-5,--,0,--,1,--,0,--,1,--,1,1,3, 
 固定资产报废损失(万元),--,0,--,33,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,2052,--,3753,--,1919,--,1530,--,712,--,390,--,99,--,141,--,73,36,127,--,64,28,--, 
 投资损失(万元),--,39,--,468,--,74,--,-227,--,-33,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-838,--,-1589,--,10,--,-4122,--,-34,--,-332,--,-205,--,-133,--,-61,-53,-101,--,-308,-128,-25, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营性应收项目的减少(万元),--,-6188,--,-47014,--,9077,--,-24519,--,-1296,--,-40231,--,-19520,--,-14776,--,-6789,-5738,-7935,--,-4367,-4434,-260, 
 经营性应付项目的增加(万元),--,10211,--,36376,--,-12898,--,32989,--,-67,--,8965,--,11469,--,1451,--,-974,957,3878,--,1096,-1536,-1925, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,1643,--,-4773,--,-364,--,-552,--,2540,--,-13884,--,-947,--,-3139,--,-3368,-3277,4719,--,293,1201,4048, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),1164,4172,7256,4638,9665,12710,8202,7807,7790,--,24242,21490,23909,35520,32858,51066,46535,15528,15686,19012,13580,14669,15105,12242, 
 现金的期初余额(万元),4638,4638,4638,7807,7807,7807,7807,21490,21490,--,21484,51066,51066,51066,51066,19012,19012,19012,19012,15105,15105,15105,12242,8292, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,18448,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,21490,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-3474,-466,2619,-3170,1858,4902,395,-13683,-13700,-3042,2759,-29575,-27156,-15545,-18207,32054,27523,-3484,-3326,3907,-1525,-436,2863,3951, 

