 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31, 
 经营活动现金流出小计(万元),205097,646947,480496,294816,194427,399022,272134,205049,109076,304479,253374,184228,102216,294313,225750,150892,93148,254877,339370,112219,77431,185285,164983,215450,65635,156685,147181,170705, 
 经营活动产生的现金流量净额(万元),39485,276411,150644,173464,37553,253417,107503,65209,20554,230323,105472,58863,13633,219778,109325,67122,12850,214470,106001,89052,23369,191585,108455,55592,29068,186183,151522,83159, 
 收回投资所收到的现金(万元),--,676,--,--,--,583,--,--,--,4891,1100,1100,1100,2861,1619,1014,--,25437,9033,9033,--,6206,6000,--,--,4700,30208,30, 
 取得投资收益所收到的现金(万元),--,650,133,100,100,1434,175,175,--,1559,247,741,--,1180,100,--,--,1765,1025,423,--,1560,1399,1134,854,1363,832,2441, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),25,11864,4720,4568,578,6968,43,30,18,3759,2702,342,30,3937,1706,1154,1,6402,1231,266,43,1965,967,123,71,2682,7023,7204, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,205,205,205,205,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,73203,--,--,--,--,--,--,--,113,--,--,--,--,--,--,2770,--,--,--,--,--,--,14799, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),25,13191,4853,4668,678,82188,218,205,18,10208,4049,2183,1130,8091,3425,2168,1,33604,11289,9722,2814,9935,8571,1462,1130,8745,38064,24474, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),66848,276555,197777,146686,61356,188184,80661,56509,33504,158302,80065,41080,22966,142596,85727,54467,27075,180602,80608,62721,23706,157926,76438,33719,11215,183527,126260,139192, 
 投资所支付的现金(万元),--,1231,1672,--,--,--,202895,--,--,3600,1000,--,--,5100,2500,3200,--,22250,17434,16413,1,3000,--,--,--,9116,4901,30500, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,490,--,--,--,31,--,--,--,--,--,--,--,3094,3094,8138,3094,--,2032,6556, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,1267,1671,1267,--,--,--,--,3267,--,--,5212,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),66848,277786,199450,146686,61356,188184,283556,56509,33504,162392,81065,41080,22966,148994,89898,58934,27075,202852,98042,79134,26974,164020,79532,47069,14309,192643,133193,176249, 
 投资活动产生的现金流量净额(万元),-66823,-264596,-194597,-142018,-60679,-105996,-283338,-56304,-33486,-152184,-77016,-38896,-21836,-140903,-86473,-56766,-27074,-169248,-86753,-69412,-24160,-154084,-70961,-45607,-13179,-183898,-95129,-151774, 
 吸收投资收到的现金(万元),--,2200,2200,2200,--,--,--,--,--,312195,314217,314217,--,66,66,66,--,7263,6233,353,177,41392,39994,39994,39994,--,70,32045, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,2200,2200,2200,--,--,--,--,--,--,--,--,--,66,--,66,--,7263,--,353,--,1398,--,--,--,--,70,5317, 
 取得借款收到的现金(万元),4641,112667,9397,3283,2500,22685,18512,12654,8330,26400,16717,11667,4887,17830,4636,1553,1552,6484,4286,1431,600,79600,229620,74400,6440,107700,51500,2100, 
 发行债券收到的现金(万元),--,--,--,--,--,180000,180000,100000,--,100000,100000,100000,--,150000,150000,150000,--,150000,149402,--,--,150000,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,50000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),4641,164867,11597,5483,2500,202685,198512,112654,8330,438595,430934,425884,4887,167896,154702,151619,1552,163748,159921,1784,778,270992,269614,114394,46434,107700,51570,34145, 
 偿还债务支付的现金(万元),3933,108367,105495,101383,2021,150885,147655,107330,1000,154076,151748,150640,500,159673,151401,701,500,152099,158243,1071,500,186500,186520,73703,6020,58500,46500,25640, 
 分配股利、利润或偿付利息所支付的现金(万元),1812,94248,91639,51993,2624,17552,3606,2002,287,61651,10614,9747,23,54403,45787,1723,--,47088,38183,900,226,47009,46753,9266,6009,37803,33509,4278, 
 其中：子公司支付给少数股东的股利、利润(万元),--,51093,50745,11951,--,12397,--,--,--,4792,--,--,--,3250,--,1308,--,2371,--,859,--,1300,1054,--,90,1012,301,99, 
 支付其他与筹资活动有关的现金(万元),--,51076,--,--,--,655,640,400,--,407,400,400,--,600,600,600,--,600,46,--,3,600,--,8,--,--,--,--, 
 筹资活动现金流出小计(万元),5745,253691,197134,153376,4644,169092,151901,109732,1287,216134,162762,160787,523,214676,197788,3024,500,199786,196472,1971,729,234109,233273,82977,12029,96303,80009,29918, 
 筹资活动产生的现金流量净额(万元),-1104,-88823,-185537,-147893,-2144,33592,46611,2922,7043,222461,268172,265097,4363,-46780,-43086,148594,1052,-36039,-36551,-187,48,36883,36341,31417,34405,11397,-28439,4227, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-28442,-77008,-229490,-116447,-25270,181013,-129225,11827,-5889,300601,296628,285063,-3840,32095,-20235,158951,-13172,9183,-17303,19452,-743,74384,73836,41401,50294,13683,27954,-64389, 
 加:期初现金及现金等价物余额(万元),627554,703867,703867,703867,--,522854,522854,522854,522854,222253,222253,222253,222253,190158,190158,190158,190158,180975,180975,180975,180975,106592,106592,--,106592,92909,64955,129343, 
 期末现金及现金等价物余额(万元),599112,626859,474377,587421,--,703867,393630,534681,516965,522854,518881,507317,218414,222253,169924,349109,176987,190158,163672,200428,180233,180975,180427,--,156885,106592,92909,64955, 
 净利润(万元),--,110335,--,53098,--,106822,--,46319,--,85146,--,47556,--,84898,--,--,--,72924,--,--,--,61545,--,--,16948,52450,44405,39654, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,2447,--,1654,--,834,--,1329,--,900,--,771,--,406,--,--,--,486,--,--,--,123,--,--,312,1271,647,882, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,119842,--,59132,--,70289,--,31659,--,57436,--,31653,--,54223,--,--,--,49388,--,--,--,40138,--,--,9611,35220,30428,26291, 
 无形资产摊销(万元),--,2795,--,1555,--,1672,--,822,--,3493,--,2101,--,5965,--,--,--,3747,--,--,--,1975,--,--,515,2626,1915,741, 
 长期待摊费用摊销(万元),--,69072,--,34642,--,48218,--,24042,--,46696,--,22879,--,44306,--,--,--,44113,--,--,--,37430,--,--,9480,32573,25464,19585, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-7383,--,-2730,--,782,--,107,--,705,--,802,--,12,--,--,--,2226,--,--,--,1310,--,--,426,-1121,-3604,-1983, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,3839,--,1652,--,4352,--,3224,--,5778,--,3574,--,10526,--,--,--,7997,--,--,--,7634,--,--,1892,5209,3051,4260, 
 投资损失(万元),--,-605,--,-703,--,-1460,--,-1011,--,-2238,--,-1424,--,-2968,--,--,--,-2656,--,--,--,-2487,--,--,-916,-2007,-1572,-2533, 
 递延所得税资产减少(万元),--,-2,--,-8,--,-2,--,--,--,-1,--,--,--,-2,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-5898,--,-10963,--,-5372,--,968,--,-6366,--,-3517,--,-337,--,--,--,-5129,--,--,--,820,--,--,-621,-1438,-284,-5560, 
 经营性应收项目的减少(万元),--,6003,--,-15129,--,-4016,--,-31969,--,5190,--,-31868,--,9907,--,--,--,-4478,--,--,--,-3309,--,--,-17403,1853,-642,-4153, 
 经营性应付项目的增加(万元),--,-19944,--,57471,--,31307,--,-10280,--,33584,--,-13664,--,12860,--,--,--,45849,--,--,--,46406,--,--,8823,59547,51714,5974, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,-4090,--,-6208,--,-10,--,--,--,--,--,--,--,-19,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,276411,--,173464,--,253417,--,65209,--,230323,--,58863,--,219778,--,--,--,214470,--,--,--,191585,--,--,29068,186183,151522,83159, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),599112,626859,474377,587421,--,703867,393630,534681,516965,522854,518881,507317,218414,222253,169924,349109,176987,190158,163672,200428,180233,180975,180427,--,156885,106592,92909,64955, 
 现金的期初余额(万元),627554,703867,703867,703867,--,522854,522854,522854,522854,222253,222253,222253,222253,190158,190158,190158,190158,180975,180975,180975,180975,106592,106592,--,106592,92909,64955,129343, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-28442,-77008,-229490,-116447,-25270,181013,-129225,11827,-5889,300601,296628,285063,-3840,32095,-20235,158951,-13172,9183,-17303,19452,-743,74384,73836,--,50294,13683,27954,-64389, 

