 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2005-12-31,2004-12-31, 
 加:期初现金及现金等价物余额(万元),2878600,2878600,2878600,2878600,3639500,3639500,3639500,3639500,2419100,2419100,2419100,2419100,1404200,1404200,1404200,1404200,1933500,1933500,1933500,1933500,2499000,2499000,2499000,2499000,1496600,1496600,1496600,1496600,1756000,1756000,1756000,1756000,3023800,3023800,3023800,3023800,1757300,1757300,1757300,1757300,2912200,2912200,2912200,2912200,1185600,1185600,1185600,1185600,929600,545700,912200, 
 期末现金及现金等价物余额(万元),3812100,2523300,2971200,3640800,2878600,2821800,3264400,3114100,3639500,1729600,1776000,2988500,2419100,3000800,1861200,1800800,1404200,2041600,2379800,2600600,1933500,1998400,2859900,2697400,2499000,1763100,2790400,1802600,1496600,1455500,1682800,1770000,1756000,2336000,2250700,2973400,3023800,1199600,1873400,2183500,1757300,1817800,1795800,3082300,2912200,2694900,2393600,1704400,1185600,929600,545700, 
 净利润(万元),1843400,--,844900,--,1499100,--,664500,--,1228400,--,626000,--,1803800,--,1148700,--,1124500,--,695900,--,939500,--,554600,--,513000,--,266800,--,839300,--,588300,--,866500,0,407000,0,747300,0,240000,0,141500,0,561700,0,706900,0,393600,0,130700,90700,-110500, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,0,0,0,--,0,--,0,--,0,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,0,0,0,--,0,--,0,--,0,0, 
 资产减值准备(万元),110200,--,42400,--,71300,--,47100,--,114100,--,29400,--,32000,--,13700,--,380000,--,373000,--,126300,--,62800,--,447800,--,257600,--,285000,--,116800,--,68900,0,6500,0,16400,0,341000,0,522100,0,144000,0,2800,0,11900,0,-5100,134900,83000, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),151700,--,74600,--,142200,--,69500,--,119900,--,56700,--,110200,--,54800,--,117200,--,57300,--,106600,--,51700,--,92500,--,45800,--,81000,--,38000,--,69000,0,34300,0,62400,0,27500,0,48500,0,23300,0,42300,0,19300,0,38200,28500,37100, 
 无形资产摊销(万元),54200,--,23700,--,46800,--,18300,--,42200,--,18200,--,35100,--,16200,--,34000,--,14600,--,27400,--,13200,--,21400,--,9700,--,18600,--,9200,--,18100,0,8500,0,14900,0,7200,0,12100,0,5800,0,5800,0,2400,0,5400,3400,3100, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,9200,0,4000,0,5800,0,2700,0,5300,0,2300,0,-1200,8800,13600, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,0,0,0,--,0,--,0,--,0,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,0,0,0,--,0,--,0,--,0,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-1800,--,-500,--,-16800,--,-500,--,-2300,--,-100,--,-3000,--,-500,--,-3800,--,-2900,--,-300,--,-100,--,-2200,--,-1500,--,-66500,--,-300,--,1000,0,2100,0,-2100,0,-900,0,-12700,0,-12300,0,2500,0,-100,0,3000,2400,0, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,0,0,0,--,0,--,0,--,0,0, 
 公允价值变动损失(万元),216800,--,154000,--,-144300,--,-76700,--,76800,--,58200,--,-5200,--,-27800,--,-71300,--,-16600,--,-1600,--,7200,--,-9900,--,-7700,--,38300,--,8700,--,-19300,0,-100,0,-14000,0,-12700,0,74200,0,57500,0,-23500,0,-41100,0,-41100,-6600,6900, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,0,0,0,--,0,--,0,--,0,0, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,200,--,--,--,-400,--,-400,--,-900,--,-500,--,-10600,--,--,--,2100,0,0,0,0,0,--,0,-28000,0,0,0,200,0,--,0,30500,0,0, 
 财务费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,0,57500,0,--,0,--,0,--,0,0, 
 投资损失(万元),-5347700,--,-2754100,--,-5194600,--,-2395900,--,-4563000,--,-2197000,--,-5555200,--,-3123000,--,-4440900,--,-1754400,--,-3227700,--,-1590800,--,-2237400,--,-1077400,--,-2007500,--,-1177300,--,-2106700,0,-910800,0,-1938900,0,-888200,0,-1400800,0,-1632500,0,-2700900,0,-1342600,0,-910500,-619900,-315900, 
 递延所得税资产减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,0,0,0,--,0,-14300,0,--,0,-48600, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,0,0,0,--,0,--,0,--,0,0, 
 存货的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,0,0,0,--,0,--,0,--,0,0, 
 经营性应收项目的减少(万元),-448000,--,-1643400,--,-569300,--,-720300,--,-460300,--,-428800,--,-532900,--,-441600,--,-347600,--,-697800,--,187200,--,-67100,--,-396900,--,-496300,--,-264800,--,-329400,--,-256600,0,-232600,0,56300,0,-98400,0,-219600,0,-286500,0,-138400,0,-275400,0,-79900,6400,-61100, 
 经营性应付项目的增加(万元),1260300,--,-156100,--,1741300,--,-562500,--,2529700,--,-263500,--,2828000,--,530400,--,1104500,--,396100,--,125600,--,-363600,--,254000,--,272100,--,108100,--,20400,--,545700,0,407700,0,685400,0,120400,0,-347900,0,-142100,0,-261800,0,-28300,0,801800,257200,65300, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,0,0,0,--,0,--,0,--,0,0, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,0,0,0,--,0,--,0,--,0,0, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,0,0,0,--,0,--,0,--,0,0, 
 经营活动产生现金流量净额(万元),8944900,--,5376600,--,8605100,--,4116700,--,6313700,--,2540900,--,4089400,--,1345700,--,4005000,--,2394800,--,4511400,--,2864500,--,5212400,--,3389600,--,5552700,--,3513700,--,6161800,0,3760400,0,3847400,0,1928000,0,2505600,0,1702900,0,2167000,0,1265200,0,2754100,2270300,1970700, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,0,0,0,--,0,--,0,--,0,0, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,0,0,0,--,0,--,0,--,0,0, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,0,0,0,--,0,--,0,--,0,0, 
 现金的期末余额(万元),1502600,2523300,1683500,3640800,1166000,2821800,1645200,3114100,1525700,1729600,1058100,2988500,950000,3000800,1690000,1800800,1122000,2041600,2254400,2600600,1656100,1998400,2693800,2697400,2387500,1763100,2100300,1802600,1490300,1455500,1594800,1770000,1496000,2336000,2244000,2973400,3012300,1199600,1873400,2183500,1751300,1817800,1749900,3082300,2362200,2694900,2315600,1704400,1014200,805500,320900, 
 现金的期初余额(万元),1166000,2878600,1166000,2878600,1525700,3639500,1525700,3639500,950000,2419100,950000,2419100,1122000,1404200,1122000,1404200,1656100,1933500,1656100,1933500,2387500,2499000,2387500,2499000,1490300,1496600,1490300,1496600,1496000,1756000,1496000,1756000,3012300,3023800,3012300,3023800,1751300,1757300,1751300,1757300,2362200,2912200,2362200,2912200,1014200,1185600,1014200,1185600,805500,320900,213000, 
 现金等价物的期末余额(万元),2309500,--,1287700,--,1712600,--,1619200,--,2113800,--,717900,--,1469100,--,171200,--,282200,--,125400,--,277400,--,166100,--,111500,--,690100,--,6300,--,88000,--,260000,0,6700,0,11500,0,--,0,6000,0,45900,0,550000,0,78000,0,171400,124100,224800, 
 现金等价物的期初余额(万元),1712600,--,1712600,--,2113800,--,2113800,--,1469100,--,1469100,--,282200,--,282200,--,277400,--,277400,--,111500,--,111500,--,6300,--,6300,--,260000,--,260000,--,11500,0,11500,0,6000,0,6000,0,550000,0,550000,0,171400,0,171400,0,124100,224800,699200, 
 现金及现金等价物的净增加额(万元),933500,-355300,92600,762200,-760900,-817700,-375100,-525400,1220400,-689500,-643100,569400,1014900,1596600,457000,396600,-529300,108100,446300,667100,-565500,-500600,360900,198400,1002400,266500,1293800,306000,-259400,-300500,-73200,14000,-1267800,-687800,-773100,-50400,1266500,-557700,116100,426200,-1154900,-1094400,-1116400,170100,1726600,1509300,1208000,518800,256000,383900,-366500, 

