 报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),410,296,924,683,434,188,797,359,357,250,3092,1725,160,14,211,122,82,30,276,--,866,691, 
 投资所支付的现金(万元),9365,4933,13044,12744,8974,4783,2381,2381,300,--,75,75,--,--,120,120,120,--,--,--,--,--, 
 质押贷款净增加额(万元),0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),0,--,-400,-400,-400,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),8000,5000,15799,8000,8000,3000,24000,11000,8000,--,8000,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),17775,10229,29368,21027,17008,7971,27177,13740,8657,250,11167,1800,160,14,331,242,202,30,276,--,866,691, 
 投资活动产生的现金流量净额(万元),-17608,-10055,-8097,-7860,-3841,-2929,-5102,-2580,-522,-225,-11167,-1800,-160,-14,-331,-242,-202,-30,-276,-166,-866,-691, 
 吸收投资收到的现金(万元),38,--,--,--,0,--,40050,--,--,--,37600,37600,37600,37600,--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),52531,16757,57728,49762,35000,16000,31200,23200,8000,6000,14300,5000,3000,3000,27500,22500,8500,7500,17300,--,11000,8200, 
 发行债券收到的现金(万元),0,--,5000,5000,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),4080,--,1100,1100,1100,--,--,6,--,--,1030,1030,1030,6100,1500,--,--,--,1505,--,0,840, 
 筹资活动现金流入小计(万元),56649,16757,63828,55862,36100,16000,71250,23206,8000,6000,52930,43630,41630,46700,29000,22500,8500,7500,18805,--,11000,9040, 
 偿还债务支付的现金(万元),40537,24011,40425,37305,25785,17700,15300,4000,--,--,22000,17000,1000,--,22800,11300,7500,3500,14000,--,9588,2200, 
 分配股利、利润或偿付利息所支付的现金(万元),3178,839,3414,2622,1888,--,2181,1796,1484,153,2448,2448,737,368,1379,956,597,276,1020,--,892,348, 
 其中：子公司支付给少数股东的股利、利润(万元),0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),8821,39,1070,1070,0,324,86,180,180,--,961,961,961,25961,2530,2530,1500,1562,0,--,1500,--, 
 筹资活动现金流出小计(万元),52536,24889,44909,40997,27673,18024,17567,5976,1664,153,25408,20408,2698,26329,26709,14786,9597,5338,15020,--,11980,2548, 
 筹资活动产生的现金流量净额(万元),4113,-8132,18919,14865,8427,-2024,53683,17230,6336,5847,27522,23222,38932,20371,2291,7714,-1097,2162,3785,5582,-979,6492, 
 汇率变动对现金及现金等价物的影响(万元),-85,-45,-927,-708,-130,-112,-444,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-33030,-22014,-25655,-36237,-17572,-17934,45119,-7779,-7492,-5897,6091,7190,21017,-4395,-2074,-9883,-2421,-24654,7871,-13655,1242,8243, 
 加:期初现金及现金等价物余额(万元),51406,57636,77061,77061,77061,87442,31942,31942,31942,31942,25851,25851,25851,19751,27925,27925,27925,27925,20054,--,18812,10569, 
 期末现金及现金等价物余额(万元),18376,35622,51406,40824,59489,69508,77061,24164,24450,26045,31942,33042,46868,15356,25851,18042,25504,3271,27925,--,20054,18812, 
 净利润(万元),3177,--,6799,--,3308,--,5780,--,1813,--,6738,--,3515,--,8737,--,4008,--,9098,--,7335,6019, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),235,--,1337,--,478,--,275,--,116,--,595,--,589,--,381,--,129,--,115,--,99,61, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),224,--,576,--,213,--,355,--,170,--,224,--,103,--,236,--,104,--,188,--,182,137, 
 无形资产摊销(万元),378,--,1125,--,17,--,55,--,29,--,111,--,65,--,209,--,106,--,202,--,148,35, 
 长期待摊费用摊销(万元),217,--,280,--,111,--,186,--,92,--,77,--,12,--,43,--,21,--,128,--,147,104, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-1,--,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),-306,--,-62,--,-110,--,-97,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),2652,--,3693,--,836,--,1590,--,248,--,1063,--,737,--,1379,--,597,--,1017,--,894,348, 
 投资损失(万元),-22,--,-170,--,124,--,-28,--,-4,--,28,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),-110,--,-21,--,-121,--,-118,--,-17,--,-148,--,-146,--,-95,--,-32,--,-28,--,-25,-11, 
 递延所得税负债增加(万元),-203,--,811,--,1115,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),2381,--,-29825,--,-22606,--,-18922,--,-11171,--,-1926,--,-5849,--,-8088,--,-3971,--,-5662,--,-2797,-5539, 
 经营性应收项目的减少(万元),-30700,--,-18028,--,-9120,--,-5435,--,-7604,--,-15952,--,-18813,--,-10285,--,-3016,--,-1829,--,-1767,-889, 
 经营性应付项目的增加(万元),2629,--,-2073,--,3727,--,13343,--,3021,--,-1073,--,2032,--,3448,--,932,--,1133,--,-1128,2177, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),-19450,--,-35551,--,-22029,--,-3018,--,-13307,--,-10264,--,-17755,--,-4034,--,-1122,--,4362,--,3087,2442, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),18376,35622,51406,40824,59489,69508,77061,24164,24450,26045,31942,33042,46868,15356,25851,18042,25504,3271,27925,--,20054,18812, 
 现金的期初余额(万元),51406,57636,77061,77061,77061,87442,31942,31942,31942,31942,25851,25851,25851,19751,27925,27925,27925,27925,20054,--,18812,10569, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-33030,-22014,-25655,-36237,-17572,-17934,45119,-7779,-7492,-5897,6091,7190,21017,-4395,-2074,-9883,-2421,-24654,7871,--,1242,8243, 

