 报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,105,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),3305,1020,600,--,--,--,--,--,--,--,6000,--,--,--,--,--,--,--,--,--,11, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),39028,11399,3511,2454,2130,1618,10296,5305,4270,396,8594,1322,240,42,190,538,139,23,485,3238,3744, 
 投资活动产生的现金流量净额(万元),-35001,-8951,-2159,-2450,-2126,-1618,-3412,791,1826,5701,-8592,-1290,-240,-42,-178,-537,-139,-20,-481,-2489,-2903, 
 吸收投资收到的现金(万元),35800,35436,15,15,9,--,--,--,--,--,17596,17596,17189,--,--,--,--,--,--,--,4000, 
 其中：子公司吸收少数股东投资收到的现金(万元),35800,--,15,15,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),9172,6590,6990,5790,3990,3000,6720,6720,2990,--,500,500,500,--,1490,1490,500,--,1490,900,1296, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,219,20,--,162,--,--,--,--,--,14,14,14,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),44972,42026,7224,5825,3999,3162,6720,6720,2990,0,18096,18110,17703,14,1490,1490,500,0,1490,900,5296, 
 偿还债务支付的现金(万元),7290,5100,5960,5960,3960,2970,760,--,--,--,1990,1990,500,--,1390,1390,330,--,1000,500,1296, 
 分配股利、利润或偿付利息所支付的现金(万元),381,109,642,518,447,71,672,599,542,--,875,863,861,140,685,128,103,19,68,447,49, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),212,--,286,157,47,50,--,--,--,--,880,880,880,9,83,47,37,10,249,120,32, 
 筹资活动现金流出小计(万元),7883,5209,6887,6635,4455,3091,1432,599,542,0,3745,3733,2242,148,2158,1564,470,29,1317,1067,1377, 
 筹资活动产生的现金流量净额(万元),37089,36817,337,-810,-455,72,5288,6121,2448,0,14351,14377,15462,-135,-668,-74,30,-29,173,-167,3919, 
 汇率变动对现金及现金等价物的影响(万元),-12,-9,-125,-113,-96,-47,83,10,9,1,89,51,32,24,16,2,2,2,-15,-1,1, 
 现金及现金等价物净增加额(万元),-1268,28226,-347,-3765,-1333,-1888,-2579,1250,1709,2756,2433,8564,11809,-4092,1718,-1942,-1450,-909,720,-301,2494, 
 加:期初现金及现金等价物余额(万元),6036,6036,6383,6383,6383,6383,8963,9004,9004,9014,6530,6530,6530,6530,4813,4813,4813,4813,4093,4394,1900, 
 期末现金及现金等价物余额(万元),4768,34262,6036,2619,5051,4496,6383,10254,10713,11770,8963,15094,18339,2438,6530,2871,3363,3903,4813,4093,4394, 
 净利润(万元),1857,--,2293,--,394,--,1617,--,297,--,2523,--,1480,642,3454,--,1440,-360,3334,3110,2374, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),623,--,639,--,180,--,1365,--,211,--,904,--,311,-15,309,--,278,-87,342,293,395, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),596,--,766,--,346,--,263,--,113,--,217,--,108,55,219,--,110,54,208,114,64, 
 无形资产摊销(万元),142,--,93,--,45,--,75,--,30,--,57,--,28,14,55,--,27,14,55,31,3, 
 长期待摊费用摊销(万元),38,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-2,--,--,--,-2,--,1,--,--,--,-2,--,0,--,1,--,1,--,3,4,4, 
 固定资产报废损失(万元),--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),6,--,-2,--,--,--,65,--,--,--,-65,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),426,--,399,--,212,--,64,--,0,--,-29,--,3,-13,85,--,47,17,96,72,58, 
 投资损失(万元),-35,--,--,--,--,--,-105,--,-32,--,--,--,--,--,-11,--,--,-3,--,--,--, 
 递延所得税资产减少(万元),-230,--,-374,--,-85,--,-352,--,-63,--,-73,--,27,88,-69,--,-60,-46,-73,-33,-133, 
 递延所得税负债增加(万元),-0,--,0,--,--,--,-10,--,-10,--,10,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),-2448,--,-1188,--,482,--,1162,--,-220,--,380,--,-396,-458,-5457,--,-1120,-1643,560,-751,-1688, 
 经营性应收项目的减少(万元),-2044,--,-3250,--,539,--,-9955,--,-1283,--,-5439,--,-1431,-23,-1744,--,-3250,703,-3461,-1180,-3271, 
 经营性应付项目的增加(万元),-2273,--,2222,--,-767,--,1273,--,-1618,--,-1897,--,-3576,-4230,5708,--,1183,489,-20,697,3669, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),-3344,--,1601,--,1344,--,-4538,--,-2573,--,-3415,--,-3445,-3939,2548,--,-1343,-862,1044,2355,1476, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),4768,34262,6036,2619,5051,4496,6383,10254,10713,11770,8963,15094,18339,2438,6530,2871,3363,3903,4813,4093,4394, 
 现金的期初余额(万元),6036,6036,6383,6383,6383,6383,8963,9004,9004,9014,6530,6530,6530,6530,4813,4813,4813,4813,4093,4394,1900, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-1268,28226,-347,-3765,-1333,-1888,-2579,1250,1709,2756,2433,8564,11809,-4092,1718,-1942,-1450,-909,720,-301,2494, 

