 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 投资活动现金流出小计(万元),369,248,50,4036,2016,2005,4,11909,285,423,401,321,678,581,514,48, 
 投资活动产生的现金流量净额(万元),-364,-248,-49,-3886,-2016,-2004,-4,-11909,-285,-395,-394,-321,-678,-346,-514,-48, 
 吸收投资收到的现金(万元),94301,600,--,--,--,--,--,15630,6600,--,590,17780,--,5100,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,590,--,--,--,--,--, 
 取得借款收到的现金(万元),4700,4700,--,12100,9400,6700,--,29750,15800,25650,22650,12000,4000,8200,2000,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),17911,7305,3350,15351,16227,8267,809,5505,1159,3944,8278,8427,--,--,--,--, 
 筹资活动现金流入小计(万元),116912,12605,3350,27451,25627,14967,809,50885,23559,29594,31518,38207,4000,13300,2000,0, 
 偿还债务支付的现金(万元),7700,6700,--,22350,17950,14700,2000,31750,13700,19200,16150,11000,2300,7900,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),233,166,93,623,508,390,221,1227,668,1217,889,643,452,224,2,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),12962,8981,8421,19467,20862,16762,7941,7696,3596,4306,9053,7408,--,--,--,--, 
 筹资活动现金流出小计(万元),20895,15847,8514,42440,39321,31853,10162,40673,17964,24723,26093,19052,2752,8124,2,0, 
 筹资活动产生的现金流量净额(万元),96018,-3242,-5164,-14989,-13694,-16885,-9353,10211,5595,4871,5426,19155,1248,5176,1998,0, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),97966,12692,4777,5766,-5213,2310,-7997,26237,4757,-9014,-17719,16112,2853,7138,656,-344, 
 加:期初现金及现金等价物余额(万元),36436,36436,36436,30671,30671,30671,30671,4434,4434,13448,31168,15056,8005,867,210,554, 
 期末现金及现金等价物余额(万元),134403,49128,41214,36436,25458,32980,22673,30671,9191,4434,13448,31168,10858,8005,867,210, 
 净利润(万元),--,--,4431,18534,--,--,1416,15123,--,12602,--,--,4909,4824,2160,612, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,--,-641,727,--,--,-631,2861,--,2033,--,--,-338,591,40,175, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,--,46,177,--,--,47,188,--,189,--,--,--,--,--,--, 
 无形资产摊销(万元),--,--,4,15,--,--,4,16,--,14,--,--,--,--,--,--, 
 长期待摊费用摊销(万元),--,--,1,3,--,--,1,3,--,4,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,-0,-0,--,--,0,-2,--,10,--,--,--,--,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,--,93,623,--,--,221,1227,--,1341,--,--,--,--,--,--, 
 投资损失(万元),--,--,--,-36,--,--,-4,--,--,-25,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,--,95,695,--,--,105,141,--,-883,--,--,--,--,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,--,4675,4082,--,--,-4073,19801,--,-16131,--,--,-13704,683,-5062,-5882, 
 经营性应收项目的减少(万元),--,--,4144,-7906,--,--,11317,-41681,--,-38179,--,--,4421,-11787,-529,-1952, 
 经营性应付项目的增加(万元),--,--,-2857,7726,--,--,-7044,30257,--,25536,--,--,6403,7827,2511,6743, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,593,171,52,7, 
 经营活动产生现金流量净额(万元),--,--,9990,24640,--,--,1359,27934,--,-13490,--,--,2284,2309,-828,-296, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),134403,49128,41214,36436,25458,32980,22673,30671,9191,4434,13448,31168,10858,8005,867,210, 
 现金的期初余额(万元),36436,36436,36436,30671,30671,30671,30671,4434,4434,13448,31168,15056,8005,867,210,554, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),97966,12692,4777,5766,-5213,2310,-7997,26237,4757,-9014,-17719,16112,2853,7138,656,-344, 

