 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),237966,6014453,2880002,4330929,1516685,4718146,3689674,2888654,677248,5853528,5439538,3400275,4753372,3568992,2519892,1372874,879149,1247616,748321,534242,144579,739917,560290,28248, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),15199,89790,52914,35226,16151,67752,28534,26941,16565,59588,43830,26353,20272,118768,102740,92708,66889,64852,27274,54668,121635,61421,26044,30504, 
 投资所支付的现金(万元),871916,5270483,2384602,3276055,675962,4811247,3877273,3311916,1249550,7829208,7539932,3480899,4628816,3627037,1382770,1209148,1306094,1463118,1335429,552149,426815,148919,321722,7646, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,2010,--,160,--,18435,3654,18435,--,249885,284681,249885,--,--,--,178139,--,--,--,--,--,--,--,-5849, 
 支付的其他与投资活动有关的现金(万元),--,3053,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),894748,5365337,2437676,3311441,692113,4897435,3927897,3357292,1266115,8138681,7868443,3757138,4649088,3745805,1485510,1479994,1372982,1527971,1362702,606817,548450,210340,347766,32302, 
 投资活动产生的现金流量净额(万元),-656782,649116,442326,1019488,824572,-179289,-238223,-468639,-588867,-2285153,-2428905,-356863,104284,-176813,1034382,-107120,-493833,-280354,-614381,-72574,-403871,529577,212524,-4054, 
 吸收投资收到的现金(万元),--,2230149,1530149,1530149,--,315002,315992,116029,--,3966327,4005775,3966327,500680,108037,108212,55013,--,1715,58345,--,145086,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,315992,116029,--,--,--,--,680,108037,108212,55013,--,1715,--,--,145086,--,--,--, 
 取得借款收到的现金(万元),801553,7259451,2380091,1299676,0,3537637,2711298,1217594,766500,6507346,4502094,4315857,1110849,5657888,1576686,1678769,721955,2911170,521785,16616,--,--,--,--, 
 发行债券收到的现金(万元),2263036,8178805,5602629,2347114,1571713,7035243,4115693,1592924,322648,6784389,5795710,5729322,928180,6266986,4030103,2546211,1357851,4013585,1000000,300000,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,39448,47500,39448,--,--,1178,--,--,--,60000,--,--,44060,--,154820, 
 筹资活动现金流入小计(万元),3064589,17668406,9512869,5176939,1571713,10887882,7142982,2926547,1089148,17297509,14351079,14050954,2539709,12032911,5716180,4279993,2079806,6926471,1640131,316616,145086,44060,--,154820, 
 偿还债务支付的现金(万元),2967868,14267242,7380051,5188057,1357217,8919309,6810175,3711812,1234702,11645999,8495820,6528286,2000574,8998969,4094328,3025207,1870466,5144641,1076802,--,43576,165000,236820,25060, 
 分配股利、利润或偿付利息所支付的现金(万元),144955,844992,784955,565813,400734,924445,814736,717452,90655,450620,234261,137847,34208,239057,161622,58816,24301,96403,26550,50281,47971,153157,247932,25817, 
 其中：子公司支付给少数股东的股利、利润(万元),--,49915,21874,12210,--,26421,14082,7927,--,22405,16955,10452,--,16150,11414,7447,--,6618,2932,2725,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),0,30775,6276,3825,--,--,--,--,--,6212,--,--,--,--,--,--,--,--,60000,--,--,--,--,--, 
 筹资活动现金流出小计(万元),3112823,15143010,8171283,5757695,1757950,9843755,7624911,4429264,1325357,12102831,8730081,6666133,2034782,9238026,4255950,3084023,1894767,5241044,1163352,50281,91547,318157,484752,50877, 
 筹资活动产生的现金流量净额(万元),-48234,2525396,1341586,-580756,-186238,1044127,-481929,-1502717,-236209,5194678,5620998,7384821,504927,2794885,1460230,1195970,185039,1685426,476778,266336,53538,-274097,-484752,103943, 
 汇率变动对现金及现金等价物的影响(万元),-64267,-96920,-76290,-28649,-16712,95575,13725,37640,-8124,85473,67934,1555,7440,4290,14426,14556,7749,-16956,133,-34310,-24266,-1114,-1234,-1690, 
 现金及现金等价物净增加额(万元),2531938,-3301832,-2752355,-1829157,-1725065,-4921177,-6220758,-3200666,-882892,5810942,10757993,18836323,2786870,7563899,4031081,1672704,629768,167739,-765756,-2674666,-1171717,3604017,-2621119,5130257, 
 加:期初现金及现金等价物余额(万元),9850317,13152149,13152149,13152149,13152149,18073326,18073326,18073326,18073326,12262384,12262384,12262384,12262384,4698485,4698485,4698485,4698485,4530746,5296502,7971167,9142884,5538867,8159986,3029729, 
 期末现金及现金等价物余额(万元),12382255,9850317,10399794,11322992,11427084,13152149,11852567,14872659,17190434,18073326,23020377,31098706,15049254,12262384,8729566,6371188,5328253,4698485,4530746,5296502,7971167,9142884,5538867,8159986, 
 净利润(万元),--,1048291,--,509208,--,1135296,--,619052,--,1669481,--,1040345,--,717160,--,227114,--,302832,256249,279393,406781,631152,620097,739210, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,73795,--,21978,--,121119,--,58821,--,76987,--,24208,--,40870,--,9823,--,21129,8285,8928,1270,5105,8507,3719, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,29054,--,14342,--,27694,--,13854,--,25557,--,12453,--,19016,--,6955,--,15088,17456,15848,15142,13063,11101,7340, 
 无形资产摊销(万元),--,8857,--,4102,--,7053,--,3352,--,5409,--,2556,--,3877,--,2110,--,2423,1798,1490,834,519,873,917, 
 长期待摊费用摊销(万元),--,8437,--,3952,--,5677,--,3578,--,7286,--,3174,--,7278,--,3246,--,6685,7383,6608,5142,3528,2653,3689, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,498,--,46,--,664,--,99,--,805,--,69,--,-5372,--,-118,--,232,111,-2123,896,719,1064,2252, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,--, 
 公允价值变动损失(万元),--,-199,--,1046,--,51464,--,71275,--,-113,--,-78049,--,-322155,--,-86737,--,102927,-54416,29618,-1317,-6634,80827,-55845, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,433298,--,192657,--,363847,--,215928,--,448702,--,211592,--,241343,--,83082,--,107250,24033,18914,4255,9496,12932,25817, 
 投资损失(万元),--,-409456,--,-175258,--,-493169,--,-405133,--,-420972,--,-292240,--,-177164,--,-44277,--,-39108,-47428,-25470,-32890,-285214,-460440,-15135, 
 递延所得税资产减少(万元),--,26887,--,19582,--,-37561,--,-25862,--,-93268,--,-12389,--,41058,--,23832,--,-27206,--,-29663,-49115,--,-17805,18288, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2516,--,--,45645,--,--, 
 存货的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营性应收项目的减少(万元),--,-5510951,--,-1905513,--,-548267,--,927605,--,-5141029,--,-8392925,--,-6283552,--,-513172,--,-3381238,-1581654,-1168273,-622276,-120592,-59032,-440434, 
 经营性应付项目的增加(万元),--,-2068088,--,-925994,--,-6511328,--,-2747367,--,6242352,--,19290350,--,10662108,--,858787,--,1668537,738383,-1967671,-524387,3054062,-2545097,4739555, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,1887,--,613,--,-4079,--,-2152,--,-5254,--,-2336,--,-2930,--,-1394,--,-444,-1256,-1717,-1451,-1198,-3338,2684, 
 经营活动产生现金流量净额(万元),--,-6379425,--,-2239240,--,-5881590,--,-1266951,--,2815944,--,11806809,--,4941538,--,569298,--,-1220377,-628286,-2834117,-797118,3349651,-2347657,5032059, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),12382255,7585401,10399794,9117083,11427084,10796482,11852567,11975199,17190434,15147381,23020377,26730091,15049254,9628282,8729566,4963423,5328253,3653067,3660183,5296502,7971167,9142884,5538867,8159986, 
 现金的期初余额(万元),9850317,10796482,13152149,10796482,13152149,15147381,18073326,15147381,18073326,9628282,12262384,9628282,12262384,3653067,4698485,3653067,4698485,3660183,4915068,7971167,9142884,5538867,8159986,3029729, 
 现金等价物的期末余额(万元),--,2264916,--,2205909,--,2355667,--,2897460,--,2925945,--,4368616,--,2634102,--,1407766,--,1045417,870563,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,2355667,--,2355667,--,2925945,--,2925945,--,2634102,--,2634102,--,1045417,--,1045417,--,870563,381434,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),2531938,-3301832,-2752355,-1829157,-1725065,-4921177,-6220758,-3200666,-882892,5810942,10757993,18836323,2786870,7563899,4031081,1672704,629768,167739,-765756,-2674666,-1171717,3604017,-2621119,5130257, 

