 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31, 
 投资活动现金流出小计(万元),10555331,6570819,15903534,12514704,6337137,6755137, 
 投资活动产生的现金流量净额(万元),-2666650,-591618,-4344745,-3991929,-680388,-1891348, 
 吸收投资收到的现金(万元),--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--, 
 发行债券收到的现金(万元),12523436,8869825,4855840,2786274,3335278,494998, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),12523436,8869825,4855840,2786274,3335278,494998, 
 偿还债务支付的现金(万元),12062000,8761000,4408000,3418000,1960000,--, 
 分配股利、利润或偿付利息所支付的现金(万元),105787,76900,125515,118677,94599,90318, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),12167787,8837900,4533515,3536677,2054599,90318, 
 筹资活动产生的现金流量净额(万元),355649,31924,322326,-750403,1280679,404680, 
 汇率变动对现金及现金等价物的影响(万元),-1010,-505,3956,1758,2115,42, 
 现金及现金等价物净增加额(万元),1994248,801158,-2683799,-1697856,1433569,1030602, 
 加:期初现金及现金等价物余额(万元),4236614,4236614,6920413,6920413,5486843,4456242, 
 期末现金及现金等价物余额(万元),6230862,5037771,4236614,5222556,6920413,5486843, 
 净利润(万元),281141,165202,258306,220864,282118,355235, 
 少数股东损益(万元),--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--, 
 资产减值准备(万元),120182,90463,261991,157052,250783,133336, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),10527,7176,14843,10936,14937,14176, 
 无形资产摊销(万元),463,309,803,629,836,836, 
 长期待摊费用摊销(万元),2430,1642,3215,2151,3989,3729, 
 待摊费用的减少(万元),--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-1923,87,-1046,280,-16531,-38, 
 固定资产报废损失(万元),--,--,--,--,--,--, 
 公允价值变动损失(万元),-238,-1129,1500,866,-943,-1262, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--, 
 财务费用(万元),106663,72655,62691,44673,64936,23284, 
 投资损失(万元),-81020,-44719,-62363,-34463,-63206,-48652, 
 递延所得税资产减少(万元),-22801,-14190,-41100,-38252,-24815,-44976, 
 递延所得税负债增加(万元),--,--,--,--,--,--, 
 存货的减少(万元),--,--,--,--,--,--, 
 经营性应收项目的减少(万元),-254266,-372835,-2464084,-1213722,-158047,-1016279, 
 经营性应付项目的增加(万元),4151889,1461294,3311558,3900469,486855,3100861, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),4306259,1361356,1334664,3042718,831163,2517229, 
 债务转为资本(万元),--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--, 
 现金的期末余额(万元),6230862,5037771,4236614,5222556,6920413,5486843, 
 现金的期初余额(万元),4236614,4236614,6920413,6920413,5486843,4456242, 
 现金等价物的期末余额(万元),--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),1994248,801158,-2683799,-1697856,1433569,1030602, 

