 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),4400,15000,15000,15000,--,--,--,--,77,--,--,0,--,158,102,0,--,700,--,700,--,101,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),16482,25011,23552,18312,16102,10001,4998,2826,16323,12308,3180,1634,7837,7118,5437,3997,2017,1598,683,1011,3175,2243,7372,6018, 
 投资活动产生的现金流量净额(万元),-15282,-24543,-23251,-18304,-14765,-9962,-4997,-2826,-12784,-11951,-2824,-1634,-6131,-451,-4862,-3987,-1447,-293,-79,-310,-2613,-2296,-4937,-5950, 
 吸收投资收到的现金(万元),400,--,--,--,69117,--,--,--,--,--,--,--,--,--,--,--,23567,23567,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),400,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),110837,94750,55050,25450,128890,101640,65750,35000,79400,55000,39000,15000,114960,81960,46960,25000,64111,41753,24953,3213,63443,36030,56563,65420, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,500,500,--,--,--,--,--,530,--,--,--,125,--,--,--,983, 
 筹资活动现金流入小计(万元),111237,94750,55050,25450,198008,101640,65750,35000,79900,55500,39000,15000,114960,81960,46960,25530,87678,65320,24953,3338,63443,36030,56563,66403, 
 偿还债务支付的现金(万元),108977,101277,62150,30550,75250,43930,24250,10000,75100,50200,39000,15000,112861,62826,25866,14746,83792,47591,26469,10419,46250,25850,65693,43800, 
 分配股利、利润或偿付利息所支付的现金(万元),6357,5364,4340,950,4763,4954,4208,520,2547,2048,1594,408,4118,3343,2604,556,7034,6192,5374,738,6864,6017,3171,2771, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,500,--,--,--,--,--,--,--,--,--,--,--,943,--,--,--,336,--,--,1234, 
 筹资活动现金流出小计(万元),115334,106641,66490,31500,80513,48884,28458,10520,77647,52248,40594,15408,116979,66168,28470,15302,91769,53783,31843,11157,53450,31867,68864,47805, 
 筹资活动产生的现金流量净额(万元),-4097,-11891,-11440,-6050,117495,52756,37292,24480,2253,3252,-1594,-408,-2019,15792,18490,10228,-4091,11536,-6890,-7820,9993,4163,-12301,18598, 
 汇率变动对现金及现金等价物的影响(万元),81,153,11,-99,-72,-55,-19,-12,130,69,44,0,56,28,-21,-26,-96,-28,-6,-7,-22,-35,4,-6, 
 现金及现金等价物净增加额(万元),30335,-33302,-28558,-35585,34455,-25775,-17395,-18194,5553,-19562,-11589,-16804,4486,-9546,-10644,-10499,14826,11282,-3168,-11376,4013,-7752,-460,-2335, 
 加:期初现金及现金等价物余额(万元),80770,80770,80770,80770,46315,46315,46315,46315,40762,40762,40762,40940,36276,36276,36276,36276,21450,21450,21450,29180,17437,17437,17897,20232, 
 期末现金及现金等价物余额(万元),111105,47468,52212,45185,80770,20540,28920,28121,46315,21200,29173,24136,40762,26730,25632,25777,36276,32732,18282,17804,21450,9685,17437,17897, 
 净利润(万元),17143,--,5627,--,5019,--,2810,--,5185,--,2143,--,5038,--,2281,--,6502,--,2608,--,6257,--,7806,8318, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),1356,--,2523,--,797,--,1311,--,703,--,783,--,170,--,749,--,191,--,-36,--,237,--,506,581, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),4963,--,2018,--,3588,--,1306,--,3593,--,1733,--,3242,--,1555,--,3092,--,1525,--,2971,--,1627,1366, 
 无形资产摊销(万元),385,--,53,--,321,--,91,--,220,--,78,--,147,--,84,--,136,--,67,--,126,--,115,53, 
 长期待摊费用摊销(万元),224,--,147,--,58,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-5,--,10,--,-99,--,-27,--,10,--,14,--,-479,--,-11,--,-54,--,-57,--,5,--,-699,-10, 
 固定资产报废损失(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),26,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),4051,--,1773,--,3592,--,1273,--,1640,--,793,--,2651,--,1427,--,3258,--,1693,--,2918,--,2307,2024, 
 投资损失(万元),-690,--,-3,--,30,--,--,--,5,--,--,--,-63,--,--,--,-19,--,-10,--,--,--,--,--, 
 递延所得税资产减少(万元),-195,--,-375,--,-109,--,-195,--,-92,--,-123,--,-1,--,-68,--,-66,--,-83,--,104,--,-92,-178, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),15762,--,448,--,-30944,--,-7368,--,1027,--,-25,--,-4346,--,-7014,--,-2510,--,-1440,--,-3620,--,-5601,-2062, 
 经营性应收项目的减少(万元),-19078,--,-43783,--,-15249,--,-20386,--,-14900,--,-14910,--,2882,--,-12368,--,-8654,--,-2897,--,-4225,--,-10833,-1729, 
 经营性应付项目的增加(万元),25690,--,37682,--,-34553,--,-28485,--,18562,--,2298,--,3339,--,-10887,--,18584,--,2435,--,-8118,--,21639,-23340, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,-653,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),49634,--,6121,--,-68202,--,-49671,--,15954,--,-7216,--,12581,--,-24252,--,20460,--,3806,--,-3346,--,16774,-14977, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),111105,47468,52212,45185,80770,20540,28920,28121,46315,21200,29173,24136,40762,26730,25632,25777,36276,32732,18282,17804,21450,9685,17437,17897, 
 现金的期初余额(万元),80770,80770,80770,80770,46315,46315,46315,46315,40762,40762,40762,40940,36276,36276,36276,36276,21450,21450,21450,29180,17437,17437,17897,20232, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),30335,-33302,-28558,-35585,34455,-25775,-17395,-18194,5553,-19562,-11589,-16804,4486,-9546,-10644,-10499,14826,11282,-3168,-11376,4013,-7752,-460,-2335, 

