 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),--,33618,79839,--,--,88374,24981, 
 投资损失(万元),--,-27249,-41340,--,--,-71070,-7361, 
 递延所得税资产减少(万元),--,-7282,-6066,--,--,-12988,-1756, 
 递延所得税负债增加(万元),--,47,-3358,--,--,3298,134, 
 存货的减少(万元),--,--,--,--,--,--,--, 
 经营性应收项目的减少(万元),--,411701,771151,--,--,-1376423,-1594117, 
 经营性应付项目的增加(万元),--,-634185,-841955,--,--,1853537,1794170, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,-187620,-101761,--,--,231973,285633, 
 债务转为资本(万元),--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--, 
 现金的期末余额(万元),1166856,1314746,1647664,1485958,3454367,2169137,2290508, 
 现金的期初余额(万元),1647664,1647664,2169137,2169137,3815079,2290508,1188749, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-480808,-332918,-521473,-683179,-360711,-121370,1101759, 

