 报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,5239,4830,-74,--,--,--,--,--,599,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),36231,14623,124401,92088,56639,11831,26143,5859,2423,1354,63840,54226,29700,1697,6161,4878,3431,1235,797,370,3961, 
 投资活动产生的现金流量净额(万元),27128,28524,-42294,-22806,-5283,-3430,-18101,-5858,-2421,-1353,-37176,-27581,-17635,-1697,-5938,-4877,-3430,-1235,-789,-366,-3959, 
 吸收投资收到的现金(万元),271,275,4004,3887,3776,2000,50936,50495,495,470,40945,36864,36024,36024,--,--,--,--,45,49,800, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,671,--,--,--,937,495,495,--,1545,--,--,--,--,--,--,--,45,49,--, 
 取得借款收到的现金(万元),82394,39700,189210,158100,71500,67500,85117,63854,26397,21797,48541,35811,24377,19777,39235,30987,20952,12150,24514,12150,10030, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,776,776,776,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),82665,39975,193214,161987,75276,69500,136053,114348,26892,22267,89486,73451,61177,56577,39235,30987,20952,12150,24559,12199,10830, 
 偿还债务支付的现金(万元),73419,26262,126532,120465,59550,52250,54706,28815,18507,14138,42770,36174,27014,13914,17608,12680,6851,2465,25148,10430,3550, 
 分配股利、利润或偿付利息所支付的现金(万元),3453,831,9219,7151,3104,1491,3793,2037,2351,500,3211,1846,1693,770,1693,1208,741,321,1348,1061,5799, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),423,--,12,237,237,199,1164,1116,--,--,3376,335,335,125,--,--,--,0,--,--,--, 
 筹资活动现金流出小计(万元),77295,27093,135763,127853,62891,53940,59663,31969,20859,14638,49357,38355,29043,14809,19301,13888,7592,2787,26497,11491,9349, 
 筹资活动产生的现金流量净额(万元),5370,12882,57451,34135,12385,15560,76390,82380,6033,7629,40129,35096,32135,41768,19934,17099,13361,9363,-1938,708,1481, 
 汇率变动对现金及现金等价物的影响(万元),-158,-185,-15,-17,-4,--,0,--,--,--,0,--,--,--,0,0,0,--,-0,0,--, 
 现金及现金等价物净增加额(万元),1378,-809,-12759,24299,-15246,4327,29241,46566,-10671,-6274,2485,-5298,217,26037,8195,-3790,-1071,-4829,-5100,1978,986, 
 加:期初现金及现金等价物余额(万元),33410,33472,46169,51065,46169,47597,16928,16928,16928,16928,14443,14513,14443,14443,6248,6248,6248,6248,11348,9370,8384, 
 期末现金及现金等价物余额(万元),34788,32663,33410,75364,30924,51924,46169,63494,6257,10654,16928,9215,14660,40480,14443,2457,5177,1419,6248,11348,9370, 
 净利润(万元),9002,--,17085,--,2248,--,9144,--,1654,--,8198,--,2036,--,7501,--,--,--,6696,6170,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,215,--,--,--,119,-49,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),3217,--,4463,--,4867,--,5061,--,2935,--,3065,--,1409,--,1108,--,--,--,1110,815,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1652,--,2248,--,1077,--,1763,--,484,--,335,--,166,--,340,--,--,--,360,382,--, 
 无形资产摊销(万元),241,--,429,--,202,--,228,--,103,--,162,--,73,--,126,--,--,--,80,78,--, 
 长期待摊费用摊销(万元),260,--,385,--,260,--,211,--,253,--,254,--,60,--,168,--,--,--,79,48,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),3,--,14,--,14,--,7,--,-1,--,1,--,0,--,-182,--,--,--,-2,1,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),3347,--,7042,--,3019,--,3161,--,1176,--,2086,--,1095,--,1685,--,--,--,1344,1069,--, 
 投资损失(万元),-643,--,-423,--,-363,--,-37,--,--,--,-36,--,-112,--,181,--,--,--,57,--,--, 
 递延所得税资产减少(万元),-785,--,-801,--,-748,--,-763,--,-431,--,336,--,-347,--,-265,--,--,--,-264,-164,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),-24996,--,-12333,--,-36266,--,-27593,--,-20895,--,-2485,--,-4908,--,-2300,--,--,--,-3495,911,--, 
 经营性应收项目的减少(万元),-72750,--,-121428,--,4064,--,-85645,--,-46776,--,-39763,--,-16242,--,-32849,--,--,--,-18572,-12821,--, 
 经营性应付项目的增加(万元),50492,--,74168,--,-716,--,65230,--,47215,--,27354,--,2486,--,18472,--,--,--,10114,5195,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,1250,--,--,--,185,--,--,--,27,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),-30962,--,-27901,--,-22343,--,-29048,--,-14282,--,-468,--,-14283,--,-5801,--,--,--,-2372,1637,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),34788,32663,33410,75364,30924,51924,46169,63494,6257,10654,16928,9215,14660,40480,14443,2457,5177,1419,6248,6248,9370, 
 现金的期初余额(万元),33410,33472,46169,51065,46169,47597,16928,16928,16928,16928,14443,14513,14443,14443,6248,6248,6248,6248,11348,11348,8384, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),1378,-809,-12759,24299,-15246,4327,29241,46566,-10671,-6274,2485,-5298,217,26037,8195,-3790,-1071,-4829,-5100,-5100,986, 

