 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31, 
 资产减值准备(万元),--,1420,--,342,--,609,--,193,708,541,--,166,--,210,784,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,861,--,1659,--,707,--,1174,872,580,--,870,--,798,637,--, 
 无形资产摊销(万元),--,113,--,199,--,82,--,136,98,63,--,119,--,104,42,--, 
 长期待摊费用摊销(万元),--,33,--,34,--,6,--,2,1,1,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-8,--,-9,--,-6,--,1,1,-1,--,--,--,--,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,5,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,160,--,345,--,178,--,408,273,171,--,210,--,212,214,--, 
 投资损失(万元),--,3,--,0,--,--,--,--,--,--,--,--,--,-0,--,--, 
 递延所得税资产减少(万元),--,-528,--,1,--,-226,--,-355,-113,-78,--,-117,--,-57,-126,--, 
 递延所得税负债增加(万元),--,-1,--,-1,--,13,--,-2,-2,-1,--,22,--,--,--,--, 
 存货的减少(万元),--,3714,--,-8245,--,-3006,--,-9126,-7085,-3176,--,731,--,-590,2639,--, 
 经营性应收项目的减少(万元),--,-394,--,-10343,--,-7361,--,-5103,-10231,-7109,--,-2138,--,-1754,-5776,--, 
 经营性应付项目的增加(万元),--,-3461,--,10549,--,148,--,11397,6302,1799,--,2415,--,-86,2900,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,-1768,--,-368,--,-904,--,347,--,-748,--,99,--,19,251,--, 
 经营活动产生现金流量净额(万元),--,1427,--,-135,--,-7817,--,4163,-7287,-6546,--,7109,--,3008,5110,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),15997,22353,18000,23138,18027,20199,26421,14484,5415,4443,2321,10285,2883,7565,7388,4556, 
 现金的期初余额(万元),23138,23138,23506,14484,15379,14484,14484,10285,10417,10285,10285,7565,7815,7388,4556,3063, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-7140,-785,-5505,8653,2648,5715,11937,4200,-5002,-5842,-7964,2720,-4932,177,2832,1493, 

