 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,2052,--,992,--,2078,--,1085,--,4167,--,2254,--,3979,--,1899,--,2784,1275,505,467,406, 
 投资损失(万元),--,-29,--,-108,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,193,--,594,--,-981,--,-473,--,-451,--,-36,--,-182,--,-89,--,-98,-329,-12,-135,-109, 
 递延所得税负债增加(万元),--,56,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-12474,--,1871,--,-7166,--,-233,--,8693,--,6863,--,-5314,--,-3896,--,-2229,-5896,-5348,2274,7773, 
 经营性应收项目的减少(万元),--,-3791,--,4802,--,2222,--,26997,--,-23571,--,-1150,--,-9002,--,-1038,--,-10458,5300,-3465,-11319,-10097, 
 经营性应付项目的增加(万元),--,15414,--,-9563,--,5676,--,-5570,--,-3515,--,-9053,--,4701,--,5414,--,17817,-8483,12298,5465,-7642, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,317,608,0, 
 经营活动产生现金流量净额(万元),--,26161,--,11057,--,36506,--,37216,--,13188,--,8875,--,15213,--,10660,--,25988,6602,20610,13000,4909, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),6990,9631,12759,8301,10290,6422,7085,9958,10925,8647,23816,21477,12546,12635,8322,16979,10777,9098,11767,13876,4604,1763, 
 现金的期初余额(万元),9631,6422,6422,6422,6422,8647,8647,8647,8647,12635,12635,12635,12635,9098,9098,9098,9098,11767,13876,4604,1763,2807, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-2640,3209,6337,1879,3868,-2225,-1562,1311,2278,-3988,11182,8843,-89,3536,-776,7880,1679,-2669,-2108,9272,2840,-1044, 

