 报告日期,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31, 
 筹资活动产生的现金流量净额(万元),563,-2973,-1749,-1389,-3265,3772, 
 汇率变动对现金及现金等价物的影响(万元),18,12,5,3,--,--, 
 现金及现金等价物净增加额(万元),3535,-3098,-1867,3318,-1231,-120, 
 加:期初现金及现金等价物余额(万元),1892,4990,4990,1672,2904,3024, 
 期末现金及现金等价物余额(万元),5427,1892,3123,4990,1672,2904, 
 净利润(万元),3148,6197,--,5056,5570,--, 
 少数股东损益(万元),--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--, 
 资产减值准备(万元),-100,421,--,610,172,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),922,1799,--,1600,1199,--, 
 无形资产摊销(万元),51,119,--,114,53,--, 
 长期待摊费用摊销(万元),75,147,--,24,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-122,--,-26,22,--, 
 固定资产报废损失(万元),--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--, 
 财务费用(万元),67,180,--,306,340,--, 
 投资损失(万元),-0,-119,--,146,70,--, 
 递延所得税资产减少(万元),87,-17,--,33,-38,--, 
 递延所得税负债增加(万元),-78,43,--,35,--,--, 
 存货的减少(万元),-753,-391,--,1906,-802,--, 
 经营性应收项目的减少(万元),828,-6582,--,1641,1773,--, 
 经营性应付项目的增加(万元),653,-978,--,-4782,-2305,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),4899,697,--,6660,6054,--, 
 债务转为资本(万元),--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--, 
 现金的期末余额(万元),5427,1892,3123,4990,1672,2904, 
 现金的期初余额(万元),1892,4990,4990,1672,2904,3024, 
 现金等价物的期末余额(万元),--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),3535,-3098,-1867,3318,-1231,-120, 

