 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31, 
 分配股利、利润或偿付利息所支付的现金(万元),1439,536,2659,961,4655,3322,3045, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),159,2,4,--,3,3,3, 
 筹资活动现金流出小计(万元),1598,539,2662,961,5658,5525,3048, 
 筹资活动产生的现金流量净额(万元),31072,961,-2662,-961,1582,-4525,-848, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),30283,1950,217,2383,1694,-2907,5121, 
 加:期初现金及现金等价物余额(万元),7384,7384,7167,7167,5473,8380,3259, 
 期末现金及现金等价物余额(万元),37667,9334,7384,9550,7167,5473,8380, 
 净利润(万元),--,3253,6125,--,6332,2819,4588, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),--,32,438,--,30,23,1691, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,441,720,--,489,458,406, 
 无形资产摊销(万元),--,52,103,--,113,77,23, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,0,0,--,4,0,0, 
 固定资产报废损失(万元),--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),--,3,-154,--,-52,24,58, 
 投资损失(万元),--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-102,-200,--,237,-255,82, 
 递延所得税负债增加(万元),--,--,--,--,-10,10,--, 
 存货的减少(万元),--,650,-1279,--,-1186,-79,-1091, 
 经营性应收项目的减少(万元),--,-1954,1523,--,-1343,1900,-470, 
 经营性应付项目的增加(万元),--,1012,588,--,-28,-2382,1198, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,158,2541,--, 
 经营活动产生现金流量净额(万元),--,3388,7865,--,4744,5136,6484, 
 债务转为资本(万元),--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--, 
 现金的期末余额(万元),37667,9334,7384,9550,7167,5473,8380, 
 现金的期初余额(万元),7384,7384,7167,7167,5473,8380,3259, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),30283,1950,217,2383,1694,-2907,5121, 

