 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 购买商品、接受劳务支付的现金(万元),364208,266985,175562,79153,347324,250048,166072,83975,277241,193789,115413,64349,197329,133235,81145,49396,171299,132917,88028,35398,125505,89519,132849,154403,134937,32501, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),17209,12581,8688,5239,14945,10822,7801,4494,12360,9644,6582,4008,11784,9306,4583,2621,7245,5785,3702,2162,5723,6812,4751,3630,1956,965, 
 支付的各项税费(万元),14413,13748,7893,5484,23819,19058,11620,7978,27446,21907,15321,6315,20627,14531,10265,3427,22742,16896,10260,5405,16590,12410,26499,26481,16530,2960, 
 支付的其他与经营活动有关的现金(万元),9893,8771,6081,2850,12876,9206,5604,2998,9427,14658,10507,2968,8801,5189,3450,1630,5128,3857,2376,1691,5220,2150,5841,6111,4633,2663, 
 经营活动现金流出小计(万元),405723,302085,198223,92726,398963,289133,191097,99445,326474,239999,147824,77640,238541,162262,99442,57073,206414,159455,104365,44657,153037,110891,169940,190624,158056,39089, 
 经营活动产生的现金流量净额(万元),16957,-16959,2190,-1623,24296,-14108,-9807,-21147,29509,5098,9209,-565,41595,22201,20661,-19255,9987,8514,3910,1592,40697,34681,31751,27291,26792,4267, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),5789,4268,2793,1438,4615,3769,2433,1427,5316,3181,2331,1206,7979,5815,3563,561,1092,698,481,336,864,593,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),32,20057,20054,20165,34,336,76,10,1240,244,230,209,29,74,64,--,35,27,5,3,587,3,27,4,3,626, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),724173,591706,425337,188807,1007652,818026,573445,356908,1191046,852151,567465,144636,476876,260277,72324,40640,1013,910,910,910,729,649,586,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),729993,616031,448184,210410,1012301,822131,575955,358345,1197603,855576,570027,146051,484885,266166,75951,41201,2140,1635,1396,1249,2180,1245,613,4,3,626, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),19551,15287,9017,5109,20466,11885,8433,4264,28326,24487,21333,6419,11446,7239,4455,2089,6499,4305,3074,1717,10450,8591,9734,7156,7771,7869, 
 投资所支付的现金(万元),--,125,--,--,--,--,--,--,432,--,--,--,--,--,--,--,1000,--,1,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,716, 
 支付的其他与投资活动有关的现金(万元),695344,560135,433755,207194,967774,762940,522273,335900,1220568,831526,508776,93636,493385,295878,79925,50520,116000,50000,--,16150,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),714895,575546,442772,212303,988240,774825,530706,340164,1249326,856013,530109,100055,504831,303117,84380,52609,123499,54305,3075,17867,10450,8591,9734,7156,7771,8585, 
 投资活动产生的现金流量净额(万元),15099,40484,5412,-1893,24061,47306,45249,18181,-51723,-437,39917,45996,-19946,-36951,-8430,-11408,-121359,-52670,-1679,-16617,-8270,-7345,-9121,-7152,-7768,-7959, 
 吸收投资收到的现金(万元),--,--,--,--,50,50,50,50,140,140,--,--,--,--,--,--,158188,157105,--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,50,50,50,50,140,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),1541,1566,1566,1566,--,--,--,--,--,--,--,--,--,--,--,--,3876,2961,2961,1661,17472,--,31104,50,8299,10552, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,4366,5134,--,--,--,--,--,--,10597,11476,10423,9584,1500,--,6865,2396,--,--, 
 筹资活动现金流入小计(万元),1541,1566,1566,1566,50,50,50,50,4506,5274,0,0,0,0,0,0,172660,171542,13384,11245,18972,0,37970,2446,8299,10552, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,912,912,912,912,20922,20922,20922,17216,--,--,31104,3477,11650,3750, 
 分配股利、利润或偿付利息所支付的现金(万元),24172,24707,24120,96,40200,40200,40200,--,28140,28140,28140,--,18095,18095,18095,5,10334,9902,9902,48,49745,49590,239,4677,129,176, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,2196,2144,--,4366,--,--,--,--,--,--,--,115,775,596,113,1179,526,234,132,15354,4120,1907,--,2243,1483, 
 筹资活动现金流出小计(万元),24172,26904,26264,96,44566,40200,40200,0,28140,28140,28140,0,19121,19781,19602,1029,32435,31349,31058,17397,65099,53710,33250,8154,14022,5409, 
 筹资活动产生的现金流量净额(万元),-22631,-25337,-24698,1471,-44516,-40150,-40150,50,-23634,-22866,-28140,0,-19121,-19781,-19602,-1029,140225,140193,-17674,-6151,-46126,-53710,4720,-5708,-5722,5143, 
 汇率变动对现金及现金等价物的影响(万元),1546,2478,436,-277,-548,-1199,-104,302,206,-135,923,-213,-1861,-472,-283,-230,-378,-147,-64,-71,28,95,-370,-82,-85,-2, 
 现金及现金等价物净增加额(万元),10971,666,-16660,-2322,3294,-8150,-4812,-2615,-45643,-18340,21909,45218,666,-35003,-7655,-31922,28475,95891,-15507,-21248,-13671,-26280,26980,14349,13216,1448, 
 加:期初现金及现金等价物余额(万元),30464,30464,30464,30464,27171,27170,27171,27170,72814,72814,72814,72814,72148,72148,72148,72148,43673,43673,43673,43673,57344,57344,30364,16015,2799,1351, 
 期末现金及现金等价物余额(万元),41435,31131,13804,28143,30464,19020,22359,24555,27171,54473,94723,118032,72814,37144,64493,40226,72148,139563,28165,22425,43673,31064,57344,30364,16015,2799, 
 净利润(万元),75006,--,22520,--,58520,--,24983,--,84776,--,44184,--,64729,--,26948,--,43209,--,21556,--,59555,--,50248,61106,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),10331,--,3086,--,-1612,--,4655,--,-3290,--,3651,--,13023,--,11313,--,4586,--,554,--,-9292,--,22258,1480,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),8741,--,4149,--,6955,--,3360,--,5362,--,2294,--,3836,--,1846,--,3134,--,1383,--,2149,--,1677,1291,--,--, 
 无形资产摊销(万元),491,--,243,--,375,--,174,--,316,--,143,--,267,--,131,--,254,--,124,--,238,--,357,429,--,--, 
 长期待摊费用摊销(万元),1,--,0,--,149,--,149,--,64,--,31,--,44,--,20,--,39,--,19,--,23,--,8,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),5,--,36,--,660,--,171,--,76,--,-177,--,37,--,157,--,87,--,3,--,-126,--,-6,9,--,--, 
 固定资产报废损失(万元),4,--,--,--,0,--,0,--,--,--,--,--,170,--,--,--,--,--,--,--,--,--,115,--,--,--, 
 公允价值变动损失(万元),26,--,-148,--,-105,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),-943,--,136,--,1268,--,535,--,455,--,-8,--,2989,--,288,--,453,--,219,--,15,--,671,252,--,--, 
 投资损失(万元),-6169,--,-2875,--,-4783,--,-2518,--,-4788,--,-2748,--,-7577,--,-3699,--,-2141,--,-480,--,-864,--,--,-25,--,--, 
 递延所得税资产减少(万元),-1242,--,-421,--,404,--,-581,--,521,--,-431,--,-2047,--,-1718,--,-810,--,-1265,--,1425,--,-3285,-144,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),-31360,--,-34967,--,-2000,--,-15970,--,-4520,--,-5822,--,3345,--,7226,--,-27205,--,-16682,--,-2701,--,-3770,2614,--,--, 
 经营性应收项目的减少(万元),-53884,--,-2972,--,-43877,--,-33316,--,-62442,--,-43939,--,-46039,--,-22398,--,-28648,--,-7602,--,-13965,--,-39862,-43750,--,--, 
 经营性应付项目的增加(万元),15950,--,13404,--,8342,--,8551,--,12978,--,12029,--,8818,--,547,--,17029,--,6081,--,4124,--,3342,4007,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,117,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),16957,--,2190,--,24296,--,-9807,--,29509,--,9209,--,41595,--,20661,--,9987,--,3910,--,40697,--,31751,27291,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),41435,31131,13804,28143,30464,19020,19358,24555,17171,54473,56223,118032,66814,37144,31838,40226,15043,139563,28165,22425,43673,31064,57344,30364,16015,2799, 
 现金的期初余额(万元),30464,30464,30464,30464,17171,27170,17171,27170,66814,72814,66814,72814,15043,72148,15043,72148,43673,43673,43673,43673,57344,57344,30364,16015,2799,1351, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,3001,--,10000,--,38500,--,6000,--,32655,--,57105,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,10000,--,10000,--,6000,--,6000,--,57105,--,57105,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),10971,666,-16660,-2322,3294,-8150,-4812,-2615,-45643,-18340,21909,45218,666,-35003,-7655,-31922,28475,95891,-15507,-21248,-13671,-26280,26980,14349,13216,1448, 

