 报告日期,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31, 
 递延所得税资产减少(万元),-2,158,119,-151,5,-2, 
 递延所得税负债增加(万元),--,--,--,--,--,--, 
 存货的减少(万元),-25456,-3848,-10,315,-699,30, 
 经营性应收项目的减少(万元),4389,-15702,-5526,9591,-11526,3671, 
 经营性应付项目的增加(万元),8699,21989,4794,-11663,7605,-7034, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),-86,18344,7255,10899,2968,1704, 
 债务转为资本(万元),--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--, 
 现金的期末余额(万元),23400,22607,19466,12207,5927,3493, 
 现金的期初余额(万元),22607,12207,12207,5927,3493,15676, 
 现金等价物的期末余额(万元),--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),792,10400,7259,6280,2434,-12183, 

