 报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31, 
 现金及现金等价物净增加额(万元),9871,6541,263,4520,3660,-1294,-1331,-486,2452,3950,6979,-1166,-2196,-984,4185,24273,-927,-1575,-1005,2102,-1317,1364, 
 加:期初现金及现金等价物余额(万元),17655,17655,17392,17392,17392,17392,18723,18723,18723,18723,11744,11744,11744,11744,7559,7559,7559,7559,8564,8564,9881,8517, 
 期末现金及现金等价物余额(万元),27526,24196,17655,21912,21053,16099,17392,18237,21175,22674,18723,10578,9548,10760,11744,31832,6632,5984,7559,10666,8564,9881, 
 净利润(万元),4770,--,9107,--,6908,--,14937,--,6816,--,8502,--,4104,--,4206,--,2312,--,5883,--,5373,5019, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),68,--,43,--,166,--,243,--,-157,--,184,--,226,--,180,--,121,--,124,--,136,-50, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1691,--,2551,--,1331,--,2538,--,1246,--,1822,--,855,--,1439,--,688,--,923,--,835,832, 
 无形资产摊销(万元),142,--,150,--,60,--,127,--,51,--,94,--,46,--,91,--,45,--,82,--,82,77, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,-2,--,-2,--,147,--,22,--,233,--,-0,--,9,--,9,--,--,--,0,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),48,--,75,--,159,--,-274,--,-56,--,149,--,-27,--,318,--,405,--,-329,--,13,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),671,--,1332,--,426,--,-427,--,-241,--,-482,--,92,--,934,--,551,--,792,--,619,855, 
 投资损失(万元),-156,--,-227,--,-65,--,135,--,-2,--,-196,--,-115,--,-59,--,-32,--,-422,--,-4,-5, 
 递延所得税资产减少(万元),-207,--,-20,--,-32,--,44,--,76,--,86,--,106,--,-205,--,-33,--,-20,--,-32,13, 
 递延所得税负债增加(万元),-14,--,-23,--,-33,--,20,--,14,--,-2,--,--,--,-58,--,-58,--,42,--,14,3, 
 存货的减少(万元),-8314,--,-1689,--,-3698,--,-2152,--,-2178,--,1733,--,53,--,-1325,--,592,--,-2127,--,-496,-85, 
 经营性应收项目的减少(万元),-9485,--,-3948,--,-1260,--,-5375,--,-1367,--,1132,--,127,--,-1821,--,-803,--,-2147,--,-598,820, 
 经营性应付项目的增加(万元),13626,--,5287,--,-1768,--,3572,--,3229,--,-880,--,-5882,--,1023,--,-1612,--,2231,--,-1064,321, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),-80,--,423,--,-67,--,-129,--,-196,--,-103,--,-49,--,-68,--,-33,--,-5,--,-14,-3, 
 经营活动产生现金流量净额(万元),2759,--,13059,--,2125,--,13408,--,7257,--,12273,--,-465,--,4664,--,2151,--,5025,--,4862,7796, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),27526,24196,17655,21912,21053,16099,17392,18237,21175,22674,18723,10578,9548,10760,11744,31832,6632,5984,7559,10666,8564,9881, 
 现金的期初余额(万元),17655,17655,17392,17392,17392,17392,18723,18723,18723,18723,11744,11744,11744,11744,7559,7559,7559,7559,8564,8564,9881,8517, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),9871,6541,263,4520,3660,-1294,-1331,-486,2452,3950,6979,-1166,-2196,-984,4185,24273,-927,-1575,-1005,2102,-1317,1364, 

