 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31, 
 收到的其他与经营活动有关的现金(万元),12351,8779,4469,12397,11756,8407,3093,16356,10856,6249,3624,13296,11596,6235,3063,14098,14479,8885,8768,7927,6622,6201,15006, 
 经营活动现金流入小计(万元),410807,226625,99034,457935,315334,219529,106572,373296,256858,175846,69992,350073,207062,113012,41947,337738,242398,144785,64589,328029,250395,324884,301983, 
 购买商品、接受劳务支付的现金(万元),368563,236057,112785,356290,263968,172202,113581,266209,183349,125301,63103,260126,193474,137705,79535,274025,192890,136201,71305,244657,208986,243578,249815, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),27322,19079,12451,34267,28155,20196,12082,35697,27736,19961,11867,33901,26673,19283,11831,30183,23347,16843,10631,23937,18315,19840,16177, 
 支付的各项税费(万元),11143,6959,2026,22383,20744,10974,3872,17474,13029,10293,7012,20323,15130,9875,2213,24759,18311,10468,3482,21993,16530,22097,14013, 
 支付的其他与经营活动有关的现金(万元),28363,11392,10536,33390,29158,23304,8661,32593,25157,15192,9817,32813,25775,16801,9390,25761,20810,13502,12333,26017,15274,25921,19552, 
 经营活动现金流出小计(万元),435391,273488,137799,446329,342025,226675,138195,351974,249271,170748,91799,347163,261052,183664,102970,354729,255358,177014,97750,316604,259105,311436,299557, 
 经营活动产生的现金流量净额(万元),-24584,-46862,-38765,11605,-26692,-7147,-31624,21322,7587,5099,-21808,2910,-53990,-70651,-61024,-16990,-12960,-32229,-33162,11425,-8709,13448,2427, 
 收回投资所收到的现金(万元),130000,45000,--,175000,110000,65000,65000,158000,133000,113000,68000,106000,68000,38000,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),1472,704,--,1703,1161,690,690,1603,1338,1273,896,1581,617,334,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),28,14,0,1,1,1,0,1589,2,1,1,7,5,8,0,--,0,0,--,4,--,10,2, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1330, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),131500,45718,0,176704,111162,65690,65690,161193,134340,114274,68897,107587,68622,38342,0,0,0,0,0,4,0,10,1332, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),901,771,364,6462,4852,1118,892,1784,-5,695,466,13777,13140,12514,6510,34471,32394,1501,1154,12038,11320,16443,31119, 
 投资所支付的现金(万元),140000,55000,--,175000,110000,65000,20000,145000,125500,100000,55000,164000,126000,96000,18000,--,--,--,--,--,--,1836,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),140901,55771,364,181462,114852,66118,20892,146784,125495,100695,55466,177777,139140,108514,24510,34471,32394,1501,1154,12038,11320,18279,31119, 
 投资活动产生的现金流量净额(万元),-9400,-10053,-364,-4758,-3691,-428,44798,14409,8845,13578,13431,-70189,-70518,-70173,-24510,-34471,-32394,-1501,-1154,-12035,-11320,-18269,-29786, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,144937,--,--,--,--,--,--,50347, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1147, 
 取得借款收到的现金(万元),78000,37000,26000,72600,57600,57600,41000,65400,51400,46400,30400,108500,78500,50100,35900,63200,51900,22700,--,4150,4150,10150,26950, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1500,1500,--,1756, 
 筹资活动现金流入小计(万元),78000,37000,26000,72600,57600,57600,41000,65400,51400,46400,30400,108500,78500,50100,35900,208137,51900,22700,0,5650,5650,10150,79053, 
 偿还债务支付的现金(万元),87378,42050,1050,74600,59000,57500,40000,71930,50030,47630,33200,140020,71636,29753,14251,23574,7874,1623,523,7633,5033,4924,10200, 
 分配股利、利润或偿付利息所支付的现金(万元),2623,1701,851,2152,1519,1021,517,13915,13327,1246,674,17296,15904,14390,1420,4232,2989,1561,724,3174,2853,3028,2441, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,7,--,--,--,--,--,--,--,164,164,164,125,--,--,--,--,--,--,1,259, 
 筹资活动现金流出小计(万元),90000,43751,1901,76758,60519,58521,40517,85845,63357,48876,33874,157480,87703,44307,15796,27806,10863,3184,1247,10806,7885,7953,12900, 
 筹资活动产生的现金流量净额(万元),-12000,-6751,24099,-4158,-2919,-921,483,-20445,-11957,-2476,-3474,-48980,-9203,5793,20104,180332,41037,19516,-1247,-5156,-2235,2197,66153, 
 汇率变动对现金及现金等价物的影响(万元),--,-25,--,--,--,--,-0,65,21,14,-13,2,46,46,-50,-82,-29,-17,--,-33,-20,21,--, 
 现金及现金等价物净增加额(万元),-45985,-63692,-15029,2689,-33302,-8495,13657,15351,4496,16214,-11864,-116257,-133665,-134985,-65480,128788,-4346,-14230,-35562,-5799,-22284,-2603,38793, 
 加:期初现金及现金等价物余额(万元),103511,95877,103511,93188,93188,93188,94530,77836,79491,77836,79491,194094,194094,194094,194094,65305,65305,65305,65305,71104,71104,73707,34914, 
 期末现金及现金等价物余额(万元),57526,32185,88481,95877,59886,84692,108187,93188,83987,94051,67627,77836,60428,59108,128613,194094,60959,51076,29743,65305,48819,71104,73707, 
 净利润(万元),--,916,--,3846,--,-3931,--,-9131,--,1440,--,26266,--,16165,--,36369,28664,17131,--,35716,26108,30008,23073, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,6333,--,4240,--,3786,--,7347,--,2841,--,3885,--,2914,--,4163,2403,1670,--,1228,1413,2234,515, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,3239,--,6633,--,3340,--,6580,--,3289,--,6677,--,3441,--,5221,3475,2294,--,3951,2888,3491,1658, 
 无形资产摊销(万元),--,546,--,1114,--,536,--,1071,--,529,--,643,--,298,--,547,395,271,--,521,387,494,329, 
 长期待摊费用摊销(万元),--,192,--,70,--,34,--,27,--,23,--,134,--,66,--,156,122,65,--,386,161,240,17, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-37,--,-28,--,15,--,-2,--,-31,--,-23,--,0,--,-46,-42,-42,--,-15,2,3,14, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,--,--,--,--,4,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,380,--,2099,--,50,--,2412,--,1244,--,5656,--,3141,--,4710,3062,1561,--,2873,2423,2548,1254, 
 投资损失(万元),--,-896,--,--,--,-595,--,--,--,-740,--,--,--,-877,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-950,--,-505,--,-562,--,-1165,--,-357,--,-782,--,-396,--,-965,-535,-244,--,-182,-207,-352,-77, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,15043,--,23598,--,4615,--,22764,--,12383,--,49630,--,-55313,--,-112778,-85428,-35435,--,-65104,-53740,-51093,-46444, 
 经营性应收项目的减少(万元),--,-79336,--,-15607,--,-20944,--,20407,--,-17265,--,-62362,--,-42134,--,-60481,-38707,-57905,--,-41128,-50950,-5332,-41962, 
 经营性应付项目的增加(万元),--,7708,--,-13855,--,6509,--,-28988,--,1743,--,-26813,--,2042,--,106111,73631,38406,--,73179,62800,31208,64051, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,-46862,--,11605,--,-7147,--,21322,--,5099,--,2910,--,-70651,--,-16990,-12960,-32229,--,11425,-8721,13448,2427, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),57526,32185,88481,95877,59886,84692,108187,93188,83987,94051,67627,77836,60428,59108,128613,194094,60959,51076,29743,65305,48819,71104,73707, 
 现金的期初余额(万元),103511,95877,103511,93188,93188,93188,94530,77836,79491,77836,79491,194094,194094,194094,194094,65305,65305,65305,65305,71104,71104,73707,34914, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-45985,-63692,-15029,2689,-33302,-8495,13657,15351,4496,16214,-11864,-116257,-133665,-134985,-65480,128788,-4346,-14230,-35562,-5799,-22284,-2603,38793, 

