 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3284,10795,7498,5021,2662,8528,7432,5098,2737,6106,4620,2872,1579,4694,3538,2462,1382,4470,3352,3489,3010,2344,1161, 
 支付的各项税费(万元),1060,2411,1777,1331,741,1743,1338,1143,617,1790,1605,1442,871,3311,2759,2753,37,1749,1281,2310,2352,3724,798, 
 支付的其他与经营活动有关的现金(万元),1536,3800,4302,2666,1443,4303,2705,1757,874,5360,2444,1663,329,2874,1590,918,606,2837,4381,3224,2593,2262,1236, 
 经营活动现金流出小计(万元),9781,34240,24545,15457,9112,26928,18055,10827,5793,23917,17018,11493,5659,22103,12360,8699,3832,16826,12834,18354,17976,20718,10032, 
 经营活动产生的现金流量净额(万元),-4233,10334,2267,2407,-2307,-3310,-6831,-4043,-2365,-7489,-8317,-5856,-2484,-8398,-2028,977,1889,2004,3298,-1607,11486,12575,4971, 
 收回投资所收到的现金(万元),78884,121320,18610,65040,16710,29100,17200,11600,2900,17400,5600,3600,--,3000,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),161,3094,4061,3910,103,717,316,116,541,300,1021,90,--,1187,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),26,417,332,329,322,2262,0,0,--,6,--,--,--,--,--,--,--,--,--,0,--,13,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,16997,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,310,1738,75,102,363,515,665,--,100,1993,2018,980,768,468,468,--,4332,4000,3121,3670,1077,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),79070,142139,24741,69354,17237,32442,18032,12381,3441,17805,8614,5708,980,4956,468,468,0,4332,4000,3121,3670,1091,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2522,7487,6666,5087,2712,13748,8601,4007,1911,11018,7185,4205,1808,2707,1311,599,247,4569,4094,969,1402,2644,1730, 
 投资所支付的现金(万元),77413,119270,23520,66110,21100,14310,12150,7300,6500,37900,31100,--,--,15000,--,--,--,--,--,--,--,685,1110, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),843,1460,1078,330,--,4867,3445,3007,--,2875,2132,3658,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,378,105,105,--,--,--,--,--,--,388,65,--,720,560,560,--,519,--,470,4274,1822,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),80777,128595,31369,71633,23812,32925,24196,14315,8411,51793,40806,7928,1808,18427,1871,1159,247,5088,4094,1439,5676,5152,2840, 
 投资活动产生的现金流量净额(万元),-1707,13544,-6628,-2278,-6575,-484,-6165,-1934,-4970,-33987,-32192,-2220,-828,-13471,-1402,-690,-247,-756,-94,1682,-2005,-4061,-2840, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,350,350,--,--,65296,64295,--,--,--,--,--,--,--,3000, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,350,350,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),1000,11860,11860,1860,1850,22000,13500,11900,10000,9000,9300,9000,--,5000,5000,--,--,1200,1200,2800,--,3000,4200, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,125,1488,133, 
 筹资活动现金流入小计(万元),1000,11860,11860,1860,1850,22000,13500,11900,10000,9350,9650,9000,0,70296,69295,0,0,1200,1200,2800,125,4488,7333, 
 偿还债务支付的现金(万元),40,25100,23700,12040,1920,18820,9540,8035,500,6155,6455,--,--,--,--,--,--,3500,3300,500,3000,4200,--, 
 分配股利、利润或偿付利息所支付的现金(万元),7,499,406,295,158,746,602,382,165,2037,1912,190,73,123,46,--,--,10141,10141,5,104,4625,127, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,12,12,--,--,1,--,--,1001,--,--,--,10,--,4020,--,1400,--, 
 筹资活动现金流出小计(万元),47,25599,24106,12335,2078,19566,10154,8429,665,8192,8368,190,73,1125,46,0,0,13651,13441,4525,3104,10225,127, 
 筹资活动产生的现金流量净额(万元),953,-13739,-12246,-10475,-228,2434,3346,3471,9335,1158,1282,8810,-73,69171,69249,0,0,-12451,-12241,-1725,-2979,-5737,7206, 
 汇率变动对现金及现金等价物的影响(万元),--,-21,--,4,--,22,22,16,-0,1,1,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-4988,10118,-16607,-10342,-9110,-1338,-9628,-2490,2000,-40317,-39226,734,-3385,47302,65818,287,1642,-11204,-9037,-1650,6501,2777,9337, 
 加:期初现金及现金等价物余额(万元),27974,17855,17856,17855,17855,19193,19193,19193,19193,59510,59510,59510,59510,12208,12208,12208,12208,23411,23411,25062,18561,15783,6446, 
 期末现金及现金等价物余额(万元),22986,27974,1249,7513,8746,17855,9565,16704,21193,19193,20284,60244,56125,59510,78026,12495,13850,12208,14374,23411,25062,18561,15783, 
 净利润(万元),--,7695,--,2328,--,-6355,--,-1947,--,-5296,--,-1550,--,7528,--,-1863,--,14643,--,16270,13383,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,13705,--,1631,--,13190,--,191,--,3391,--,-274,--,1908,--,11,--,766,--,1009,38,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,2045,--,832,--,1319,--,626,--,728,--,350,--,740,--,360,--,770,--,687,597,--,--, 
 无形资产摊销(万元),--,513,--,203,--,367,--,180,--,127,--,18,--,68,--,34,--,68,--,43,35,--,--, 
 长期待摊费用摊销(万元),--,169,--,52,--,32,--,--,--,--,--,--,--,18,--,10,--,20,--,29,23,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-1715,--,-3,--,-1416,--,--,--,12,--,10,--,5,--,5,--,0,--,0,1,--,--, 
 固定资产报废损失(万元),--,8,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,339,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,520,--,325,--,724,--,405,--,476,--,190,--,107,--,--,--,-30,--,-55,104,--,--, 
 投资损失(万元),--,-21320,--,-2356,--,-7823,--,-590,--,-785,--,-255,--,-1230,--,--,--,--,--,-2044,-427,--,--, 
 递延所得税资产减少(万元),--,197,--,503,--,-613,--,-449,--,-1094,--,-394,--,-2441,--,-160,--,-114,--,-151,-15,--,--, 
 递延所得税负债增加(万元),--,710,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-42,--,--, 
 存货的减少(万元),--,1915,--,1641,--,-2442,--,-1897,--,-4189,--,-1812,--,-5007,--,-2699,--,-4757,--,1047,2062,--,--, 
 经营性应收项目的减少(万元),--,7304,--,-3931,--,-6013,--,-4578,--,1201,--,1230,--,-11322,--,8341,--,-13757,--,-19089,-2777,--,--, 
 经营性应付项目的增加(万元),--,-1415,--,1182,--,6265,--,4154,--,-3637,--,-3369,--,1425,--,-3062,--,4396,--,646,-1837,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,2,--,--,--,-545,--,-139,--,1578,--,--,--,-197,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,10334,--,2407,--,-3310,--,-4043,--,-7489,--,-5856,--,-8398,--,977,--,2004,--,-1607,11486,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),22986,27974,1249,7513,8746,17855,9565,16704,21193,19193,20284,60244,56125,59510,78026,12495,13850,12208,14374,23411,25062,18561,15783, 
 现金的期初余额(万元),27974,17855,17856,17855,17855,19193,19193,19193,19193,59510,59510,59510,59510,12208,12208,12208,12208,23411,23411,25062,18561,15783,6446, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-4988,10118,-16607,-10342,-9110,-1338,-9628,-2490,2000,-40317,-39226,734,-3385,47302,65818,287,1642,-11204,-9037,-1650,6501,2777,9337, 

