 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 客户贷款及垫款净增加额(万元),-1276,1934,-1904,-77,-7356,12804,3955,6198,1375,8031,5494,10533,1172,8830,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),15918,57473,42359,27571,13679,43974,33358,21260,10652,35749,26638,17251,8732,24908,17791,9561,4224,11012,8423,5254,2526,8051,--,3516,1885,5744,2918,2130,1188, 
 支付的各项税费(万元),7131,12996,10453,7122,3908,12392,10328,6188,3296,11587,8703,4882,2308,12521,7579,3915,1082,6289,3400,1806,713,5196,--,1686,1054,2738,2474,1851,1229, 
 支付的其他与经营活动有关的现金(万元),35922,40346,59003,38372,32443,64985,59991,51982,27988,51757,49138,36050,19648,37211,37725,14650,9862,21469,18318,11207,3829,18456,--,6975,2825,11028,7685,5421,3389, 
 经营活动现金流出小计(万元),291222,1240356,986107,631184,310269,1203474,926448,552279,262505,999775,834979,494762,253242,827756,678129,320752,129848,421569,322892,173038,83346,293544,--,119255,60200,215132,160430,109766,75009, 
 经营活动产生的现金流量净额(万元),-13792,-251,-12228,-31170,-41523,19294,33019,316,-21478,5039,-13378,-38762,-39305,1251,-8922,-13763,-11345,6946,-4446,1875,-14896,6823,1154,7229,-11672,6251,5271,2034,1295, 
 收回投资所收到的现金(万元),1055,42413,20580,20350,8655,16813,11302,11396,11396,1500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),36,3723,2730,2490,626,294,29,29,29,300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,18,18,18,9,2,1,0,--,22,0,0,0,10,1,1,1,26,26,26,26,1,--,0,0,1,8,0,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,-361,-110,-110,--,--,196,--,--,--,1800,1800,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,758,12,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1091,45794,23218,22748,9290,17109,11527,11425,11425,1822,1800,1800,0,10,1,1,1,26,783,37,26,1,--,0,0,1,8,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),102,12433,9473,1926,945,5467,2378,1635,743,7963,2069,874,130,2997,636,516,142,1076,594,448,162,785,--,285,107,1097,131,38,499, 
 投资所支付的现金(万元),118,94023,61748,36592,5191,12032,6210,6191,5310,20874,19795,19795,18033,25218,14541,9832,5362,6100,4785,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,-46,2217,2217,735,24015,14073,-696,--,1522,1330,1330,936,-3586,-3846,-6275,-6275,-810,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4785,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),220,106410,73438,40736,6871,41514,22661,7131,6053,30358,23193,21999,19098,24628,11332,4072,-771,11150,5379,448,162,785,--,285,107,1097,131,38,499, 
 投资活动产生的现金流量净额(万元),871,-60616,-50220,-17987,2419,-24405,-11134,4294,5372,-28536,-21393,-20199,-19098,-24619,-11331,-4071,772,-11125,-4596,-411,-136,-784,--,-285,-106,-1096,-123,-38,-499, 
 吸收投资收到的现金(万元),7,1189,-445,-122,--,925,-7392,-283,--,10431,10396,10435,--,21142,21142,21142,20399,19017,15672,15672,15811,--,--,--,--,--,--,3200,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),7,434,171,150,--,98,--,--,--,174,40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),64145,97562,72184,57861,27597,83975,62546,51915,11000,101471,84585,57092,20386,98089,54985,28244,13281,15567,6763,4900,2900,5000,--,2000,2000,4000,2000,1400,--, 
 发行债券收到的现金(万元),--,--,--,--,--,69013,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),64151,98751,71739,57739,27597,153913,55154,51632,11000,111902,94981,67527,20386,119232,76128,49386,33680,34584,22435,20572,18711,5000,--,2000,2000,4000,2000,4600,0, 
 偿还债务支付的现金(万元),38156,72297,44564,39090,13102,100890,68823,52328,15061,83929,63355,25300,3000,39656,32565,9614,614,14953,6763,4900,2000,7000,--,2000,2000,3000,1000,1400,--, 
 分配股利、利润或偿付利息所支付的现金(万元),1493,10301,6567,4038,716,5441,4695,3927,972,5527,4502,3459,598,2289,1870,1459,113,1257,1248,1123,12,84,--,56,26,82,1346,1428,432, 
 其中：子公司支付给少数股东的股利、利润(万元),--,2412,18,18,--,150,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,34,--,--,--,--,--,--,--,--,85,--,40,--,63,269,--,--, 
 筹资活动现金流出小计(万元),39649,82598,51131,43128,13818,106330,73518,56255,16033,89457,67857,28759,3632,41945,34436,11073,727,16210,8011,6023,2012,7169,--,2096,2026,3145,2615,2828,432, 
 筹资活动产生的现金流量净额(万元),24502,16153,20608,14611,13779,47583,-18364,-4623,-5033,22445,27124,38768,16753,77287,41692,38313,32953,18374,14424,14549,16698,-2169,--,-96,-26,855,-615,1772,-432, 
 汇率变动对现金及现金等价物的影响(万元),-149,180,230,-11,-100,987,473,318,94,-35,189,320,41,364,151,-35,-27,29,-118,-4,1,6,--,-3,5,-117,-44,-45,51, 
 现金及现金等价物净增加额(万元),11432,-44536,-41609,-34558,-25424,43459,3993,305,-21044,-1086,-7459,-19872,-41609,54284,21590,20444,22354,14224,5265,16010,1667,3876,--,6845,-11800,5894,4489,3723,415, 
 加:期初现金及现金等价物余额(万元),92151,136687,136687,136687,136687,93228,93228,93228,93228,94314,94314,94314,94314,40030,40030,40030,40030,25806,25806,25806,25806,21931,--,21931,21931,16037,11547,7824,7409, 
 期末现金及现金等价物余额(万元),103583,92151,95078,102129,111263,136687,97221,93532,72184,93228,86855,74442,52705,94314,61621,60475,62384,40030,31071,41816,27474,25806,--,28776,10131,21931,16037,11547,7824, 
 净利润(万元),--,4943,--,15512,--,27980,--,11627,--,24548,--,8192,--,20966,--,6399,--,10874,--,3588,--,8747,--,3107,--,6180,4418,3051,1577, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,11357,--,410,--,2263,--,1144,--,1652,--,537,--,767,--,561,--,343,--,150,--,12,--,37,--,97,25,-1,-12, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,2405,--,1430,--,2416,--,750,--,965,--,206,--,374,--,177,--,240,--,117,--,210,--,96,--,111,60,56,26, 
 无形资产摊销(万元),--,1289,--,603,--,845,--,386,--,526,--,237,--,267,--,116,--,118,--,48,--,47,--,17,--,9,2,21,22, 
 长期待摊费用摊销(万元),--,1261,--,873,--,1310,--,567,--,834,--,343,--,382,--,131,--,218,--,102,--,175,--,88,--,83,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-7,--,7,--,--,--,22,--,36,--,1,--,7,--,0,--,5,--,5,--,2,--,1,--,9,8,2,--, 
 固定资产报废损失(万元),--,-23,--,0,--,26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,7171,--,3662,--,2777,--,1935,--,3639,--,1594,--,522,--,295,--,62,--,48,--,78,--,59,--,198,62,63,-51, 
 投资损失(万元),--,-3950,--,--,--,-1163,--,--,--,-581,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-2826,--,-253,--,-844,--,-215,--,-1289,--,-674,--,-380,--,-155,--,-82,--,-45,--,-29,--,-14,--,-78,-6,0,--, 
 递延所得税负债增加(万元),--,-925,--,-464,--,-71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-55,--,-214,--,-74,--,-87,--,-104,--,-34,--,7,--,-9,--,--,--,--,--,--,--,--,--,--,0,2,--, 
 经营性应收项目的减少(万元),--,-19598,--,-94213,--,-47352,--,-54497,--,-38498,--,-72555,--,-66645,--,-77554,--,-14694,--,-16383,--,-14669,--,-17387,--,-7732,-4839,-5371,-2910, 
 经营性应付项目的增加(万元),--,-2735,--,41477,--,27896,--,38685,--,16507,--,23901,--,43610,--,56707,--,9861,--,14956,--,9804,--,19078,--,9699,5541,4209,2103, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,1442,--,--,--,3284,--,--,--,-3196,--,-508,--,1373,--,-432,--,--,--,-712,--,2448,--,2148,--,-2325,--,--,518, 
 经营活动产生现金流量净额(万元),--,-251,--,-31170,--,19294,--,316,--,5039,--,-38762,--,1251,--,-13763,--,6946,--,1875,--,6823,--,7229,--,6251,5271,2034,1295, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),103583,92151,95078,102129,111263,136687,97221,93532,72184,93228,86855,74442,52705,94314,61621,60475,62384,40030,31071,41816,27474,25806,--,28776,10131,21931,16037,11547,7824, 
 现金的期初余额(万元),92151,136687,136687,136687,136687,93228,93228,93228,93228,94314,94314,94314,94314,40030,40030,40030,40030,25806,25806,25806,25806,21931,--,20715,21931,16037,11547,7824,7409, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1215,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),11432,-44536,-41609,-34558,-25424,43459,3993,305,-21044,-1086,-7459,-19872,-41609,54284,21590,20444,22354,14224,5265,16010,1667,3876,--,6845,-11800,5894,4489,3723,415, 

