 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),19981,8220,30463,22234,56442,38152,34450, 
 筹资活动产生的现金流量净额(万元),23407,-5220,-16463,-15234,-16842,-7852,9916, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),39118,3384,381,3,-3901,-3715,-322, 
 加:期初现金及现金等价物余额(万元),2308,2238,1858,1858,5758,9473,9795, 
 期末现金及现金等价物余额(万元),41426,5622,2238,1861,1858,5758,9473, 
 净利润(万元),--,5238,8025,--,6271,6388,3657, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),--,27,-2,--,3,-137,160, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,3730,7521,--,7594,6357,4866, 
 无形资产摊销(万元),--,182,381,--,387,397,338, 
 长期待摊费用摊销(万元),--,86,223,--,183,180,165, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,--,--,--,8, 
 固定资产报废损失(万元),--,23,--,--,28,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),--,1219,2847,--,4107,3902,3094, 
 投资损失(万元),--,-15,-76,--,-18,-22,-108, 
 递延所得税资产减少(万元),--,-7,0,--,-1,34,-40, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--, 
 存货的减少(万元),--,-11,102,--,-14,-141,18, 
 经营性应收项目的减少(万元),--,-454,6,--,447,-521,9, 
 经营性应付项目的增加(万元),--,959,1941,--,-573,1276,1764, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,10976,20969,--,18413,17713,13931, 
 债务转为资本(万元),--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--, 
 现金的期末余额(万元),41426,5622,2238,1861,1858,5758,9473, 
 现金的期初余额(万元),2308,2238,1858,1858,5758,9473,9795, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),39118,3384,381,3,-3901,-3715,-322, 

