 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 经营活动产生的现金流量净额(万元),15501,59453,45078,28581,17410,60911,48646,30083,13951,56796,45070,27443,10212,51556,37908,23501,10217,41628,42422,29789,16405,30150,31971,20278, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,136,89,80, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,1301,-1,1,2,--,-0,-0,-0,5,2,--,--,15,24,24,--,45,13,107,--,310,0,53, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,827,--,--,--, 
 收到的其他与投资活动有关的现金(万元),3531,8923,6699,6060,3194,3768,2191,1257,1088,3016,694,1105,929,5186,4029,2978,--,1536,7149,4398,1216,9731,6034,2929, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),3531,10225,6698,6062,3196,3768,2190,1257,1088,3021,696,1105,929,5202,4053,3002,--,1581,7162,5011,2043,10176,6123,3061, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),36055,67247,50562,33843,23816,66793,43511,27612,18533,61178,47514,29312,16698,49367,33244,21316,--,52735,44540,80271,37501,95665,20445,19173, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,1442,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),36055,67247,50562,33843,23816,66793,43511,27612,18533,61178,47514,29312,16698,49367,34687,21316,--,52735,44540,80271,37501,95665,20445,19173, 
 投资活动产生的现金流量净额(万元),-32525,-57022,-43863,-27781,-20620,-63025,-41321,-26355,-17445,-58157,-46818,-28207,-15768,-44165,-30634,-18314,--,-51154,-37378,-75259,-35458,-85489,-14323,-16112, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,87083,87937,87937,--,--,--,--,--,--,--,134,--,7134,7724,4320, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,134,--,--,--,--, 
 取得借款收到的现金(万元),68000,85200,50200,40200,25200,98120,91067,27005,18805,17000,15000,15000,13000,74087,66087,32887,--,115208,139160,101800,72181,132075,37019,67212, 
 发行债券收到的现金(万元),--,--,--,--,--,125000,125000,25000,25000,70000,70000,70000,70000,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,70000,--,--,--,3573,3392,1546, 
 筹资活动现金流入小计(万元),68000,85200,50200,40200,25200,223120,216067,52005,43805,174083,172937,172937,83000,74087,66087,32887,--,185208,139160,101800,72181,142782,48136,73079, 
 偿还债务支付的现金(万元),54023,52343,39849,37240,30828,200560,136799,40029,32923,104535,82879,18263,9666,54840,50680,35375,--,131421,115000,44286,23588,60296,38413,67100, 
 分配股利、利润或偿付利息所支付的现金(万元),5388,23210,21943,7083,5259,23366,21492,7550,5644,20464,18478,11060,3382,21300,17521,6098,--,18440,18677,11393,5687,20460,15100,8741, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,57,78,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,196,196,135,135,1114,1110,210,--,420,420,210,210,1442,0,--,--,--,--,--,--,--,21661,--, 
 筹资活动现金流出小计(万元),59411,75749,61988,44458,36222,225041,159401,47789,38567,125419,101777,29534,13258,77582,68201,41473,--,149987,138284,57653,29275,80756,75174,75842, 
 筹资活动产生的现金流量净额(万元),8589,9451,-11788,-4258,-11022,-1920,56666,4217,5239,48664,71160,143404,69742,-3495,-2114,-8586,--,35222,876,44147,42907,62026,-27038,-2763, 
 汇率变动对现金及现金等价物的影响(万元),-45,-73,-55,-30,-7,81,33,25,-6,68,44,-1,4,4,10,10,--,-34,-3,-58,-27,-37,-1,-97, 
 现金及现金等价物净增加额(万元),-8479,11809,-10628,-3488,-14238,-3954,64025,7970,1739,47371,69456,142639,64190,3900,5170,-3389,--,25661,5917,-1381,23827,6649,-9391,1305, 
 加:期初现金及现金等价物余额(万元),117385,105576,105576,105576,105576,109531,109531,109531,109531,62160,62160,62160,62160,58260,58260,58260,--,32599,26682,28063,26933,20283,29675,28369, 
 期末现金及现金等价物余额(万元),108906,117385,94948,102089,91338,105576,173556,117501,111269,109531,131616,204799,126350,62160,63431,54871,--,58260,32599,26682,50759,26933,20283,29675, 
 净利润(万元),--,34905,--,16199,--,28997,--,11120,--,23690,--,14283,--,23548,--,--,--,20184,17899,--,--,--,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,-84,--,-66,--,329,--,440,--,163,--,-128,--,80,--,--,--,159,-36,--,--,--,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,19254,--,9371,--,17018,--,8315,--,16224,--,7840,--,15315,--,--,--,14642,736,--,--,--,--,--, 
 无形资产摊销(万元),--,784,--,377,--,736,--,366,--,746,--,388,--,753,--,--,--,857,11190,--,--,--,--,--, 
 长期待摊费用摊销(万元),--,65,--,32,--,28,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,1179,--,--,--,297,--,--,--,185,--,--,--,920,--,--,--,194,96,--,--,--,--,--, 
 固定资产报废损失(万元),--,0,--,1,--,17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,7220,--,4402,--,16832,--,12066,--,18938,--,7464,--,11722,--,--,--,8526,9003,--,--,--,--,--, 
 投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-880,--,-630,--,-576,--,-264,--,-391,--,-51,--,-173,--,--,--,-135,-951,--,--,--,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-805,--,70,--,-238,--,-177,--,725,--,359,--,631,--,--,--,374,409,--,--,--,--,--, 
 经营性应收项目的减少(万元),--,1246,--,1930,--,-1933,--,-640,--,-8260,--,-3225,--,-1574,--,--,--,-1482,614,--,--,--,--,--, 
 经营性应付项目的增加(万元),--,-3432,--,-3104,--,-597,--,-1142,--,4777,--,513,--,331,--,--,--,-1691,3462,--,--,--,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,59453,--,28581,--,60911,--,30083,--,56796,--,27443,--,51556,--,--,--,41628,42422,--,--,--,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),108906,117385,94948,102089,91338,105576,173556,117501,111269,109531,131616,204799,126350,62160,63431,54871,--,58260,32599,26682,50759,26933,20283,29675, 
 现金的期初余额(万元),117385,105576,105576,105576,105576,109531,109531,109531,109531,62160,62160,62160,62160,58260,58260,58260,--,32599,26682,28063,26933,20283,29675,28369, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-8479,11809,-10628,-3488,-14238,-3954,64025,7970,1739,47371,69456,142639,64190,3900,5170,-3389,--,25661,5917,-1381,23827,6649,-9391,1305, 

