 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,1911,41,32,19,332,56,4,--,0,1,--,--,167,5,50,19,2,0,1,1,1,11,26, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1,1911,41,32,19,332,56,4,0,0,1,0,0,167,5,50,19,2,0,1,1,1,11,26, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),211,3019,1172,1050,333,1906,353,218,118,367,352,171,123,363,400,283,80,1356,2081,1018,706,1100,1035,2142, 
 投资所支付的现金(万元),46875,1095,479,479,419,--,--,--,--,--,--,--,--,--,--,--,--,--,75,161,161,--,568,968, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),47086,4114,2651,1530,753,1906,353,218,118,367,352,171,123,363,400,283,80,1356,2157,1180,868,1100,1603,3109, 
 投资活动产生的现金流量净额(万元),-47085,-2203,-2610,-1498,-733,-1574,-297,-214,-118,-367,-351,-171,-123,-196,-395,-234,-61,-1354,-2156,-1179,-867,-1099,-1592,-3083, 
 吸收投资收到的现金(万元),2450,--,--,--,--,98,98,--,--,16185,16185,16185,--,--,--,--,--,120,5600,--,--,--,80,2059, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,98,98,--,--,--,--,--,--,--,--,--,--,120,--,--,--,--,--,--, 
 取得借款收到的现金(万元),6000,15000,12000,7000,5000,3500,7500,7500,7500,15500,13500,9000,7100,16100,13100,6400,3500,13100,9500,8200,4500,4500,2400,5900, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,19,10,--,--,--,21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),8450,15019,12010,7000,5000,3598,7619,7500,7500,31685,29685,25185,7100,16100,13100,6400,3500,13220,15100,8200,4500,4500,2480,7959, 
 偿还债务支付的现金(万元),1000,9000,4000,4000,--,9000,13000,12000,4500,19700,16200,6500,4100,15800,13900,6600,2500,9500,13200,5700,3100,2300,3300,3500, 
 分配股利、利润或偿付利息所支付的现金(万元),92,702,657,625,27,912,780,75,58,2183,1893,1744,1177,2021,470,333,165,1908,471,1502,227,1075,328,928, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,12,--,9,--,4,--,--,648,2155,65,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),1092,9702,4669,4625,36,9912,13784,12075,4558,22532,20248,8308,5277,17821,14370,6933,2665,11408,13671,7202,3327,3375,3628,4428, 
 筹资活动产生的现金流量净额(万元),7358,5317,7341,2375,4964,-6314,-6164,-4575,2942,9153,9437,16876,1823,-1721,-1270,-533,835,1812,1429,998,1173,1125,-1148,3531, 
 汇率变动对现金及现金等价物的影响(万元),-314,-182,-97,-38,-3,125,63,54,-2,335,314,224,170,2,200,4,209,-21,-3,-18,-36,-56,-10,-80, 
 现金及现金等价物净增加额(万元),-19008,11038,7866,5190,69,-5877,-5264,-2741,4003,10137,11924,19138,-88,208,-997,-251,-630,807,1506,2146,2031,1055,-1248,1650, 
 加:期初现金及现金等价物余额(万元),22649,11611,11611,11812,11840,17488,17488,17488,17488,7352,7566,7566,7352,7144,7139,7144,7144,6336,4830,2684,2684,1630,2878,1228, 
 期末现金及现金等价物余额(万元),3641,22649,19477,17002,11908,11611,12224,14748,21491,17488,19490,26703,7264,7352,6142,6893,6514,7144,6336,4830,4715,2684,1630,2878, 
 净利润(万元),--,654,--,1158,--,1425,--,1243,--,2236,--,1525,--,3181,--,1552,--,3536,3289,2882,1226,2300,1416,949, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,-251,--,-527,--,214,--,-300,--,346,--,-286,--,279,--,30,--,62,222,--,--,--,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,831,--,384,--,836,--,317,--,810,--,395,--,773,--,392,--,676,619,--,330,503,326,271, 
 无形资产摊销(万元),--,48,--,16,--,45,--,20,--,42,--,21,--,37,--,19,--,40,29,--,13,26,36,32, 
 长期待摊费用摊销(万元),--,77,--,38,--,77,--,38,--,77,--,52,--,126,--,69,--,70,30,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-3,--,--,--,-27,--,--,--,1,--,--,--,97,--,83,--,-0,0,--,--,--,--,--, 
 固定资产报废损失(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,396,--,465,--,46,--,-245,--,262,--,102,--,636,--,326,--,550,472,--,265,388,178,265, 
 投资损失(万元),--,-0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,223,--,113,--,9,--,75,--,-192,--,30,--,-75,--,-3,--,-3,-47,--,--,--,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,1665,--,1852,--,-490,--,168,--,132,--,1166,--,-225,--,-464,--,-2457,-989,-643,-59,-963,-307,9, 
 经营性应收项目的减少(万元),--,5128,--,5927,--,312,--,6738,--,-4578,--,942,--,-4493,--,1076,--,-2339,-4059,-2143,1162,-1131,-904,189, 
 经营性应付项目的增加(万元),--,-662,--,-5647,--,-561,--,-6093,--,1880,--,-1708,--,1787,--,-2569,--,236,2671,977,-1152,-70,731,-442, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,572,--,--,--,33,--,--,--,-31,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,8105,--,4350,--,1886,--,1995,--,1016,--,2208,--,2123,--,511,--,370,2237,2345,1761,1085,1502,1283, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),3641,22649,19477,17002,11908,11611,12224,14748,21491,17488,19490,26703,7264,7352,6142,6893,6514,7144,6336,4830,4715,2684,1630,2878, 
 现金的期初余额(万元),22649,11611,11611,11812,11840,17488,17488,17488,17488,7352,7566,7566,7352,7144,7139,7144,7144,6336,4830,2684,2684,1630,2878,1228, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-19008,11038,7866,5190,69,-5877,-5264,-2741,4003,10137,11924,19138,-88,208,-997,-251,-630,807,1506,2146,2031,1055,-1248,1650, 

