 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 取得投资收益所收到的现金(万元),485,2493,2102,1823,630,2250,2056,1302,--,533,353,353,353,353,353,353,--,291,358,21,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),195,2444,636,0,--,15,3,3,3,10,10,0,0,216,216,216,22,246,9,192,0,16, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,3668,408,408,408,821,696,551,156,799,631,387,96,524,317,191,100,507,1041,437,203,570, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),38580,63756,28146,22231,16038,63085,27755,11856,295,1342,994,740,450,1094,886,759,122,1044,1409,650,203,586, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),4898,21540,14324,10457,5976,27198,15975,13485,6278,29952,10300,5606,2229,10311,6225,3530,2283,9740,3191,4856,12080,14185, 
 投资所支付的现金(万元),1000,88036,42136,5683,--,62131,26960,25000,10000,62502,62401,1774,588,5499,4617,4225,3000,1291,--,--,--,2000, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,25,--,--,2,--,720,--,--,290,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),5898,109601,56460,16139,5978,89329,43655,38485,16278,92744,72701,7380,2817,15810,10842,7755,5283,11031,3191,4856,12080,16185, 
 投资活动产生的现金流量净额(万元),32682,-45845,-28314,6092,10060,-26243,-15900,-26629,-15983,-91402,-71707,-6639,-2368,-14716,-9956,-6996,-5162,-9987,-1782,-4205,-11877,-15599, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,101810,99780,99780,--,--,--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),10445,--,--,--,--,--,--,--,--,2208,2208,2208,2208,40025,39893,35331,35319,33648,58250,78351,57184,41976, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,3800,3800,3800,3800,--,5000,--,8500,1500, 
 筹资活动现金流入小计(万元),10445,0,0,0,0,0,0,0,0,104018,101988,101988,2208,43825,43693,39131,39119,33648,63250,78351,65684,43476, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,2208,2208,2208,1198,45474,40792,37980,11649,51668,70472,72661,50184,38176, 
 分配股利、利润或偿付利息所支付的现金(万元),--,4680,4680,4680,--,4000,4000,3793,--,5260,5260,5260,5253,5096,5067,5060,287,4664,6197,6584,9462,4492, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,1500,--,--,--,--,--,--,--,--,5040,--,8990,3007, 
 筹资活动现金流出小计(万元),0,4680,4680,4680,0,4000,4000,3793,0,8968,7467,7467,6450,50570,45859,43040,11936,56331,81709,79245,68636,45676, 
 筹资活动产生的现金流量净额(万元),10445,-4680,-4680,-4680,0,-4000,-4000,-3793,0,95050,94520,94520,-4243,-6745,-2166,-3909,27183,-22683,-18459,-894,-2952,-2200, 
 汇率变动对现金及现金等价物的影响(万元),-118,-248,-94,-76,-26,272,-71,67,1,100,-85,-206,-104,-92,-71,-144,-49,190,-231,709,40,-10, 
 现金及现金等价物净增加额(万元),32583,-18527,-12043,5494,11798,-6442,-1033,-10099,-2606,8384,19496,74842,5183,3418,585,5909,-4334,-14173,-2228,34979,5324,3935, 
 加:期初现金及现金等价物余额(万元),36538,55065,55065,55065,55065,61507,61507,61507,61507,53123,53123,53123,53123,49705,49705,49705,49705,63878,66105,31127,25803,21868, 
 期末现金及现金等价物余额(万元),69121,36538,43021,60559,66862,55065,60474,51408,58900,61507,72619,127965,58306,53123,50290,55614,45372,49705,63878,66105,31127,25803, 
 净利润(万元),--,35142,--,16657,--,25360,--,13237,--,22160,--,12216,--,26414,--,15352,--,23173,22606,23167,23799,20136, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,287,--,43,--,194,--,22,--,560,--,490,--,96,--,18,--,366,89,309,153,-129, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,5785,--,2908,--,5547,--,2633,--,4378,--,1994,--,4508,--,2255,--,4261,4292,4190,2183,1571, 
 无形资产摊销(万元),--,181,--,95,--,191,--,93,--,171,--,84,--,169,--,84,--,137,80,79,79,79, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-71,--,-92,--,17,--,15,--,-2,--,2,--,55,--,55,--,-70,29,62,1,-1, 
 固定资产报废损失(万元),--,353,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,-107,--,-59,--,-19,--,-57,--,57,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,191,--,52,--,-307,--,-328,--,-889,--,-171,--,154,--,508,--,281,2179,1928,1093,562, 
 投资损失(万元),--,-2802,--,-1293,--,-2639,--,-1413,--,-900,--,-294,--,-446,--,-177,--,-410,-309,-410,-279,14, 
 递延所得税资产减少(万元),--,-15,--,9,--,-54,--,45,--,-77,--,-29,--,94,--,43,--,-88,113,-68,-100,28, 
 递延所得税负债增加(万元),--,10,--,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-130,--,290,--,-11518,--,1015,--,350,--,-1535,--,1266,--,754,--,2669,11227,1938,-15975,-12376, 
 经营性应收项目的减少(万元),--,-24512,--,-25196,--,76,--,11801,--,-24631,--,-34734,--,-162,--,5006,--,-10752,7714,-29331,-6562,12574, 
 经营性应付项目的增加(万元),--,17787,--,11172,--,7684,--,-6700,--,2704,--,8648,--,-7949,--,-7389,--,-2186,-30487,37504,15720,-717, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,148,--,-429,--,-1003,--,-107,--,758,--,497,--,774,--,449,--,925,712,--,--,--, 
 经营活动产生现金流量净额(万元),--,32246,--,4159,--,23529,--,20255,--,4636,--,-12833,--,24971,--,16957,--,18307,18244,39369,20112,21744, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),69121,36538,43021,60559,66862,55065,60474,51408,58900,61507,72619,127965,58306,53123,50290,55614,45372,49705,63878,66105,31127,25803, 
 现金的期初余额(万元),36538,55065,55065,55065,55065,61507,61507,61507,61507,53123,53123,53123,53123,49705,49705,49705,49705,63878,66105,31127,25803,21868, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),32583,-18527,-12043,5494,11798,-6442,-1033,-10099,-2606,8384,19496,74842,5183,3418,585,5909,-4334,-14173,-2228,34979,5324,3935, 

