 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31, 
 投资活动现金流入小计(万元),167718,312288,164295,52188,10,83,104,48,2,246,1,1,0,29,24,0,0,11,7,7,--,1523,621,390, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),972,2127,3377,991,941,5826,15077,10718,5299,22061,17868,9797,5452,17156,11760,9345,2956,24445,15008,14514,--,38310,51342,17530, 
 投资所支付的现金(万元),188058,331831,183943,61948,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,804,1396,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,114,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,500, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),189030,333958,187320,62938,941,5940,15077,10718,5299,22061,17868,9797,5452,17156,11760,9345,2956,24445,15008,14514,--,39113,52738,18030, 
 投资活动产生的现金流量净额(万元),-21312,-21670,-23025,-10750,-931,-5857,-14973,-10669,-5297,-21814,-17868,-9796,-5452,-17127,-11736,-9345,-2956,-24434,-15001,-14507,-6600,-37591,-52117,-17640, 
 吸收投资收到的现金(万元),--,--,--,--,--,980,980,980,980,31823,30693,30693,--,--,--,--,--,--,--,--,--,--,1163,16651, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,980,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1163,10, 
 取得借款收到的现金(万元),30000,56411,50961,24000,9000,25494,19000,3000,3000,107372,87872,60372,40372,96826,76850,56850,41283,128520,103520,73520,--,143623,120463,51192, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,3568,3568,1000,1000,170,170,170,--,438,540,438,--,3139,756,27622, 
 筹资活动现金流入小计(万元),30000,56411,50961,24000,9000,26474,19980,3980,3980,142762,122132,92064,41372,96996,77020,57020,41283,128958,104060,73958,--,146761,122381,95465, 
 偿还债务支付的现金(万元),11450,23500,16000,1994,1994,36536,30024,15000,8500,154146,123747,67711,42344,114247,88142,63159,24500,142368,106314,57526,--,115820,74111,37821, 
 分配股利、利润或偿付利息所支付的现金(万元),841,14183,13332,12834,269,3748,3528,768,436,4126,3272,2442,1320,6498,5249,3717,1447,7719,6014,4137,--,7642,3773,2289, 
 其中：子公司支付给少数股东的股利、利润(万元),--,297,--,--,--,537,--,--,--,322,--,--,--,203,203,--,--,--,--,--,--,89,--,37, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,3708,3723,3708,2580,1000,1000,--,--,170,--,--,--,438,6589,31770, 
 筹资活动现金流出小计(万元),12291,37683,29332,14828,2263,40284,33552,15768,8936,161981,130742,73861,46243,121745,94391,66876,25947,150257,112329,61664,--,123900,84473,71880, 
 筹资活动产生的现金流量净额(万元),17709,18728,21629,9172,6737,-13810,-13572,-11788,-4956,-19218,-8610,18203,-4871,-24749,-17371,-9856,15336,-21299,-8269,12294,6700,22861,37909,23586, 
 汇率变动对现金及现金等价物的影响(万元),-199,-311,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),9572,4858,3023,9258,4968,-4867,-1414,-361,4221,5216,5094,30975,5776,-112,4123,2422,15027,-1882,8001,9380,--,-7468,5414,8179, 
 加:期初现金及现金等价物余额(万元),13242,8384,8384,8384,8384,13251,13251,13251,13251,8035,8035,8035,8035,8147,8147,8147,8147,10028,10028,10028,--,17496,12083,3903, 
 期末现金及现金等价物余额(万元),22814,13242,11407,17642,13352,8384,11837,12890,17472,13251,13129,39010,13811,8035,12269,10569,23174,8147,18030,19408,--,10028,17496,12083, 
 净利润(万元),--,20556,--,10197,--,18769,--,10811,--,5538,--,4044,2554,5147,--,--,--,10495,--,5393,--,12612,--,8773, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,1358,--,746,--,2306,--,113,--,2562,--,778,-227,6716,--,--,--,186,--,83,--,201,--,299, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,17341,--,8768,--,16736,--,8195,--,15921,--,7581,3650,15791,--,--,--,14074,--,6150,--,11688,--,5665, 
 无形资产摊销(万元),--,195,--,96,--,185,--,92,--,223,--,112,56,219,--,--,--,224,--,112,--,224,--,183, 
 长期待摊费用摊销(万元),--,256,--,113,--,92,--,11,--,5,--,2,1,48,--,--,--,50,--,25,--,50,--,69, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,71,--,7,--,124,--,33,--,146,--,-0,--,170,--,--,--,4,--,3,--,280,--,--, 
 固定资产报废损失(万元),--,47,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,2220,--,673,--,1219,--,768,--,3801,--,2570,1356,6273,--,--,--,7693,--,4092,--,7488,--,1051, 
 投资损失(万元),--,-477,--,-96,--,--,--,--,--,254,--,109,137,-93,--,--,--,62,--,41,--,353,--,154, 
 递延所得税资产减少(万元),--,-132,--,-703,--,173,--,81,--,268,--,204,662,-671,--,--,--,-3,--,8,--,-1,--,-47, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,-1,--,--,--,-1,--,-0,--,-1,--,-4, 
 存货的减少(万元),--,-4049,--,532,--,-7058,--,877,--,7306,--,-675,6227,8835,--,--,--,2082,--,-5059,--,-20500,--,-4960, 
 经营性应收项目的减少(万元),--,-32610,--,-10766,--,-20226,--,2883,--,-1049,--,593,253,-2385,--,--,--,3178,--,4402,--,-12991,--,5321, 
 经营性应付项目的增加(万元),--,3309,--,1268,--,2479,--,-1767,--,11273,--,7251,1430,1716,--,--,--,5808,--,-3657,--,7860,--,-14270, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,8111,--,10836,--,14799,--,22096,--,46249,--,22568,16099,41764,--,--,--,43852,--,11592,--,7261,--,2234, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),22814,13242,11407,17642,13352,8384,11837,12890,17472,13251,13129,39010,13811,8035,12269,10569,23174,8147,18030,19408,--,10028,17496,12083, 
 现金的期初余额(万元),13242,8384,8384,8384,8384,13251,13251,13251,13251,8035,8035,8035,8035,8147,8147,8147,8147,10028,10028,10028,--,17496,12083,3903, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),9572,4858,3023,9258,4968,-4867,-1414,-361,4221,5216,5094,30975,5776,-112,4123,2422,15027,-1882,8001,9380,--,-7468,5414,8179, 

