 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31, 
 经营活动现金流入小计(万元),23058,131225,95293,58434,20765,150972,94658,61143,26280,90902,56148,35814,10851,46688,26227,19107,8689,45562,37367,25053,9028,23939,14598,8319,2099,26612,17552,4181, 
 购买商品、接受劳务支付的现金(万元),15228,78112,67147,46755,15704,78710,55667,40361,14405,70804,49610,37010,11215,46133,30900,17592,6724,41924,36624,27213,13569,23356,17129,10679,3889,28388,14876,4913, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2291,6764,5273,3636,2013,7139,5769,4007,2061,6825,4498,2706,1175,2008,1371,871,371,1143,777,506,239,945,650,401,192,516,312,154, 
 支付的各项税费(万元),2423,10411,9431,7081,4914,15693,15414,12019,6556,13573,12140,8474,3752,5712,5597,3693,2609,5870,4899,3217,2241,4154,3240,2128,1083,2520,817,221, 
 支付的其他与经营活动有关的现金(万元),4310,6472,13328,4577,2615,4769,5476,3581,1773,4917,5163,3384,4713,4596,4094,3066,1797,3652,2725,2004,847,2156,1595,1603,483,2203,1363,1552, 
 经营活动现金流出小计(万元),24252,101759,95180,62048,25245,106311,82326,59967,24795,96119,71411,51575,20854,58449,41962,25223,11501,52590,45024,32939,16896,30611,22615,14811,5648,33626,17368,6841, 
 经营活动产生的现金流量净额(万元),-1194,29466,113,-3615,-4480,44661,12332,1176,1485,-5216,-15262,-15761,-10004,-11761,-15736,-6115,-2812,-7027,-7657,-7886,-7868,-6671,-8017,-6491,-3549,-7014,183,-2660, 
 收回投资所收到的现金(万元),--,5633,4908,4898,98,11401,11401,5851,217,340,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 取得投资收益所收到的现金(万元),800,6000,--,--,--,130,1,1,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,0,0,--,--,0,0,0,0,0,0,0,--,0,0,--,--,--,--,--,--,--,--,--,--,--,0,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,866,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,550,695, 
 收到的其他与投资活动有关的现金(万元),--,9,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,520,1048,--,--,--,--,0,--,--,100,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),800,11642,4908,4898,98,12398,11402,5852,218,340,0,0,0,0,0,0,0,520,1048,0,0,0,0,0,0,0,650,695, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),514,896,1024,766,434,3244,2470,2248,784,3319,1509,491,336,2220,1902,484,113,1085,514,108,3,261,259,122,8,13,492,46, 
 投资所支付的现金(万元),--,59847,60500,56750,52347,19746,32454,15739,--,12223,9668,7100,15477,4636,500,500,--,1000,--,--,--,--,--,0,--,--,--,10, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,12714,--,12714,--,44795,43229,43229,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,500,--,--,--,--,--,0,--,--,--,202,23,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),514,61243,61524,57516,52781,35705,34924,30701,784,60336,54405,51022,15836,6856,2402,984,113,2085,514,108,3,261,259,122,8,13,492,56, 
 投资活动产生的现金流量净额(万元),286,-49601,-56616,-52619,-52684,-23307,-23522,-24849,-566,-59997,-54405,-51022,-15836,-6856,-2402,-984,-113,-1564,534,-108,-3,-261,-259,-122,-8,-13,158,638, 
 吸收投资收到的现金(万元),64,400,400,--,--,--,--,0,--,48598,50245,50147,50000,62,62,62,--,720,0,--,--,60000,60000,0,--,90,6047,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,400,400,--,--,--,--,0,--,245,245,147,--,62,62,62,--,720,--,--,--,0,0,0,--,90,47,--, 
 取得借款收到的现金(万元),4517,113807,112062,106980,89370,70620,67620,61470,15819,47194,30068,14561,5495,14091,818,--,--,--,300,0,--,0,9500,9500,4990,7400,3500,1000, 
 发行债券收到的现金(万元),--,--,--,--,--,99200,100000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),1935,--,--,--,--,--,--,--,--,--,--,--,4,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 筹资活动现金流入小计(万元),6516,114207,112462,106980,89370,169820,167620,61470,15819,95793,80313,64708,55499,14152,879,62,0,720,300,0,0,60000,69500,9500,4990,7490,9547,1000, 
 偿还债务支付的现金(万元),15864,69687,66067,58071,40650,81805,69805,24292,16992,22116,8600,2100,--,2102,--,--,--,--,--,0,--,5900,10600,2000,1500,5000,1000,175, 
 分配股利、利润或偿付利息所支付的现金(万元),1143,12854,12410,1303,541,7888,7532,6717,647,4591,3821,3218,215,4910,4800,4800,--,4800,4800,4800,--,573,518,327,126,1063,116,1002, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,4324,3940,3940,3940,47300,805,0,--,137,1431,1431,1496,--,--,--,--,--,0,--,--,4514,4514,0,--,--,16,--, 
 筹资活动现金流出小计(万元),17006,86866,82417,63314,45130,136993,78142,31009,17639,26845,13852,6749,1711,7012,4800,4800,0,4800,4800,4800,0,10986,15631,2327,1626,6063,1132,1177, 
 筹资活动产生的现金流量净额(万元),-10490,27341,30045,43666,44240,32827,89479,30461,-1820,68948,66461,57960,53788,7140,-3921,-4738,0,-4080,-4500,-4800,0,49014,53869,7173,3364,1427,8415,-177, 
 汇率变动对现金及现金等价物的影响(万元),-383,-605,1586,877,-215,823,364,313,102,905,547,4,44,-37,3,3,5,-18,-5,-4,-1,-1,0,0,-0,-17,-3,0, 
 现金及现金等价物净增加额(万元),-11781,6601,-24872,-11691,-13139,55005,78652,7100,-799,4641,-2660,-8818,27992,-11514,-22055,-11834,-2920,-12689,-11628,-12798,-7871,42081,45592,560,-194,-5618,8753,-2199, 
 加:期初现金及现金等价物余额(万元),87824,81040,81040,81040,81040,26035,26035,26035,26035,21395,21395,21395,27595,32909,32909,32909,32909,45598,45598,45598,45598,3518,3518,3518,3518,9135,383,2581, 
 期末现金及现金等价物余额(万元),76043,87641,56168,69350,67901,81040,104688,33136,25236,26035,18734,12576,55586,21395,10853,21074,29989,32909,33970,32800,37727,45598,49110,4078,3324,3518,9135,383, 
 净利润(万元),--,24624,--,14727,--,26354,--,11552,--,24827,--,11040,--,12138,--,5730,--,11457,--,5061,--,9052,--,4047,--,6239,3170,1009, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,11607,--,2863,--,-368,--,51,--,2885,--,1550,--,1744,--,1345,--,1104,--,170,--,859,--,606,--,354,-118,248, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,2978,--,1515,--,3619,--,1854,--,3118,--,1369,--,261,--,103,--,144,--,66,--,126,--,59,--,126,77,53, 
 无形资产摊销(万元),--,6,--,3,--,18,--,10,--,12,--,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 长期待摊费用摊销(万元),--,629,--,348,--,761,--,369,--,529,--,244,--,194,--,73,--,82,--,10,--,14,--,4,--,6,5,16, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,62,--,62,--,301,--,1,--,68,--,0,--,4,--,--,--,--,--,--,--,0,--,--,--,--,1,--, 
 固定资产报废损失(万元),--,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,5855,--,3112,--,3904,--,1061,--,1269,--,781,--,168,--,-3,--,18,--,4,--,562,--,315,--,285,124,12, 
 投资损失(万元),--,-13194,--,-9712,--,-7191,--,-2929,--,-863,--,5,--,14,--,--,--,--,--,--,--,--,--,--,--,--,--,-211, 
 递延所得税资产减少(万元),--,-2687,--,-757,--,1224,--,149,--,-383,--,-199,--,-436,--,-336,--,-276,--,-42,--,-215,--,-152,--,-89,33,-75, 
 递延所得税负债增加(万元),--,277,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,9549,--,9676,--,-595,--,3543,--,-17316,--,-9935,--,1540,--,6105,--,-21743,--,-13191,--,1890,--,-1526,--,-11799,-8938,-870, 
 经营性应收项目的减少(万元),--,-17841,--,-21508,--,29388,--,-16158,--,-24155,--,-28394,--,-25825,--,-15974,--,-1948,--,-1502,--,-19594,--,-13355,--,-8754,261,-3227, 
 经营性应付项目的增加(万元),--,7600,--,-3945,--,-12754,--,1673,--,4794,--,7775,--,-1562,--,-3157,--,4135,--,1538,--,634,--,3508,--,6617,5569,386, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,29466,--,-3615,--,44661,--,1176,--,-5216,--,-15761,--,-11761,--,-6115,--,-7027,--,-7886,--,-6671,--,-6491,--,-7014,183,-2660, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),76043,87641,56168,69350,67901,81040,104688,33136,25236,26035,18734,12576,55586,21395,10853,21074,29989,32909,33970,32800,37727,45598,49110,4078,3324,3518,9135,383, 
 现金的期初余额(万元),87824,81040,81040,81040,81040,26035,26035,26035,26035,21395,21395,21395,27595,32909,32909,32909,32909,45598,45598,45598,45598,3518,3518,3518,3518,9135,383,2581, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-11781,6601,-24872,-11691,-13139,55005,78652,7100,-799,4641,-2660,-8818,27992,-11514,-22055,-11834,-2920,-12689,-11628,-12798,-7871,42081,45592,560,-194,-5618,8753,-2199, 

