 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31, 
 吸收投资收到的现金(万元),21160,259498,13550,7350,13800,26565,10500,10500,--,56479,--,--,--,93379,155969,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),21160,259498,13550,7350,13800,--,10500,10500,--,56479,--,--,--,42000,155969,--, 
 取得借款收到的现金(万元),906511,2088651,2316419,1856328,748100,1088755,1213115,620615,378464,858429,726219,514252,304100,805958,1270735,624931, 
 发行债券收到的现金(万元),--,991556,--,--,--,792859,547120,297534,300000,495811,--,--,--,197852,--,--, 
 收到其他与筹资活动有关的现金(万元),--,825437,231328,108388,--,97525,28439,28012,--,306012,140708,140708,--,142981,103295,17041, 
 筹资活动现金流入小计(万元),927670,4165141,2561297,1972066,761900,2005705,1799174,956660,678464,1716730,866927,654960,304100,1240170,1529999,641972, 
 偿还债务支付的现金(万元),255649,1301316,601996,233704,67630,898103,765684,147953,57148,1041806,519572,347990,125327,1235040,1119050,747577, 
 分配股利、利润或偿付利息所支付的现金(万元),56678,296120,208398,129084,32749,114197,100029,49132,20959,103562,86811,33295,14412,131065,112289,106593, 
 其中：子公司支付给少数股东的股利、利润(万元),--,21929,19288,--,--,134,8970,8970,3153,27558,4588,4588,--,8418,6555,3277, 
 支付其他与筹资活动有关的现金(万元),1593,670695,297378,238864,14354,329485,278990,254166,28153,268148,36371,97388,12980,38416,--,--, 
 筹资活动现金流出小计(万元),313919,2268131,1107773,601652,114732,1341785,1144703,451252,106260,1413516,642754,478672,152719,1404521,1231339,854170, 
 筹资活动产生的现金流量净额(万元),613751,1897011,1453525,1370414,647168,663920,654472,505409,572205,303214,224172,176287,151381,-164351,298660,-212198, 
 汇率变动对现金及现金等价物的影响(万元),--,134,--,--,--,71,--,--,--,-1450,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-467539,873057,360464,470339,-123067,602981,1009083,480393,375528,126255,-36054,-11878,-180900,-120430,182793,-49811, 
 加:期初现金及现金等价物余额(万元),2028089,1155032,1155032,1155032,1155032,552051,552051,552051,552051,425795,425795,425795,425795,546225,363432,413243, 
 期末现金及现金等价物余额(万元),1560550,2028089,1515496,1625371,1031965,1155032,1561133,1032444,927579,552051,389742,413917,244895,425795,546225,363432, 
 净利润(万元),--,626036,--,114649,--,315594,--,86038,--,239960,--,82739,--,179235,184992,155766, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,2989,--,--,--,--,--,--,--,24249,--,--,--,--,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,13367,--,6368,--,12068,--,5920,--,6025,--,--,--,--,--,--, 
 无形资产摊销(万元),--,1278,--,669,--,1156,--,216,--,637,--,--,--,--,--,--, 
 长期待摊费用摊销(万元),--,3425,--,1636,--,2815,--,2267,--,2778,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,294,--,280,--,-4439,--,10,--,39,--,--,--,--,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,-91057,--,-17878,--,-59399,--,-21592,--,-81511,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,44923,--,30495,--,36756,--,11052,--,21072,--,--,--,--,--,--, 
 投资损失(万元),--,-53851,--,-4800,--,-15977,--,8174,--,-11864,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-82298,--,-28874,--,-21969,--,-6623,--,-7475,--,--,--,--,--,--, 
 递延所得税负债增加(万元),--,31647,--,4479,--,33573,--,10599,--,6987,--,--,--,--,--,--, 
 存货的减少(万元),--,-3315983,--,-2040788,--,-181662,--,-781771,--,-205385,--,-328256,--,-191515,-350279,62004, 
 经营性应收项目的减少(万元),--,-345059,--,-236815,--,-555342,--,363146,--,-473037,--,-20750,--,-84473,18314,-215926, 
 经营性应付项目的增加(万元),--,2116229,--,1425024,--,1278411,--,446457,--,401625,--,287674,--,416472,20844,208746, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,-26030,--,29781,6930,11152, 
 经营活动产生现金流量净额(万元),--,-1048516,--,-746131,--,809720,--,103348,--,-95716,--,-4623,--,349500,-119201,221742, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),1560550,2028089,1515496,1625371,1031965,1155032,1561133,1032444,927579,552051,389742,413917,244895,425795,546225,363432, 
 现金的期初余额(万元),2028089,1155032,1155032,1155032,1155032,552051,552051,552051,552051,425795,425795,425795,425795,546225,363432,413243, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-467539,873057,360464,470339,-123067,602981,1009083,480393,375528,126255,-36054,-11878,-180900,-120430,182793,-49811, 

